id_prestamo,edad,ingresos_mensuales_eur,ingresos_conyuge_eur,importe_prestamo_eur,plazo_meses,cuota_mensual_eur,ratio_endeudamiento,ratio_cuota_ingreso,antiguedad_empleo_anos,antiguedad_cliente_anos,num_prestamos_previos,num_prestamos_activos,num_impagos_previos,dias_mora_max_historico,score_credito,score_externo,saldo_medio_cuenta_eur,num_productos_contratados,patrimonio_declarado_eur,num_consultas_buro_6m,tasa_interes_pct,gastos_fijos_mensuales_eur,finalidad,tipo_empleo,regimen_vivienda,nivel_estudios,sector_actividad,tiene_avalista,impago
PRE008115,32,3512.0,2541.0,6472,60,116.0,3.3,1.9,3.9,3.0,1.0,1,0,8,644,653,-576.0,1.0,58804,1,7.3,1143.0,consumo,autonomo,hipoteca,basico,industria,no,0
PRE008116,38,3561.0,2338.0,22584,60,407.0,11.4,6.9,10.3,0.8,,1,0,9,629,689,2257.0,4.0,34455,1,5.6,770.0,negocio,temporal,alquiler,medio,industria,si,0
PRE008117,52,1053.0,0.0,9736,84,125.0,11.9,11.9,6.8,2.8,2.0,0,0,18,549,562,1589.0,1.0,0,0,8.6,177.0,consumo,fijo,alquiler,basico,publico,no,0
PRE008118,41,3067.0,901.0,9749,120,88.0,2.9,2.2,2.8,0.6,2.0,1,0,14,692,656,5297.0,4.0,16165,2,7.4,1205.0,negocio,fijo,hipoteca,medio,servicios,no,0
PRE008119,57,1692.0,948.0,23727,12,2135.0,126.1,80.9,2.5,5.9,,2,1,24,599,503,211.0,,0,2,12.0,1015.0,vivienda,fijo,alquiler,basico,servicios,no,1
PRE008120,26,1490.0,1093.0,13148,36,394.0,26.5,15.3,11.4,0.1,2.0,2,0,25,698,623,2954.0,4.0,100797,2,5.8,402.0,consumo,fijo,propiedad,superior,publico,no,0
PRE008121,25,5023.0,1777.0,30538,36,916.0,18.2,13.5,6.2,0.6,4.0,1,0,25,666,712,6636.0,4.0,90275,2,9.9,2806.0,consumo,temporal,hipoteca,superior,publico,no,0
PRE008122,37,1777.0,537.0,12325,120,111.0,6.2,4.8,3.1,32.9,0.0,0,1,20,540,561,1154.0,2.0,33823,2,10.5,1073.0,negocio,temporal,hipoteca,basico,servicios,si,1
PRE008123,56,3301.0,1336.0,12795,24,576.0,17.4,12.4,1.0,1.0,1.0,0,0,1,746,787,8161.0,5.0,142280,0,6.0,1702.0,vivienda,autonomo,propiedad,basico,servicios,no,0
PRE008124,44,2560.0,900.0,15780,60,284.0,11.1,8.2,8.0,0.1,1.0,0,0,0,810,825,11530.0,5.0,203172,0,3.2,998.0,negocio,temporal,alquiler,medio,industria,si,0
PRE008125,44,,2167.0,1529,24,69.0,1.4,1.0,,5.3,0.0,0,0,0,760,852,6342.0,6.0,149463,1,3.2,,negocio,fijo,alquiler,medio,construccion,no,0
PRE008126,45,4300.0,618.0,5446,72,82.0,1.9,1.7,,1.2,0.0,1,0,18,680,609,3316.0,3.0,100699,1,7.0,1628.0,coche,temporal,propiedad,medio,publico,no,0
PRE008127,18,3136.0,2586.0,10979,36,329.0,10.5,5.8,3.7,0.6,1.0,0,0,9,641,609,1150.0,3.0,105431,2,10.8,2344.0,vivienda,autonomo,alquiler,medio,industria,no,0
PRE008128,35,5868.0,542.0,8922,84,115.0,2.0,1.8,7.6,15.7,1.0,2,0,19,711,769,2566.0,1.0,115210,1,5.8,3350.0,consumo,autonomo,propiedad,superior,publico,no,0
PRE008129,31,1614.0,1107.0,9485,84,122.0,7.6,4.5,1.4,11.2,1.0,0,1,22,671,640,5322.0,7.0,55171,1,7.1,845.0,coche,funcionario,alquiler,medio,construccion,no,0
PRE008130,31,2436.0,1388.0,7158,48,161.0,6.6,4.2,0.2,0.6,1.0,0,1,12,632,588,5084.0,1.0,88151,0,9.4,295.0,vivienda,temporal,propiedad,medio,servicios,no,0
PRE008131,32,,344.0,5171,60,,1.8,1.7,1.5,7.2,1.0,0,0,47,743,724,5523.0,,174554,0,3.7,858.0,coche,temporal,hipoteca,medio,construccion,no,0
PRE008132,46,2612.0,973.0,13801,60,248.0,9.5,6.9,5.8,2.7,2.0,1,0,8,672,728,7565.0,3.0,132686,0,8.3,1146.0,coche,temporal,hipoteca,basico,publico,no,0
PRE008133,28,1550.0,655.0,13451,96,151.0,9.8,6.9,7.6,1.5,5.0,2,1,37,491,312,-2000.0,0.0,0,9,10.4,908.0,negocio,temporal,alquiler,medio,servicios,si,1
PRE008134,51,1313.0,556.0,9959,24,,34.1,24.0,3.9,13.7,1.0,0,0,32,555,506,-1165.0,5.0,0,1,9.4,433.0,vivienda,temporal,hipoteca,superior,servicios,no,0
PRE008135,56,2869.0,2430.0,11908,120,107.0,3.7,2.0,15.0,0.1,1.0,1,1,31,612,589,3617.0,4.0,61780,1,7.8,1976.0,vivienda,temporal,propiedad,medio,servicios,no,0
PRE008136,57,2936.0,410.0,13398,12,1206.0,41.1,36.0,2.7,3.7,2.0,3,0,17,617,659,5631.0,2.0,104204,2,8.5,800.0,vivienda,autonomo,propiedad,superior,construccion,no,1
PRE008137,55,2743.0,406.0,9924,72,149.0,5.4,4.7,,2.9,3.0,2,0,22,605,617,2361.0,4.0,33362,1,9.6,639.0,consumo,autonomo,alquiler,medio,industria,no,0
PRE008138,49,4378.0,2033.0,8983,36,,6.2,4.2,2.2,2.9,1.0,0,0,5,748,740,6271.0,5.0,141339,0,4.8,1509.0,negocio,fijo,propiedad,basico,construccion,no,0
PRE008139,43,,800.0,22899,120,206.0,8.0,6.1,8.5,2.3,1.0,0,0,12,644,500,2129.0,3.0,54176,0,7.9,774.0,negocio,fijo,alquiler,medio,servicios,si,0
PRE008140,24,2555.0,532.0,5658,12,509.0,19.9,16.5,2.8,14.2,1.0,1,2,62,603,544,1996.0,4.0,43575,3,10.6,720.0,consumo,fijo,alquiler,superior,construccion,no,0
PRE008141,34,3149.0,3047.0,30619,36,919.0,29.2,14.8,9.7,4.3,4.0,0,0,0,762,734,7955.0,6.0,140916,0,,1549.0,consumo,fijo,alquiler,basico,construccion,si,0
PRE008142,37,2780.0,943.0,12071,12,,39.1,29.2,,4.8,3.0,0,2,17,642,598,4460.0,3.0,77206,4,7.5,837.0,estudios,autonomo,hipoteca,medio,industria,no,0
PRE008143,34,2428.0,490.0,6986,48,157.0,6.5,5.4,0.8,30.3,1.0,0,1,46,690,654,4757.0,3.0,94214,2,7.4,1223.0,vivienda,autonomo,alquiler,basico,servicios,no,0
PRE008144,34,2302.0,245.0,9469,96,107.0,4.6,4.2,,8.3,0.0,0,1,25,521,480,967.0,1.0,0,1,10.6,1162.0,vivienda,temporal,hipoteca,basico,servicios,no,0
PRE008145,39,3037.0,387.0,13087,84,168.0,5.5,4.9,4.1,2.8,2.0,0,0,9,614,626,2982.0,3.0,77343,1,7.7,909.0,vivienda,funcionario,propiedad,medio,publico,no,0
PRE008146,46,3117.0,1303.0,19963,60,359.0,11.5,8.1,5.0,2.8,2.0,0,0,11,591,660,3404.0,1.0,71876,0,10.2,,negocio,funcionario,alquiler,medio,servicios,no,1
PRE008147,51,2992.0,2102.0,9848,120,,3.0,1.7,9.8,17.8,1.0,3,0,18,713,719,4957.0,4.0,82589,1,5.5,1523.0,vivienda,fijo,alquiler,superior,industria,no,0
PRE008148,49,3342.0,236.0,63476,36,1904.0,57.0,53.2,0.9,1.9,2.0,1,1,53,621,573,997.0,2.0,12557,1,,1890.0,coche,fijo,propiedad,medio,construccion,no,0
PRE008149,45,1661.0,299.0,13492,12,1214.0,73.1,61.9,6.8,3.1,1.0,1,2,4,698,647,929.0,2.0,92715,1,6.0,383.0,negocio,fijo,alquiler,medio,industria,si,0
PRE008150,36,2026.0,474.0,12670,84,163.0,8.0,6.5,2.0,19.5,1.0,2,2,23,600,562,-2000.0,6.0,51399,5,10.8,1030.0,coche,temporal,propiedad,superior,servicios,no,0
PRE008151,26,3419.0,1543.0,5403,120,49.0,1.4,1.0,12.7,12.7,2.0,2,0,22,575,546,2922.0,3.0,11634,6,10.1,,consumo,funcionario,hipoteca,basico,agrario,no,0
PRE008152,42,2323.0,272.0,11264,36,338.0,14.5,,1.6,1.4,0.0,1,0,17,572,491,-1261.0,,0,1,13.5,631.0,vivienda,fijo,alquiler,basico,servicios,no,0
PRE008153,51,3153.0,238.0,8343,48,188.0,6.0,5.5,1.4,1.2,2.0,0,1,54,646,672,569.0,3.0,40870,1,7.1,1347.0,estudios,funcionario,propiedad,superior,agrario,no,1
PRE008154,43,3575.0,520.0,12211,120,110.0,3.1,2.7,4.7,0.2,1.0,3,0,29,628,670,5295.0,2.0,59254,2,5.0,1486.0,vivienda,temporal,propiedad,medio,servicios,no,1
PRE008155,65,2367.0,544.0,20314,60,366.0,15.4,12.6,11.4,2.2,0.0,0,0,30,598,603,3120.0,3.0,25168,2,11.3,1049.0,coche,fijo,hipoteca,basico,servicios,no,0
PRE008156,31,1722.0,0.0,8360,24,376.0,21.8,21.8,0.2,4.3,0.0,2,1,77,617,575,1386.0,5.0,36937,2,9.0,648.0,vivienda,fijo,propiedad,medio,industria,no,0
PRE008157,49,3454.0,87.0,9272,48,209.0,6.0,5.9,1.6,2.5,1.0,1,1,25,647,583,2707.0,0.0,9329,1,10.7,2397.0,coche,fijo,alquiler,medio,industria,si,0
PRE008158,54,,1500.0,11455,24,515.0,21.5,13.2,1.7,0.6,3.0,1,1,40,551,544,588.0,4.0,20198,0,9.5,720.0,vivienda,fijo,alquiler,basico,servicios,no,0
PRE008159,36,2607.0,1774.0,14135,96,159.0,6.1,3.6,3.4,0.9,0.0,2,0,1,792,819,6128.0,7.0,199952,0,4.8,891.0,consumo,fijo,alquiler,superior,servicios,no,0
PRE008160,39,2162.0,851.0,1975,24,89.0,4.1,2.9,40.0,0.9,3.0,0,0,17,642,596,3960.0,2.0,81073,1,8.8,1462.0,coche,temporal,alquiler,basico,industria,no,0
PRE008161,48,2473.0,2351.0,10845,96,,4.9,2.5,2.3,4.0,2.0,1,1,11,626,625,2060.0,3.0,67217,2,,,consumo,temporal,propiedad,medio,publico,no,0
PRE008162,32,2725.0,901.0,13658,72,205.0,7.5,5.6,14.7,1.1,2.0,2,0,41,581,497,,2.0,0,2,14.6,854.0,negocio,temporal,alquiler,basico,industria,no,1
PRE008163,54,3973.0,,12722,48,286.0,7.2,4.6,15.1,1.0,,1,0,40,640,594,5644.0,3.0,42091,3,6.5,1941.0,vivienda,fijo,alquiler,superior,construccion,no,0
PRE008164,34,2507.0,475.0,10172,120,92.0,3.7,3.1,3.0,5.3,1.0,2,0,65,578,582,,2.0,25022,4,7.9,1030.0,coche,fijo,hipoteca,medio,construccion,no,0
PRE008165,51,1510.0,526.0,7320,84,94.0,6.2,4.6,0.1,6.1,1.0,1,0,18,570,554,134.0,1.0,2014,2,8.9,482.0,estudios,funcionario,hipoteca,basico,industria,si,0
PRE008166,53,5742.0,2802.0,5067,72,76.0,1.3,0.9,2.4,2.2,,0,0,21,746,829,6908.0,7.0,151318,0,,1352.0,consumo,temporal,alquiler,medio,construccion,no,0
PRE008167,38,1355.0,383.0,27355,84,352.0,25.9,20.2,5.1,13.6,0.0,2,0,24,665,690,4639.0,5.0,35971,2,6.6,897.0,consumo,temporal,hipoteca,medio,servicios,no,0
PRE008168,40,3163.0,358.0,23739,120,214.0,6.8,6.1,1.1,8.7,0.0,0,1,16,647,617,2346.0,1.0,86203,3,7.6,1851.0,negocio,temporal,hipoteca,superior,industria,no,0
PRE008169,35,2641.0,716.0,5384,120,48.0,1.8,1.4,2.4,30.7,1.0,2,0,76,560,574,200.0,5.0,0,4,8.3,1526.0,coche,autonomo,alquiler,medio,construccion,no,1
PRE008170,28,2848.0,557.0,23899,120,215.0,7.5,6.3,7.6,10.0,,2,1,31,432,324,-2000.0,5.0,0,2,14.2,285.0,vivienda,fijo,hipoteca,basico,construccion,no,1
PRE008171,29,1295.0,344.0,25554,96,287.0,22.2,17.5,9.8,8.4,1.0,0,3,64,477,352,-2000.0,1.0,0,3,15.7,595.0,negocio,fijo,alquiler,superior,servicios,no,0
PRE008172,45,3490.0,1707.0,2223,60,40.0,1.1,0.8,2.2,2.5,0.0,0,0,18,658,618,3881.0,1.0,58417,1,7.6,1414.0,vivienda,funcionario,alquiler,basico,construccion,no,0
PRE008173,35,3583.0,1651.0,12016,72,180.0,5.0,3.4,10.3,3.9,2.0,0,0,10,695,716,,3.0,101861,0,6.6,2287.0,estudios,fijo,hipoteca,medio,industria,no,0
PRE008174,33,2437.0,738.0,14105,48,317.0,13.0,10.0,2.9,5.0,1.0,2,0,0,739,691,5939.0,6.0,99856,0,7.9,244.0,coche,fijo,propiedad,medio,industria,no,0
PRE008175,77,1299.0,625.0,6943,48,,12.0,8.1,4.9,1.9,2.0,2,1,28,425,460,-86.0,4.0,0,0,,451.0,negocio,fijo,hipoteca,medio,construccion,no,1
PRE008176,34,,513.0,20364,36,611.0,55.1,37.7,1.7,2.5,0.0,0,1,30,557,534,567.0,3.0,0,1,13.6,272.0,coche,autonomo,propiedad,superior,servicios,si,0
PRE008177,41,2205.0,1545.0,24339,36,730.0,33.1,19.5,0.5,1.2,0.0,0,0,9,703,662,3114.0,5.0,141110,1,6.5,,estudios,temporal,propiedad,basico,agrario,si,0
PRE008178,24,2568.0,30.0,12058,84,155.0,6.0,6.0,,6.2,0.0,2,1,32,583,544,,0.0,10348,1,9.8,919.0,coche,fijo,propiedad,superior,industria,si,0
PRE008179,46,,695.0,6448,84,83.0,3.8,2.9,3.9,18.1,4.0,0,2,21,635,541,,5.0,73833,2,10.1,1404.0,consumo,autonomo,propiedad,superior,publico,no,0
PRE008180,27,,1795.0,11638,120,105.0,2.7,1.9,0.1,12.7,0.0,2,0,7,778,797,8324.0,4.0,136945,0,2.9,1355.0,coche,fijo,alquiler,medio,construccion,no,0
PRE008181,42,2195.0,1111.0,17042,24,767.0,34.9,23.2,0.0,5.8,2.0,1,0,23,697,611,,1.0,140644,0,6.4,695.0,coche,fijo,alquiler,basico,servicios,no,0
PRE008182,40,4327.0,949.0,12559,36,377.0,8.7,7.1,,2.6,0.0,0,0,37,632,598,2992.0,2.0,47448,1,6.4,1664.0,coche,funcionario,alquiler,basico,construccion,no,0
PRE008183,48,2079.0,0.0,17354,24,,37.5,37.5,11.5,10.0,1.0,0,0,16,612,544,2486.0,3.0,16544,5,8.5,1159.0,vivienda,temporal,hipoteca,medio,servicios,no,0
PRE008184,39,1819.0,0.0,7258,48,163.0,9.0,9.0,3.2,3.5,0.0,1,1,17,576,536,4372.0,4.0,42690,1,8.2,646.0,coche,autonomo,alquiler,basico,servicios,no,0
PRE008185,46,2051.0,777.0,4348,24,196.0,9.5,6.9,1.9,2.1,2.0,0,2,34,589,580,487.0,2.0,31642,5,10.7,1102.0,estudios,fijo,propiedad,medio,publico,no,0
PRE008186,51,3028.0,1309.0,24228,72,,12.0,8.4,0.7,12.5,3.0,1,1,34,569,433,377.0,3.0,10016,1,11.7,1362.0,consumo,fijo,alquiler,basico,servicios,no,0
PRE008187,59,3660.0,1477.0,17067,60,307.0,8.4,6.0,1.1,22.9,5.0,1,0,37,472,462,465.0,2.0,0,1,11.3,1469.0,estudios,fijo,hipoteca,superior,industria,no,0
PRE008188,52,6947.0,7022.0,9353,48,210.0,3.0,1.5,1.7,3.8,0.0,1,0,26,666,660,,2.0,31107,0,,2193.0,negocio,fijo,hipoteca,basico,construccion,no,0
PRE008189,51,5362.0,3591.0,23554,72,353.0,6.6,3.9,0.6,0.4,2.0,0,0,14,652,765,3162.0,7.0,125062,0,3.7,2112.0,negocio,temporal,alquiler,medio,construccion,no,0
PRE008190,43,1973.0,1437.0,10612,48,239.0,12.1,7.0,,3.2,1.0,1,0,15,649,553,6036.0,1.0,62598,1,9.2,481.0,coche,fijo,alquiler,superior,servicios,no,0
PRE008191,57,2079.0,594.0,15414,36,462.0,22.2,17.3,22.5,1.8,,1,0,18,656,662,1196.0,3.0,59001,1,10.3,1223.0,coche,autonomo,hipoteca,superior,servicios,no,1
PRE008192,44,1126.0,0.0,9329,24,420.0,37.2,37.2,0.1,0.6,1.0,0,1,12,587,536,1050.0,3.0,55591,1,9.5,503.0,vivienda,temporal,hipoteca,medio,servicios,no,0
PRE008193,40,,1370.0,18890,72,283.0,6.4,4.9,13.2,0.3,1.0,0,0,12,835,813,,6.0,188317,1,6.4,,negocio,autonomo,propiedad,superior,servicios,no,0
PRE008194,48,2113.0,700.0,11572,96,130.0,6.2,4.6,3.3,1.9,4.0,1,0,15,651,754,7444.0,2.0,93977,0,8.4,888.0,coche,fijo,propiedad,basico,construccion,no,0
PRE008195,44,1539.0,959.0,26329,12,2370.0,153.9,94.8,0.9,3.4,1.0,2,0,36,707,758,3541.0,4.0,200745,0,6.9,720.0,estudios,fijo,alquiler,superior,publico,no,0
PRE008196,35,2748.0,1991.0,3634,36,109.0,4.0,2.3,9.4,4.8,0.0,1,1,35,653,645,4663.0,4.0,98290,3,,1250.0,consumo,fijo,alquiler,basico,publico,no,0
PRE008197,48,3605.0,672.0,16536,12,1488.0,41.3,34.8,6.4,0.6,1.0,0,1,7,666,735,4320.0,2.0,65539,0,8.4,,vivienda,temporal,alquiler,basico,publico,si,0
PRE008198,35,2742.0,1997.0,6150,84,79.0,2.9,1.7,2.6,17.9,1.0,1,0,23,624,590,4595.0,3.0,69196,2,9.8,1466.0,vivienda,fijo,propiedad,medio,industria,no,0
PRE008199,37,1264.0,945.0,5065,96,57.0,4.5,2.6,2.6,8.8,0.0,0,0,3,668,693,2884.0,3.0,99547,0,5.2,405.0,negocio,fijo,propiedad,medio,construccion,no,0
PRE008200,41,9356.0,6039.0,14700,24,662.0,7.1,4.3,3.7,5.8,0.0,0,1,9,694,696,4667.0,6.0,84189,2,7.2,4689.0,coche,fijo,propiedad,superior,publico,no,0
PRE008201,39,2202.0,1562.0,21540,120,194.0,8.8,5.1,2.0,1.3,0.0,0,3,24,611,571,2349.0,0.0,69242,2,9.1,1529.0,consumo,fijo,alquiler,basico,servicios,no,0
PRE008202,32,,1035.0,13632,60,245.0,13.2,8.5,5.8,9.8,0.0,0,2,52,599,613,-1547.0,0.0,15539,2,9.9,679.0,consumo,funcionario,propiedad,medio,industria,no,1
PRE008203,35,2125.0,1653.0,25737,72,386.0,18.2,10.2,0.6,3.8,3.0,0,0,8,613,658,,3.0,52878,5,10.2,777.0,negocio,fijo,hipoteca,superior,servicios,no,1
PRE008204,52,2370.0,0.0,9816,36,294.0,12.4,12.4,0.9,3.7,3.0,1,0,25,547,551,2021.0,2.0,34308,4,9.6,,estudios,temporal,propiedad,medio,servicios,no,0
PRE008205,55,1685.0,1006.0,16891,48,380.0,22.5,14.1,4.1,4.4,1.0,0,0,45,456,457,-2000.0,4.0,0,8,15.6,890.0,vivienda,temporal,alquiler,medio,servicios,no,1
PRE008206,35,2521.0,476.0,8131,48,183.0,7.3,6.1,7.2,10.5,1.0,0,0,3,765,816,4993.0,6.0,143523,0,7.6,1357.0,consumo,temporal,alquiler,medio,industria,no,0
PRE008207,49,2176.0,909.0,9841,24,443.0,20.3,14.4,1.0,1.3,1.0,0,1,0,677,740,4484.0,3.0,142100,1,5.2,893.0,vivienda,fijo,propiedad,medio,servicios,no,0
PRE008208,70,3195.0,704.0,5941,96,,2.1,1.7,6.6,4.7,1.0,0,0,8,680,638,3179.0,4.0,50011,2,8.4,1469.0,coche,temporal,hipoteca,basico,publico,no,0
PRE008209,39,1748.0,1162.0,11498,12,,59.2,35.5,0.8,0.8,3.0,0,2,39,586,585,-2000.0,0.0,0,0,10.2,1152.0,consumo,fijo,propiedad,medio,servicios,no,0
PRE008210,30,1926.0,507.0,9379,84,121.0,6.3,5.0,0.6,6.2,1.0,1,0,14,628,592,,6.0,28458,3,8.0,1064.0,coche,autonomo,hipoteca,basico,servicios,no,0
PRE008211,50,2595.0,189.0,20670,96,233.0,9.0,8.3,3.0,5.2,2.0,0,0,53,632,607,,5.0,0,1,10.5,1540.0,consumo,autonomo,hipoteca,medio,construccion,no,1
PRE008212,35,2462.0,220.0,28178,24,1268.0,51.5,47.3,2.2,5.5,0.0,0,0,31,649,561,4361.0,6.0,53283,3,11.6,1162.0,estudios,temporal,alquiler,basico,publico,no,1
PRE008213,35,7631.0,2078.0,7087,24,319.0,4.2,3.3,,1.5,0.0,1,0,16,701,752,4651.0,4.0,171097,1,4.7,4342.0,consumo,temporal,hipoteca,superior,servicios,si,0
PRE008214,57,,976.0,13619,48,306.0,15.6,10.4,3.0,3.1,1.0,2,0,14,637,623,2273.0,3.0,67628,0,6.7,270.0,consumo,fijo,alquiler,basico,publico,no,0
PRE008215,34,2291.0,739.0,5700,36,171.0,7.5,5.6,,10.7,2.0,0,1,33,580,521,,2.0,29392,0,12.0,561.0,coche,temporal,alquiler,superior,agrario,no,1
PRE008216,39,2870.0,791.0,24613,84,316.0,11.0,8.6,9.1,14.0,2.0,0,0,26,588,483,2600.0,4.0,26132,3,8.6,598.0,consumo,fijo,alquiler,basico,servicios,no,0
PRE008217,50,3862.0,1939.0,8249,72,124.0,3.2,2.1,4.0,0.3,3.0,3,0,21,594,543,,5.0,37482,2,6.2,1707.0,consumo,temporal,alquiler,basico,construccion,no,0
PRE008218,42,2989.0,2174.0,4915,84,63.0,2.1,1.2,10.7,3.8,1.0,1,0,41,815,765,8818.0,3.0,142398,2,,1247.0,vivienda,fijo,hipoteca,basico,construccion,no,0
PRE008219,34,2787.0,0.0,12012,24,541.0,19.4,19.4,4.9,0.8,,2,1,42,426,389,-2000.0,,0,1,14.7,398.0,consumo,temporal,alquiler,medio,servicios,no,1
PRE008220,18,,757.0,13152,72,,14.3,9.2,1.3,15.9,1.0,0,0,25,663,654,5053.0,2.0,70950,0,8.8,309.0,estudios,funcionario,hipoteca,basico,industria,no,0
PRE008221,51,1813.0,612.0,23846,36,715.0,39.4,29.5,12.9,0.3,,1,0,29,671,688,3421.0,2.0,80407,0,,710.0,consumo,fijo,hipoteca,medio,publico,no,0
PRE008222,42,3620.0,149.0,5823,36,175.0,4.8,4.6,11.5,8.1,2.0,0,0,25,672,729,6310.0,,131292,1,6.1,836.0,coche,fijo,propiedad,medio,agrario,no,0
PRE008223,34,4674.0,3147.0,6522,96,73.0,1.6,0.9,4.0,4.7,1.0,0,0,0,806,875,8756.0,9.0,203824,0,5.5,1604.0,consumo,autonomo,propiedad,basico,agrario,no,0
PRE008224,49,1283.0,258.0,14282,96,161.0,12.5,10.4,1.3,6.8,0.0,1,0,2,714,700,5667.0,4.0,112102,0,6.2,350.0,consumo,fijo,alquiler,basico,servicios,no,0
PRE008225,35,2879.0,920.0,10541,36,316.0,11.0,8.3,1.2,0.2,,1,1,10,572,634,2866.0,5.0,61581,2,7.5,1158.0,negocio,autonomo,hipoteca,basico,industria,no,0
PRE008226,63,1602.0,776.0,9478,72,142.0,8.9,,0.6,3.2,,2,1,21,569,558,683.0,2.0,0,2,12.9,246.0,negocio,fijo,propiedad,superior,construccion,no,1
PRE008227,52,4449.0,1902.0,6519,120,59.0,1.3,0.9,7.4,4.9,1.0,1,0,17,709,760,9130.0,4.0,152754,0,6.8,2330.0,vivienda,funcionario,hipoteca,medio,agrario,no,0
PRE008228,40,2588.0,449.0,4182,84,54.0,2.1,1.8,1.0,3.4,2.0,0,0,0,714,723,5906.0,6.0,149364,0,5.5,951.0,coche,temporal,alquiler,basico,agrario,no,0
PRE008229,20,2857.0,1214.0,8274,12,745.0,26.1,18.3,6.8,17.3,2.0,0,1,25,695,605,5024.0,3.0,0,3,4.4,902.0,consumo,temporal,alquiler,medio,servicios,no,0
PRE008230,45,5519.0,1537.0,16470,96,185.0,3.4,2.6,10.3,12.1,1.0,0,0,5,783,843,9736.0,7.0,154836,1,3.2,779.0,vivienda,autonomo,alquiler,superior,industria,si,0
PRE008231,45,3562.0,1444.0,26008,48,585.0,16.4,11.7,10.7,10.2,1.0,1,0,16,759,734,7267.0,2.0,190825,1,4.4,1374.0,consumo,fijo,propiedad,basico,servicios,no,0
PRE008232,27,2752.0,869.0,20588,48,463.0,16.8,,4.1,9.6,3.0,0,0,0,727,676,5355.0,7.0,136332,2,6.5,932.0,vivienda,temporal,hipoteca,basico,agrario,no,0
PRE008233,60,2168.0,87.0,22755,84,293.0,13.5,13.0,3.9,7.4,2.0,0,1,29,638,620,2421.0,2.0,37487,2,7.5,826.0,consumo,fijo,hipoteca,superior,servicios,no,1
PRE008234,41,1692.0,788.0,5748,120,52.0,3.1,2.1,3.7,0.6,0.0,1,0,30,614,620,2129.0,,65850,3,,1054.0,vivienda,temporal,alquiler,medio,servicios,si,0
PRE008235,28,2352.0,548.0,12220,36,367.0,15.6,12.6,4.8,3.0,2.0,1,0,20,523,451,1634.0,5.0,0,1,10.4,580.0,negocio,fijo,propiedad,superior,industria,no,0
PRE008236,53,2330.0,1622.0,11533,36,346.0,14.8,8.8,3.8,3.0,2.0,0,1,23,509,496,1304.0,3.0,0,3,9.0,877.0,consumo,fijo,hipoteca,basico,industria,no,1
PRE008237,45,4484.0,2113.0,27511,96,309.0,6.9,4.7,12.3,2.0,0.0,0,0,10,720,738,8356.0,5.0,158488,0,6.0,1565.0,coche,fijo,hipoteca,basico,servicios,no,0
PRE008238,51,1824.0,2077.0,16042,84,206.0,11.3,5.3,,0.5,1.0,0,0,50,588,571,-719.0,4.0,12702,1,11.7,936.0,coche,funcionario,propiedad,basico,publico,no,0
PRE008239,47,1054.0,333.0,16153,72,242.0,23.0,17.5,11.6,17.1,0.0,1,1,47,555,546,-1623.0,1.0,0,2,10.3,105.0,vivienda,temporal,alquiler,medio,servicios,no,1
PRE008240,62,3095.0,2948.0,33638,12,3027.0,97.8,,30.1,2.5,1.0,0,2,18,624,582,,3.0,58404,0,10.5,1482.0,negocio,fijo,propiedad,superior,construccion,no,0
PRE008241,35,1622.0,323.0,11503,60,207.0,12.8,10.6,4.3,0.0,1.0,0,0,21,535,466,-777.0,3.0,0,6,10.4,516.0,negocio,fijo,hipoteca,medio,industria,no,1
PRE008242,45,,222.0,5666,48,127.0,4.9,4.6,11.2,20.5,2.0,0,0,0,817,724,7932.0,6.0,134530,0,4.6,679.0,vivienda,fijo,hipoteca,superior,industria,no,0
PRE008243,26,1560.0,1052.0,17067,72,256.0,16.4,9.8,1.5,0.1,1.0,0,1,54,472,398,-2000.0,2.0,0,1,14.4,657.0,vivienda,fijo,alquiler,basico,agrario,si,0
PRE008244,52,,92.0,9489,72,142.0,8.9,8.4,4.2,6.3,0.0,1,0,19,721,733,4260.0,7.0,121014,2,4.0,159.0,vivienda,fijo,propiedad,medio,industria,no,0
PRE008245,38,1909.0,1116.0,35632,96,401.0,21.0,13.2,3.0,3.3,2.0,0,0,10,650,597,2900.0,3.0,97230,3,7.3,950.0,coche,fijo,propiedad,basico,servicios,no,1
PRE008246,55,3303.0,0.0,5126,96,58.0,1.7,1.7,1.1,2.5,2.0,1,0,5,682,678,4978.0,2.0,97652,0,8.1,855.0,consumo,temporal,hipoteca,medio,servicios,no,0
PRE008247,60,4280.0,4877.0,14161,72,212.0,5.0,2.3,0.9,1.5,1.0,0,0,6,691,602,,5.0,85862,0,6.3,2192.0,estudios,fijo,alquiler,superior,agrario,si,0
PRE008248,34,7520.0,3748.0,9134,96,,1.4,0.9,1.9,13.3,1.0,1,0,0,785,814,,4.0,175447,0,3.4,3473.0,consumo,fijo,propiedad,basico,agrario,no,0
PRE008249,33,2604.0,1340.0,9469,12,852.0,32.7,,1.9,0.9,0.0,1,0,13,666,679,3116.0,5.0,72322,2,6.0,491.0,negocio,autonomo,hipoteca,superior,servicios,no,0
PRE008250,18,,,11360,24,511.0,11.1,6.7,3.6,35.6,1.0,0,1,21,654,652,4582.0,4.0,82718,0,4.3,1441.0,consumo,temporal,hipoteca,medio,industria,no,0
