id_estacion,no2_ugm3,no2_max_ugm3,nox_ugm3,pm10_ugm3,pm10_max_ugm3,pm25_ugm3,pm25_max_ugm3,o3_ugm3,o3_max_ugm3,so2_ugm3,co_mgm3,benceno_ugm3,nh3_ugm3,ruido_db,trafico_indice,intensidad_trafico,pct_vehiculos_pesados,densidad_poblacion,dist_industria_km,dist_via_principal_m,superficie_verde_pct,temp_media_c,humedad_pct,viento_kmh,precipitacion_mm,radiacion_solar,altitud_m,num_dias_superacion,entorno
EST007756,45.0,120,103.0,36,84,25,63.0,42.0,99,9.0,0.92,1.48,,64.6,87,38776.0,12.5,6244,10.0,69,9.9,17.0,,9.7,533,447,743,26,interior
EST007757,29.0,101,57.0,26,49,14,45.0,,104,15.3,0.73,2.03,3.1,61.5,64,18717.0,9.0,4837,2.9,81,25.8,15.9,,,430,542,0,30,costa
EST007758,21.0,52,,17,49,15,37.0,76.0,167,0.0,0.23,0.1,14.5,54.0,33,6722.0,1.4,1402,11.2,335,41.6,16.1,64.0,4.5,728,358,259,9,interior
EST007759,54.0,154,95.0,29,80,22,57.0,44.0,115,0.0,0.85,1.13,4.7,71.3,63,26881.0,10.5,6277,10.7,5,1.4,16.7,60.0,10.4,328,496,917,8,interior
EST007760,48.0,163,78.0,35,68,21,54.0,55.0,96,5.9,0.79,1.6,2.2,57.6,67,26167.0,8.5,4844,4.7,86,16.0,12.0,53.0,6.6,470,459,365,38,interior
EST007761,8.0,10,24.0,22,57,16,34.0,87.0,132,9.9,0.1,0.1,17.3,45.1,5,100.0,7.2,20,9.0,465,46.1,14.3,58.0,14.3,750,360,312,23,costa
EST007762,54.0,168,98.0,26,73,15,49.0,42.0,51,1.0,0.81,1.39,8.1,63.5,86,34132.0,12.6,5240,3.1,16,0.0,17.0,69.0,8.6,661,494,769,7,interior
EST007763,2.0,14,,25,43,12,22.0,76.0,150,7.1,0.18,0.29,16.6,40.9,13,100.0,7.4,20,5.1,414,42.0,18.6,53.0,6.3,167,379,487,13,interior
EST007764,13.0,35,7.0,16,30,6,16.0,77.0,133,3.9,0.18,0.1,18.3,45.6,0,100.0,6.7,20,6.8,532,46.1,19.9,76.0,13.5,644,335,602,3,costa
EST007765,36.0,129,67.0,32,89,17,44.0,68.0,122,5.0,,,4.2,58.2,71,25344.0,6.9,4992,10.2,167,12.9,14.5,64.0,13.9,602,534,489,27,interior
EST007766,,128,92.0,28,66,13,30.0,58.0,122,7.7,,,6.4,62.4,74,18485.0,,3926,9.0,153,13.2,18.0,59.0,13.1,266,439,202,27,costa
EST007767,9.0,12,13.0,12,23,5,18.0,,175,0.0,0.1,0.1,15.5,41.2,17,100.0,0.9,20,9.5,532,40.7,20.6,80.0,22.4,489,445,593,3,costa
EST007768,50.0,121,85.0,26,56,22,46.0,53.0,118,5.1,0.69,1.44,,64.9,65,27497.0,9.4,6915,8.8,236,3.0,11.7,79.0,11.9,345,601,0,18,costa
EST007769,28.0,77,50.0,34,54,24,61.0,47.0,83,20.6,0.68,2.71,4.7,55.0,60,14676.0,16.4,3561,0.1,78,11.7,13.1,,9.7,784,508,352,44,costa
EST007770,49.0,130,86.0,20,37,12,,45.0,66,2.4,0.97,1.44,3.9,66.8,80,28117.0,8.2,5550,9.8,102,11.3,15.6,73.0,11.7,1003,404,291,4,costa
EST007771,,99,64.0,30,44,23,59.0,54.0,142,0.0,0.69,,,59.6,54,23221.0,,4710,7.5,227,15.1,17.1,56.0,17.8,397,385,6,20,interior
EST007772,33.0,81,43.0,12,17,2,,68.0,118,0.0,0.1,0.1,15.0,47.1,26,1624.0,,744,8.4,431,46.6,21.6,75.0,9.1,705,497,402,0,interior
EST007773,49.0,136,89.0,26,42,17,57.0,42.0,94,1.8,,1.13,3.8,71.2,78,30476.0,7.8,5770,11.2,5,2.7,12.2,71.0,15.6,420,368,264,1,costa
EST007774,10.0,14,12.0,5,10,3,5.0,90.0,191,0.0,0.11,0.1,14.4,51.2,10,100.0,2.1,797,9.2,481,47.9,18.0,81.0,20.5,571,388,383,0,costa
EST007775,6.0,13,3.0,18,46,6,16.0,92.0,189,6.2,,0.26,16.8,42.6,11,100.0,8.7,20,9.4,435,46.0,19.0,65.0,13.4,715,359,175,15,interior
EST007776,41.0,130,,27,59,10,20.0,64.0,119,0.0,0.62,1.4,4.1,,68,26065.0,6.5,4109,11.3,212,9.9,17.6,70.0,13.5,523,537,275,15,interior
EST007777,35.0,103,61.0,27,61,21,55.0,55.0,95,0.0,0.4,0.23,5.7,58.5,54,16160.0,5.4,3456,10.1,337,20.5,16.5,57.0,9.0,564,366,496,9,interior
EST007778,27.0,92,50.0,27,63,19,,59.0,125,12.2,0.34,1.56,6.2,62.1,53,12036.0,8.7,1576,7.2,209,12.4,16.0,58.0,10.8,527,378,445,25,interior
EST007779,38.0,129,53.0,31,80,25,52.0,56.0,98,6.2,,0.97,4.3,64.4,74,17858.0,8.3,3124,7.0,232,14.1,11.1,65.0,16.2,669,517,239,21,costa
EST007780,26.0,55,46.0,21,49,14,30.0,60.0,127,0.1,0.1,0.59,13.6,45.1,30,3983.0,1.6,1645,10.9,324,38.4,18.3,68.0,4.8,357,398,75,4,interior
EST007781,27.0,81,43.0,28,88,20,48.0,60.0,111,7.9,0.36,,6.8,44.4,35,,9.1,994,3.1,160,22.9,19.3,52.0,11.9,563,450,281,21,costa
EST007782,31.0,92,66.0,24,59,7,15.0,58.0,126,2.4,0.68,0.91,7.9,55.2,59,12679.0,6.4,4495,6.6,152,12.2,12.9,67.0,12.6,851,400,303,8,interior
EST007783,32.0,82,,27,50,14,41.0,51.0,128,11.1,0.64,1.39,,53.1,33,4835.0,8.1,1463,9.9,254,25.5,22.0,80.0,15.8,145,287,48,21,costa
EST007784,12.0,53,,18,52,18,51.0,,141,0.3,,0.1,16.4,49.5,0,100.0,,20,8.9,571,,18.1,72.0,10.6,319,254,0,3,costa
EST007785,,72,60.0,39,89,24,63.0,33.0,55,12.8,0.7,,0.5,59.9,68,24532.0,12.6,5455,6.7,137,16.0,18.7,64.0,11.9,666,441,149,22,interior
EST007786,23.0,47,40.0,33,96,23,60.0,54.0,115,14.7,0.44,1.3,6.5,61.6,43,11178.0,12.5,2876,5.5,446,35.4,17.7,59.0,10.4,699,520,470,28,costa
EST007787,38.0,86,79.0,25,56,18,57.0,68.0,126,7.0,0.68,1.66,,60.1,76,,14.0,6014,10.5,42,16.9,14.6,69.0,13.8,702,417,615,18,interior
EST007788,,142,80.0,33,97,23,54.0,45.0,96,12.4,1.11,1.75,3.5,63.7,76,26038.0,12.2,4622,5.3,5,22.8,15.2,63.0,7.8,876,480,231,36,interior
EST007789,17.0,39,17.0,8,20,5,14.0,69.0,124,6.6,0.43,0.16,16.9,55.7,6,4104.0,9.6,1082,5.9,284,47.2,20.4,61.0,9.8,729,368,328,1,interior
EST007790,52.0,145,92.0,31,72,26,,22.0,20,3.2,1.01,1.01,2.9,62.0,99,30732.0,8.3,6743,8.0,179,18.6,17.3,79.0,,398,511,6,15,costa
EST007791,30.0,80,,24,37,17,54.0,51.0,99,0.0,0.38,0.72,3.5,52.3,45,11772.0,2.6,3624,7.1,168,10.2,16.7,68.0,14.7,293,316,258,4,costa
EST007792,34.0,86,85.0,20,64,15,42.0,42.0,106,5.4,0.77,,2.7,55.4,67,21498.0,7.6,6262,8.9,209,9.0,15.2,64.0,11.5,719,366,655,3,interior
EST007793,28.0,62,39.0,34,83,24,57.0,55.0,91,15.3,0.49,1.71,4.0,51.9,52,11142.0,11.1,2845,2.0,331,12.7,20.3,90.0,11.7,387,437,647,40,costa
EST007794,49.0,132,90.0,36,89,21,62.0,53.0,114,7.7,0.69,1.93,,62.8,61,27067.0,8.3,6296,6.9,5,12.0,16.8,54.0,16.3,640,389,387,31,costa
EST007795,38.0,106,69.0,25,81,15,24.0,48.0,73,2.0,0.88,0.77,3.3,62.7,65,31607.0,8.8,4497,8.8,158,15.0,16.4,49.0,1.0,393,498,325,8,interior
EST007796,40.0,118,68.0,29,69,14,35.0,53.0,149,2.7,0.56,0.96,,60.6,65,23121.0,10.8,3854,8.9,215,16.6,17.2,70.0,23.1,593,274,442,14,costa
EST007797,25.0,68,42.0,24,57,18,39.0,63.0,98,16.1,,2.06,7.4,49.3,47,11224.0,16.2,2393,6.8,181,32.6,18.8,,12.9,286,528,483,30,interior
EST007798,39.0,104,60.0,26,70,17,30.0,,125,14.4,0.65,2.08,6.2,58.8,37,12548.0,12.1,4398,2.6,255,18.1,16.8,70.0,7.9,933,444,473,46,interior
EST007799,22.0,56,31.0,30,62,15,42.0,73.0,139,23.7,0.25,1.87,4.2,53.7,35,204.0,13.5,1884,0.5,344,26.1,14.9,59.0,11.9,681,522,224,38,interior
EST007800,41.0,119,75.0,35,75,26,70.0,48.0,72,15.3,0.81,1.75,2.8,62.7,79,25101.0,12.7,6118,5.3,76,10.5,20.8,,14.9,468,543,265,32,interior
EST007801,46.0,132,72.0,21,60,14,,57.0,119,4.3,0.88,1.06,4.4,63.8,73,32701.0,,6437,8.7,72,14.7,14.6,59.0,1.6,610,510,373,20,interior
EST007802,28.0,50,,20,64,11,36.0,60.0,77,2.1,0.58,0.99,7.4,64.5,50,11524.0,7.0,3546,10.7,291,13.8,17.2,58.0,17.3,463,365,272,5,interior
EST007803,11.0,44,,17,31,11,20.0,103.0,180,6.5,0.31,0.1,16.0,,28,3968.0,4.4,20,7.7,353,43.4,12.6,59.0,13.6,813,541,876,8,costa
EST007804,16.0,48,8.0,20,30,13,27.0,74.0,139,1.7,0.24,0.16,18.0,48.9,40,4750.0,2.6,20,4.0,350,38.6,20.4,63.0,13.6,809,460,849,13,interior
EST007805,38.0,82,77.0,39,85,24,57.0,64.0,131,19.4,0.78,2.79,4.4,57.3,65,26000.0,13.4,4846,4.4,210,8.7,12.8,62.0,9.8,916,389,730,47,costa
EST007806,49.0,123,96.0,37,82,20,64.0,33.0,71,7.0,,2.09,4.0,70.4,96,31666.0,12.3,7016,5.9,132,,15.4,64.0,12.8,510,314,336,25,costa
EST007807,50.0,138,92.0,25,65,12,31.0,51.0,82,6.6,,,1.9,,75,24936.0,,4830,7.5,127,6.8,18.1,47.0,5.7,263,453,348,19,interior
EST007808,11.0,10,9.0,15,38,10,21.0,72.0,141,3.8,0.25,0.13,16.2,46.6,11,100.0,5.5,823,9.1,287,41.5,15.5,78.0,12.0,569,399,112,0,interior
EST007809,40.0,116,65.0,26,54,15,32.0,44.0,71,6.0,0.73,,3.7,49.4,72,24129.0,8.3,4704,10.4,208,4.1,15.0,43.0,17.1,590,296,132,10,costa
EST007810,43.0,128,75.0,28,68,13,25.0,,57,0.0,,0.91,4.1,58.9,85,24583.0,7.4,5808,9.3,129,,14.4,60.0,,589,246,268,21,costa
EST007811,42.0,116,85.0,33,99,24,,29.0,42,0.0,0.92,1.3,5.1,69.5,96,40512.0,10.2,8931,12.2,117,11.4,14.9,69.0,17.2,435,471,475,5,interior
EST007812,,103,75.0,29,81,18,59.0,50.0,118,6.6,0.81,,3.3,62.7,74,,11.3,6462,8.3,5,12.5,16.0,73.0,10.9,394,449,763,33,costa
EST007813,14.0,15,16.0,18,22,15,45.0,72.0,126,3.7,0.22,0.23,15.9,42.2,28,6390.0,1.6,1783,8.5,591,31.4,10.1,66.0,25.0,573,438,862,3,costa
EST007814,40.0,127,65.0,40,101,25,58.0,61.0,111,24.7,0.48,2.56,5.6,55.3,38,17709.0,17.2,4657,0.2,171,14.9,18.1,82.0,12.6,729,408,489,68,costa
EST007815,38.0,103,80.0,31,64,18,35.0,50.0,95,0.4,0.67,1.27,6.9,53.6,71,23325.0,8.8,5574,8.0,30,11.7,18.9,,21.0,471,467,424,16,costa
EST007816,49.0,123,,42,88,26,68.0,29.0,55,23.0,0.83,2.61,1.5,61.1,73,30661.0,,6517,0.1,206,7.0,15.3,71.0,19.5,537,441,458,48,costa
EST007817,19.0,57,18.0,24,56,18,60.0,73.0,130,3.4,0.14,0.1,14.0,46.6,11,100.0,0.6,20,9.4,531,41.8,9.1,38.0,11.9,316,462,175,15,interior
EST007818,19.0,79,31.0,20,50,10,20.0,69.0,122,0.0,0.36,,17.3,,39,15226.0,0.5,2080,7.5,314,40.2,14.4,57.0,10.3,699,503,261,0,interior
EST007819,34.0,92,44.0,19,53,14,28.0,72.0,139,12.3,0.48,1.35,8.5,51.0,45,16757.0,7.8,4641,3.4,172,16.3,15.3,84.0,12.8,678,588,370,27,costa
EST007820,2.0,10,3.0,18,17,10,,79.0,148,2.6,0.16,0.1,,45.3,10,100.0,,20,7.2,448,44.4,13.1,71.0,5.3,442,451,506,4,costa
EST007821,21.0,61,27.0,18,23,9,,82.0,146,1.6,,0.23,13.5,44.9,17,1676.0,2.8,1132,6.0,290,47.4,19.1,50.0,8.8,568,240,275,6,interior
EST007822,2.0,19,11.0,12,25,14,,87.0,183,0.0,0.1,,17.3,36.4,0,100.0,0.0,20,14.2,585,50.2,18.8,,19.8,528,464,519,0,interior
EST007823,12.0,46,30.0,15,37,11,28.0,79.0,150,2.5,0.15,0.55,16.5,43.8,30,2831.0,2.9,2177,8.3,519,49.8,16.2,68.0,16.4,608,394,567,0,interior
EST007824,44.0,108,75.0,25,45,20,29.0,55.0,75,7.3,0.92,1.21,2.8,57.3,65,,14.3,6889,10.3,70,14.5,17.9,54.0,10.4,472,524,0,20,interior
EST007825,30.0,52,53.0,31,70,18,63.0,53.0,121,11.2,0.58,1.01,4.2,57.2,45,18226.0,9.5,3782,5.3,239,27.0,13.2,,16.4,705,357,463,26,interior
EST007826,43.0,120,71.0,20,63,14,32.0,36.0,79,0.6,0.73,1.0,1.9,61.7,68,17230.0,3.3,3761,8.1,183,12.9,15.8,78.0,17.5,338,348,641,9,costa
EST007827,56.0,142,118.0,30,67,22,60.0,41.0,101,0.0,0.91,1.37,3.2,60.9,83,34111.0,6.4,6290,12.9,13,7.7,17.5,69.0,17.2,596,383,226,5,costa
EST007828,33.0,83,,31,77,16,30.0,68.0,116,4.6,0.78,0.8,,61.4,63,21076.0,9.8,4925,8.1,254,9.9,22.8,84.0,19.7,466,492,464,16,costa
EST007829,37.0,108,75.0,28,64,19,30.0,57.0,89,0.0,0.76,1.17,,64.9,73,25594.0,6.5,4062,9.7,171,18.7,21.3,64.0,15.5,263,549,0,6,costa
EST007830,43.0,110,,32,60,19,62.0,36.0,97,2.5,0.71,0.92,5.2,49.8,69,22848.0,7.1,5105,7.9,163,17.4,19.5,76.0,14.1,335,436,626,18,costa
EST007831,40.0,100,80.0,21,28,9,11.0,42.0,64,1.3,0.62,1.26,3.6,62.5,53,24898.0,9.0,4543,9.7,172,11.9,13.1,,10.4,278,336,726,7,interior
EST007832,37.0,112,55.0,27,66,16,49.0,33.0,20,5.0,0.57,1.44,0.5,57.3,69,18273.0,8.8,5790,8.1,91,8.5,9.6,66.0,11.8,505,206,782,13,costa
EST007833,11.0,16,21.0,12,31,6,14.0,87.0,192,0.0,0.1,0.1,17.1,45.7,20,100.0,2.4,20,7.2,431,44.1,17.9,65.0,10.2,504,451,100,2,costa
EST007834,11.0,36,22.0,31,92,20,43.0,66.0,146,15.9,,1.35,8.9,51.6,40,5890.0,9.4,2456,7.4,266,22.6,20.4,77.0,8.3,707,461,430,33,costa
EST007835,41.0,122,77.0,33,75,14,27.0,57.0,142,6.0,0.69,1.74,4.3,69.4,68,26800.0,4.5,3500,9.5,200,8.0,12.2,49.0,12.0,349,373,361,24,costa
EST007836,41.0,134,62.0,32,52,18,24.0,48.0,86,8.0,,1.39,4.1,58.1,62,20875.0,10.9,6282,3.9,192,20.9,18.7,57.0,11.7,649,666,278,24,interior
EST007837,2.0,10,3.0,12,49,4,5.0,,187,4.0,0.1,0.1,18.5,46.1,0,100.0,2.2,20,4.9,441,59.6,20.6,68.0,15.3,363,187,317,1,costa
EST007838,11.0,55,6.0,13,35,6,,78.0,156,0.0,0.1,0.1,14.6,45.7,17,100.0,0.9,20,10.1,411,34.9,20.6,88.0,9.5,508,478,418,1,costa
EST007839,37.0,99,70.0,22,61,9,10.0,52.0,78,0.0,0.67,1.31,1.2,58.2,64,34272.0,3.7,6377,9.0,150,11.5,14.9,65.0,8.5,479,366,733,0,costa
EST007840,,51,37.0,38,76,18,47.0,57.0,94,24.9,0.37,2.46,4.0,51.8,54,8611.0,10.3,1931,0.1,196,27.3,21.2,55.0,1.4,582,497,185,54,costa
EST007841,43.0,115,87.0,16,12,5,16.0,27.0,41,0.0,0.85,1.45,6.8,59.5,57,26433.0,8.2,4588,9.8,169,11.7,16.2,79.0,15.2,498,527,480,0,costa
EST007842,48.0,144,77.0,21,69,15,33.0,55.0,111,0.0,0.81,0.79,3.0,,84,27789.0,8.6,6291,11.9,5,11.9,18.1,,15.7,452,485,509,3,costa
EST007843,43.0,120,75.0,40,86,30,79.0,35.0,89,10.7,0.78,1.82,0.5,65.2,78,29958.0,11.0,6358,9.4,5,21.5,13.4,69.0,8.1,573,432,0,30,costa
EST007844,44.0,127,89.0,28,58,17,38.0,41.0,71,11.4,0.82,1.97,2.3,58.6,84,33018.0,10.5,5816,9.6,5,0.5,11.4,,9.9,630,383,84,31,interior
EST007845,31.0,120,57.0,27,70,17,14.0,72.0,116,8.8,0.68,1.08,5.4,58.9,55,16242.0,6.9,2434,6.9,326,18.4,20.4,59.0,11.0,567,594,1181,19,interior
EST007846,9.0,50,,19,41,19,45.0,101.0,209,3.4,0.1,0.1,19.6,44.9,5,100.0,,20,7.4,412,44.5,14.4,51.0,11.8,714,522,388,6,interior
EST007847,39.0,105,67.0,21,56,19,42.0,65.0,115,0.0,0.76,1.02,4.5,53.5,71,22949.0,5.9,4436,5.5,173,13.5,16.1,64.0,13.1,615,503,423,2,interior
EST007848,31.0,102,54.0,25,36,21,55.0,60.0,103,22.2,0.55,1.94,,61.7,57,23757.0,15.2,5399,2.8,227,16.8,18.6,49.0,3.5,608,464,0,38,interior
EST007849,30.0,92,35.0,25,71,17,44.0,70.0,125,5.7,,1.06,6.4,,44,13158.0,6.6,1496,5.7,404,7.4,16.4,84.0,,243,436,874,19,costa
EST007850,20.0,58,25.0,14,25,9,33.0,70.0,147,0.0,0.38,0.18,14.3,50.8,26,9068.0,4.1,735,11.6,242,39.8,14.5,64.0,12.5,552,318,483,3,costa
EST007851,56.0,151,100.0,39,82,23,,22.0,59,0.0,1.08,2.28,1.4,68.3,87,33004.0,,7526,7.2,113,10.9,10.4,52.0,14.6,529,454,469,20,interior
EST007852,26.0,82,48.0,37,98,18,56.0,49.0,70,20.7,0.62,2.66,,59.1,57,19079.0,,2395,1.4,93,15.1,21.1,,16.6,625,394,271,37,costa
EST007853,31.0,67,51.0,32,99,17,,62.0,116,17.2,0.52,0.77,4.5,54.3,52,10302.0,12.9,1887,4.9,94,25.9,15.8,86.0,16.2,715,476,609,36,costa
EST007854,26.0,88,49.0,9,24,7,5.0,,122,0.0,0.42,0.45,14.5,61.9,45,9928.0,,3434,12.1,177,39.1,14.7,67.0,14.0,750,520,565,0,costa
EST007855,35.0,42,49.0,33,105,16,40.0,40.0,51,8.0,0.69,1.14,6.5,,44,19030.0,,3975,4.2,148,14.9,13.4,76.0,21.5,684,240,452,10,costa
EST007856,60.0,151,111.0,35,76,27,61.0,,55,1.0,1.09,2.13,4.6,,100,40218.0,9.7,10041,14.0,5,0.0,21.7,66.0,21.1,720,584,859,24,costa
EST007857,43.0,116,76.0,39,96,25,62.0,,35,6.2,1.08,,0.5,,72,31726.0,10.5,5321,6.5,217,0.0,17.4,76.0,7.3,320,404,451,24,interior
EST007858,31.0,81,57.0,19,48,5,5.0,44.0,85,0.0,,0.4,6.2,49.8,41,,,3301,9.2,356,20.3,13.4,,14.2,289,317,143,0,interior
EST007859,16.0,33,27.0,12,10,5,29.0,61.0,91,0.0,0.35,,15.9,45.3,22,1817.0,2.3,20,9.0,153,43.2,14.7,,14.4,441,750,281,0,interior
EST007860,31.0,85,52.0,18,45,12,22.0,65.0,125,1.9,0.71,1.13,4.1,66.4,65,17900.0,3.5,4583,9.9,169,26.7,12.1,51.0,17.6,344,345,468,20,costa
EST007861,46.0,110,88.0,34,67,20,46.0,45.0,84,0.2,0.81,1.28,3.7,68.8,80,33444.0,12.9,6864,9.1,17,20.9,17.3,58.0,13.8,552,317,147,17,interior
EST007862,19.0,43,27.0,14,36,11,15.0,85.0,155,0.0,0.3,0.1,16.4,50.7,26,3252.0,0.0,1854,9.4,416,42.6,14.8,,17.5,705,524,487,0,costa
EST007863,48.0,148,75.0,40,81,28,65.0,46.0,82,18.8,0.8,2.34,2.8,59.8,68,20721.0,16.3,6574,3.2,103,8.6,18.0,71.0,20.4,259,578,464,47,costa
EST007864,36.0,101,73.0,27,65,21,45.0,56.0,104,0.7,0.64,0.76,1.0,55.4,71,13385.0,7.0,4509,7.7,91,28.2,20.0,66.0,19.2,484,516,212,13,interior
EST007865,37.0,98,71.0,45,126,33,66.0,44.0,59,20.9,0.78,2.2,2.7,60.8,73,23427.0,13.4,4050,0.3,75,19.3,13.6,73.0,17.1,453,546,416,37,costa
EST007866,36.0,92,68.0,38,98,23,59.0,65.0,118,28.6,0.71,2.55,4.8,62.7,53,26012.0,,4055,1.9,268,10.9,13.2,63.0,11.3,779,480,535,53,interior
EST007867,63.0,195,108.0,26,63,18,55.0,18.0,54,0.0,1.05,2.02,4.8,74.7,99,36422.0,10.7,8097,9.3,156,8.4,16.9,61.0,11.9,470,572,72,1,costa
EST007868,11.0,36,19.0,15,37,9,20.0,89.0,136,0.0,0.2,0.13,15.4,46.4,17,784.0,,20,7.6,290,41.0,18.8,81.0,9.5,561,551,0,4,costa
EST007869,2.0,10,6.0,19,50,11,31.0,84.0,129,6.6,,0.11,11.6,46.3,21,100.0,9.2,20,5.1,474,,10.3,82.0,10.0,600,593,564,5,interior
EST007870,37.0,120,,23,38,15,39.0,56.0,125,5.8,,0.87,,60.7,60,20574.0,7.5,3966,10.5,287,21.3,17.9,,13.0,625,443,199,12,costa
EST007871,,83,,20,61,10,19.0,70.0,165,3.9,0.34,0.1,16.1,55.0,26,3756.0,2.0,20,8.1,399,47.0,14.8,48.0,10.0,682,299,364,12,interior
EST007872,,94,,22,69,14,39.0,49.0,122,0.0,0.57,0.87,5.5,,60,11841.0,6.6,4535,11.1,170,23.2,17.9,45.0,,675,296,285,4,costa
EST007873,37.0,93,65.0,27,62,19,50.0,30.0,85,1.9,,1.53,4.8,57.9,91,30291.0,9.3,6616,7.4,201,2.2,10.4,60.0,15.6,522,522,680,9,costa
EST007874,39.0,110,72.0,36,110,19,,,111,22.4,0.52,1.99,6.0,57.0,56,22456.0,,2814,3.3,231,4.6,14.5,49.0,11.3,330,400,237,51,interior
EST007875,49.0,127,91.0,36,89,25,63.0,39.0,61,11.2,1.06,1.69,6.3,65.1,70,31920.0,12.0,6610,7.0,190,13.5,20.8,76.0,15.7,316,307,0,26,interior
EST007876,26.0,73,,18,21,15,39.0,,182,2.3,0.58,0.3,14.2,44.7,28,10339.0,2.6,943,9.4,342,47.8,13.5,68.0,11.3,513,558,450,25,interior
EST007877,37.0,135,67.0,24,41,13,30.0,45.0,74,2.0,0.71,1.74,4.2,62.5,71,25240.0,12.2,5896,8.2,127,11.8,16.2,70.0,16.9,583,554,223,9,costa
EST007878,14.0,34,19.0,10,24,7,19.0,79.0,158,0.0,0.2,0.1,17.7,38.2,6,100.0,0.0,20,12.3,420,44.0,15.2,70.0,14.1,299,290,666,0,interior
EST007879,11.0,76,19.0,12,12,7,10.0,82.0,131,1.7,0.1,0.3,17.7,52.3,13,100.0,3.5,20,12.4,380,47.4,15.4,91.0,13.1,385,535,0,10,costa
EST007880,54.0,148,95.0,32,106,23,67.0,42.0,64,7.0,,1.74,3.5,69.5,77,25540.0,11.0,5430,10.8,119,12.0,13.0,,10.3,644,440,33,20,interior
EST007881,48.0,147,70.0,30,79,23,48.0,61.0,140,3.5,0.86,1.46,3.1,,63,23393.0,,5737,4.2,79,17.2,18.6,,,844,496,190,18,costa
EST007882,,98,44.0,27,59,15,29.0,65.0,121,14.9,0.38,2.02,6.9,52.6,39,16576.0,12.4,1179,4.7,201,16.0,13.9,84.0,13.3,695,405,880,27,costa
EST007883,24.0,70,,31,78,16,37.0,67.0,144,13.1,0.38,,4.8,45.6,42,6805.0,8.7,2299,1.9,258,8.5,11.2,83.0,,437,555,647,33,costa
EST007884,,125,79.0,22,44,15,33.0,37.0,85,1.4,0.74,1.33,4.2,57.1,57,17533.0,6.5,5850,8.7,209,17.3,12.9,65.0,9.7,736,358,338,13,costa
EST007885,39.0,102,68.0,30,78,20,54.0,58.0,98,4.5,0.63,0.96,3.3,59.6,62,14179.0,7.6,4820,4.6,304,13.7,15.4,,1.2,335,580,735,25,interior
EST007886,29.0,68,51.0,33,79,23,48.0,55.0,76,24.5,0.34,1.89,3.6,49.9,53,9854.0,14.8,785,2.6,322,,6.2,62.0,6.0,344,321,33,35,costa
EST007887,35.0,74,68.0,25,41,18,34.0,,120,5.1,,1.36,3.0,58.0,53,23793.0,12.3,5519,10.8,179,9.7,18.1,75.0,14.7,269,346,597,13,costa
EST007888,43.0,89,89.0,32,71,18,53.0,43.0,74,12.4,0.8,1.29,3.1,58.1,70,29141.0,12.6,5181,6.8,5,2.6,18.1,81.0,15.7,762,529,99,16,costa
EST007889,39.0,101,68.0,34,88,16,50.0,69.0,151,19.1,0.72,,5.9,56.6,62,27754.0,12.1,5831,3.2,344,13.8,16.2,68.0,16.4,958,368,148,53,costa
EST007890,15.0,41,21.0,19,25,13,18.0,85.0,169,0.0,0.11,0.1,17.0,45.2,13,100.0,5.9,20,7.3,491,50.8,19.0,56.0,6.7,608,370,0,7,interior
EST007891,27.0,90,41.0,32,57,22,39.0,63.0,140,22.4,0.42,1.64,6.3,,45,14761.0,,1919,2.5,355,29.6,14.5,60.0,7.7,120,484,403,40,interior
EST007892,20.0,63,35.0,30,75,20,39.0,,107,21.3,0.49,2.04,,52.4,37,5973.0,17.3,482,0.6,414,22.3,18.4,71.0,12.5,429,434,452,48,costa
EST007893,15.0,39,19.0,31,72,24,50.0,,123,8.1,,0.39,8.1,43.2,17,,6.7,20,5.9,378,32.1,18.1,63.0,5.8,649,311,664,20,interior
EST007894,25.0,81,55.0,39,75,32,74.0,71.0,134,23.1,0.48,2.05,6.3,59.3,50,15900.0,14.4,3597,0.2,229,18.7,18.1,74.0,8.9,687,515,620,50,interior
EST007895,22.0,79,47.0,33,80,21,59.0,57.0,89,20.7,,1.97,4.6,53.3,33,17023.0,14.9,1356,0.1,213,22.5,8.3,67.0,13.3,519,343,336,30,interior
EST007896,41.0,104,86.0,33,74,22,63.0,54.0,75,5.7,0.7,,3.6,67.8,62,23264.0,11.8,4418,5.7,125,12.5,14.1,,9.8,580,510,740,21,costa
EST007897,44.0,139,72.0,32,66,18,41.0,46.0,93,9.4,0.91,,4.4,62.9,70,27887.0,8.4,4381,6.5,146,10.4,12.7,55.0,11.7,637,330,137,24,interior
EST007898,37.0,91,65.0,23,32,10,27.0,,101,0.0,0.7,1.52,5.4,60.8,74,22181.0,7.2,4075,6.9,152,19.9,15.4,61.0,11.2,697,488,188,11,interior
EST007899,26.0,78,24.0,18,26,9,25.0,72.0,178,2.9,,0.1,17.2,50.9,35,100.0,8.4,1196,9.8,397,34.2,18.7,71.0,11.5,585,381,926,14,costa
EST007900,35.0,96,65.0,34,76,22,57.0,60.0,121,7.4,0.4,1.41,3.9,52.8,60,15660.0,10.0,4405,3.5,281,7.8,20.2,57.0,10.3,452,330,139,31,interior
EST007901,41.0,136,69.0,17,42,12,30.0,52.0,106,0.0,0.62,0.93,1.4,69.1,70,19821.0,,4405,10.1,193,21.6,20.1,65.0,13.7,791,324,351,0,interior
