id_registro,temp_max_c,temp_min_c,temp_media_c,amplitud_termica_c,radiacion_solar_wm2,radiacion_uv_indice,horas_sol,humedad_pct,humedad_min_pct,viento_kmh,viento_max_kmh,direccion_viento_deg,presion_atm_hpa,no2_ugm3,no_ugm3,nox_ugm3,cov_precursores,co_mgm3,so2_ugm3,pm10_ugm3,o3_dia_previo_ugm3,o3_media_movil_3d,temp_dia_previo_c,gradiente_temp_c,altura_capa_mezcla_m,indice_estabilidad,precipitacion_mm,horas_desde_lluvia,alerta_ozono
OZN004772,19.3,,14.6,9.4,483,4,7.3,57.0,45,12.5,28.0,36,1018,51,24,88.0,49.0,0.67,4.0,34.0,59,77,14.3,0.83,1022,-0.6,5.2,2.0,1
OZN004773,13.4,4.0,8.7,9.4,311,1,2.8,77.0,68,21.5,50.0,263,1008,43,24,77.0,13.0,0.71,8.2,14.0,6,5,5.0,0.72,493,-1.4,10.5,42.0,0
OZN004774,23.2,14.1,18.6,9.1,635,5,5.7,65.0,47,6.0,5.0,25,1012,33,12,50.0,41.0,0.58,1.7,35.0,45,50,19.5,0.54,872,2.2,9.1,66.0,0
OZN004775,29.9,18.5,24.2,11.4,642,7,9.5,56.0,20,6.3,10.0,85,1005,22,16,43.0,47.0,,5.5,16.0,100,98,35.8,0.9,1346,-0.4,3.3,22.0,0
OZN004776,19.3,9.5,14.4,9.8,432,2,6.8,66.0,36,18.5,40.0,6,1002,42,13,59.0,39.0,0.76,10.3,52.0,104,109,16.8,0.49,908,-1.1,,14.0,0
OZN004777,31.9,17.0,24.4,14.9,613,9,12.9,45.0,26,3.9,,31,1022,28,10,40.0,56.0,0.34,8.6,37.0,145,168,36.3,0.79,1719,2.0,0.6,36.0,0
OZN004778,20.4,5.2,12.8,15.2,252,2,4.1,77.0,57,17.6,41.0,123,1009,46,19,75.0,32.0,0.51,6.9,29.0,66,70,11.9,-0.02,509,1.2,12.3,113.0,0
OZN004779,33.4,16.6,25.0,16.8,704,8,11.2,53.0,17,8.3,21.0,52,1015,28,9,45.0,50.0,0.26,5.6,,82,88,35.6,0.37,1769,3.4,5.4,181.0,0
OZN004780,25.6,13.9,19.8,11.7,503,7,8.2,58.0,28,7.9,22.0,291,1010,17,2,18.0,19.0,0.1,8.5,21.0,122,123,25.0,0.89,1069,-2.6,3.9,102.0,1
OZN004781,20.6,12.7,16.6,7.9,329,2,3.9,66.0,55,18.5,45.0,281,1012,34,12,57.0,,0.48,3.8,,35,5,11.8,0.41,311,-1.6,12.3,25.0,0
OZN004782,29.8,14.6,22.2,15.2,654,6,,42.0,34,15.5,,335,1014,40,14,64.0,39.0,0.44,8.7,31.0,90,80,34.3,0.35,1500,4.5,5.8,0.0,0
OZN004783,24.8,16.7,20.8,8.1,414,4,5.7,70.0,49,12.1,25.0,105,1017,51,32,101.0,,0.77,3.9,30.0,78,53,22.0,0.69,959,-1.0,5.5,95.0,0
OZN004784,25.7,13.9,19.8,11.8,532,5,8.4,48.0,30,11.8,36.0,85,1016,29,24,,43.0,0.51,1.0,41.0,84,81,24.0,0.25,1005,-0.6,7.4,0.0,0
OZN004785,29.8,16.2,23.0,13.6,741,7,9.5,45.0,19,7.0,9.0,222,1025,30,10,50.0,55.0,0.48,7.1,19.0,88,78,32.2,0.94,1571,-0.3,4.6,82.0,0
OZN004786,23.8,12.4,18.1,,491,3,6.6,68.0,40,13.7,29.0,117,1006,33,13,49.0,15.0,0.47,15.6,13.0,56,35,18.8,0.49,1150,1.2,7.4,46.0,0
OZN004787,22.5,11.1,16.8,11.4,422,4,8.6,67.0,38,10.5,28.0,192,1014,44,17,67.0,43.0,0.45,0.7,28.0,44,26,15.7,0.72,1004,-5.9,5.6,26.0,0
OZN004788,16.0,7.4,11.7,8.6,264,2,4.6,70.0,40,14.7,38.0,245,1008,59,31,104.0,22.0,0.88,6.7,45.0,20,5,11.0,0.51,566,2.1,8.3,68.0,0
OZN004789,15.5,5.7,10.6,,366,3,4.3,76.0,42,17.7,33.0,290,1006,33,11,48.0,22.0,0.34,7.6,19.0,51,48,5.0,0.71,708,-4.0,8.0,73.0,0
OZN004790,22.1,9.6,15.8,12.5,563,5,6.3,60.0,42,17.0,38.0,37,1007,50,30,95.0,31.0,0.86,7.7,44.0,76,55,15.4,0.6,990,-3.5,9.1,,0
OZN004791,27.5,,21.0,12.9,737,7,7.8,47.0,22,10.0,28.0,188,1011,37,5,36.0,,0.32,7.4,25.0,116,128,30.4,0.74,1122,2.9,2.5,82.0,1
OZN004792,20.7,9.2,15.0,11.5,402,3,6.5,76.0,51,13.8,32.0,164,1020,37,20,66.0,45.0,0.73,4.8,20.0,79,79,15.8,0.48,800,-1.8,6.2,107.0,0
OZN004793,30.9,16.9,23.9,,681,8,10.2,43.0,33,12.6,35.0,79,1016,41,20,72.0,42.0,0.46,15.1,22.0,51,52,33.2,1.12,2128,-2.3,8.1,88.0,0
OZN004794,30.2,,22.2,15.9,531,6,8.5,52.0,37,13.1,30.0,16,1015,50,28,,49.0,0.83,4.6,28.0,88,87,27.2,0.57,1415,-2.9,3.8,80.0,0
OZN004795,18.6,,14.1,9.0,381,2,5.7,51.0,54,18.5,45.0,259,994,23,7,35.0,18.0,0.22,4.0,18.0,23,16,9.3,-0.17,920,-0.2,7.5,0.0,0
OZN004796,26.6,15.0,20.8,11.6,524,5,,65.0,42,15.5,36.0,179,1010,52,29,103.0,45.0,1.03,6.7,,94,104,27.5,0.82,1086,-1.1,4.7,42.0,0
OZN004797,24.2,10.9,17.6,13.3,476,4,6.4,,48,10.4,23.0,146,1020,16,5,27.0,14.0,,2.3,19.0,89,76,20.7,0.46,861,-2.4,5.7,67.0,0
OZN004798,24.2,14.1,19.2,10.1,551,6,7.5,45.0,52,15.0,32.0,168,1020,17,3,21.0,40.0,0.1,13.8,9.0,76,69,19.6,0.24,954,-0.0,9.7,69.0,0
OZN004799,30.8,18.2,24.5,12.6,670,6,,52.0,34,,27.0,185,1017,36,16,63.0,73.0,,7.3,33.0,54,53,34.0,0.54,1796,1.3,2.2,99.0,0
OZN004800,25.5,14.4,20.0,11.1,527,4,8.0,60.0,38,9.5,27.0,257,1018,32,13,46.0,43.0,0.45,6.9,38.0,43,41,20.9,0.23,1052,3.1,4.9,41.0,0
OZN004801,25.9,16.7,21.3,9.2,555,7,6.9,57.0,38,11.6,27.0,209,1017,34,17,56.0,44.0,0.52,5.1,39.0,109,121,24.5,0.86,1141,-2.8,4.6,52.0,0
OZN004802,19.9,11.7,15.8,8.2,431,5,6.1,63.0,56,17.9,33.0,72,1007,27,12,47.0,31.0,0.4,9.9,28.0,102,88,12.7,0.84,931,-1.9,16.6,43.0,0
OZN004803,43.8,22.6,33.2,21.2,1025,12,14.0,20.0,18,8.0,13.0,63,1023,32,14,58.0,66.0,0.43,10.2,26.0,82,99,46.0,0.82,2025,3.7,0.0,141.0,1
OZN004804,31.4,14.2,22.8,17.2,602,8,9.5,55.0,25,13.0,34.0,182,1018,45,24,80.0,53.0,0.9,0.0,16.0,110,110,32.3,0.53,1112,-2.0,2.0,11.0,0
OZN004805,26.8,,20.3,13.0,522,6,8.9,52.0,28,10.0,,10,1017,40,23,84.0,,0.88,7.5,28.0,118,129,23.7,0.81,1075,0.4,2.9,0.0,0
OZN004806,32.2,18.4,25.3,13.8,586,7,8.7,41.0,40,16.1,45.0,72,1025,12,1,13.0,38.0,0.16,7.8,14.0,51,44,29.0,0.35,1684,1.9,5.0,11.0,0
OZN004807,23.2,9.2,16.2,14.0,471,4,,74.0,47,17.3,,267,1018,23,9,37.0,,0.36,10.4,22.0,55,34,18.3,0.64,812,-0.6,7.8,93.0,0
OZN004808,39.1,16.8,28.0,22.3,897,11,10.6,,20,3.0,8.0,0,1017,20,7,31.0,56.0,0.19,5.8,7.0,48,50,45.3,0.72,1549,2.9,0.9,101.0,0
OZN004809,25.9,14.1,20.0,,593,6,6.1,55.0,35,9.4,23.0,121,1021,46,22,76.0,41.0,0.68,6.0,29.0,93,95,29.0,0.42,1622,-1.2,,20.0,0
OZN004810,32.3,14.8,23.5,17.5,674,5,8.1,55.0,31,11.9,27.0,98,1014,35,10,,34.0,0.47,8.5,24.0,91,88,31.1,0.18,1005,1.5,3.6,12.0,0
OZN004811,36.7,20.0,28.4,16.7,763,10,12.6,18.0,15,8.7,19.0,144,1018,26,10,43.0,56.0,0.15,13.1,39.0,117,119,42.1,1.09,1723,3.4,7.2,61.0,0
OZN004812,28.8,12.6,20.7,16.2,601,6,7.8,49.0,43,12.4,35.0,15,1021,20,2,18.0,31.0,0.36,4.8,22.0,103,111,25.8,0.8,933,-0.4,4.7,30.0,0
OZN004813,26.1,10.5,18.3,15.6,460,5,7.5,64.0,45,15.0,35.0,349,1009,33,10,46.0,48.0,0.67,2.4,42.0,79,62,22.2,0.45,1125,-0.4,5.9,24.0,0
OZN004814,27.5,14.5,21.0,13.0,658,6,7.4,50.0,41,11.4,,280,1015,45,33,90.0,,1.0,3.7,28.0,56,49,28.4,0.33,967,0.3,3.6,50.0,0
OZN004815,23.9,,19.1,9.6,571,6,8.1,53.0,29,7.8,25.0,3,1017,53,26,94.0,52.0,0.8,1.1,27.0,108,102,21.7,0.82,969,-0.6,4.0,53.0,0
OZN004816,24.1,17.3,20.7,6.8,436,6,6.1,46.0,49,12.4,23.0,290,1015,56,28,97.0,45.0,0.91,6.4,28.0,24,11,20.9,0.3,883,0.7,8.0,36.0,0
OZN004817,33.2,21.3,27.2,11.9,779,10,9.7,45.0,26,8.9,23.0,191,1020,17,1,,35.0,0.13,5.6,24.0,132,134,35.3,1.33,1339,0.7,0.5,68.0,0
OZN004818,30.8,18.2,24.5,12.6,740,9,9.4,46.0,12,10.7,30.0,221,1021,49,25,89.0,70.0,0.66,10.9,25.0,108,102,31.5,0.51,1670,0.4,0.3,0.0,0
OZN004819,25.5,15.4,20.4,10.1,399,5,6.0,46.0,41,10.2,23.0,127,1012,51,28,96.0,50.0,0.76,6.2,24.0,63,63,21.7,0.38,1452,-0.5,10.2,34.0,1
OZN004820,22.5,12.2,17.4,10.3,464,5,8.0,64.0,41,15.5,37.0,251,1028,18,6,16.0,14.0,0.1,5.4,32.0,52,40,21.4,0.44,1104,2.0,8.8,54.0,0
OZN004821,25.7,15.8,20.8,9.9,489,6,9.1,44.0,32,12.3,36.0,42,1016,38,19,76.0,50.0,0.42,6.7,,80,84,25.4,0.76,1166,1.1,8.1,63.0,0
OZN004822,38.5,18.6,28.6,19.9,910,10,12.8,39.0,19,7.6,19.0,281,1016,17,1,,59.0,0.1,13.7,12.0,66,41,41.7,1.44,1693,5.0,0.0,142.0,0
OZN004823,13.0,6.4,9.7,6.6,125,2,5.5,80.0,72,18.2,44.0,141,1006,30,10,42.0,6.0,,7.4,,98,99,5.0,0.23,568,-6.1,10.9,44.0,0
OZN004824,22.8,12.3,17.6,10.5,498,5,7.5,72.0,49,12.5,34.0,308,1014,49,18,74.0,34.0,0.85,3.4,37.0,59,57,18.1,0.4,1053,-2.2,6.3,35.0,0
OZN004825,26.1,12.5,19.3,13.6,483,6,7.0,65.0,52,12.8,26.0,41,1019,41,19,64.0,38.0,0.6,0.7,17.0,127,117,24.1,0.39,1460,-0.7,12.2,86.0,0
OZN004826,18.2,11.0,14.6,7.2,269,3,5.0,76.0,41,18.8,41.0,325,1014,24,9,46.0,9.0,0.56,0.0,25.0,14,10,11.7,-0.15,1369,-0.6,10.5,36.0,0
OZN004827,18.6,10.6,14.6,8.0,503,4,4.9,61.0,41,,30.0,34,1008,22,6,30.0,18.0,0.26,14.2,27.0,87,94,13.0,0.85,868,-0.5,8.3,13.0,0
OZN004828,21.7,10.6,16.2,11.1,449,2,6.4,59.0,37,16.0,37.0,94,1005,23,1,22.0,28.0,0.16,4.3,31.0,76,79,14.8,-0.13,1019,-3.8,12.0,91.0,0
OZN004829,28.9,14.2,21.5,14.7,629,6,6.3,52.0,32,10.6,19.0,353,1020,32,12,53.0,37.0,0.5,7.7,22.0,14,6,28.4,0.2,1653,-2.9,3.5,42.0,0
OZN004830,22.9,11.9,17.4,11.0,389,3,6.9,69.0,47,19.4,34.0,67,1019,15,1,15.0,10.0,0.1,1.3,26.0,61,45,16.8,0.17,769,-2.3,8.1,12.0,0
OZN004831,22.8,13.7,18.2,,432,4,,61.0,46,13.0,38.0,134,1014,32,15,49.0,36.0,0.54,12.4,,78,71,18.3,0.19,1290,-1.3,8.1,88.0,0
OZN004832,17.3,10.5,13.9,6.8,206,1,4.7,75.0,43,18.7,29.0,273,1008,38,20,56.0,32.0,0.69,7.8,19.0,61,52,11.8,0.21,1199,-1.8,8.7,24.0,0
OZN004833,29.0,13.5,21.2,15.5,573,7,9.6,47.0,41,9.8,32.0,258,1010,15,1,,34.0,0.2,6.6,15.0,51,47,30.5,0.51,1291,2.3,5.5,35.0,0
OZN004834,30.1,13.6,21.8,,649,6,10.3,48.0,29,16.5,,282,1017,59,34,117.0,63.0,1.24,13.3,,77,81,32.3,0.73,1635,-2.4,4.4,138.0,0
OZN004835,22.0,7.3,14.6,14.7,409,4,4.2,75.0,47,14.3,40.0,81,1012,54,25,94.0,31.0,0.64,1.8,,57,48,14.6,0.41,1026,-3.1,7.9,0.0,0
OZN004836,19.7,8.8,14.2,10.9,433,4,5.3,67.0,43,12.8,32.0,268,1008,44,22,,22.0,,9.4,15.0,37,31,17.3,0.6,1341,-0.5,10.2,46.0,0
OZN004837,12.7,7.7,10.2,5.0,275,1,4.4,87.0,56,14.4,29.0,249,1006,36,17,,,,0.0,,92,79,5.0,0.3,856,-4.4,14.1,0.0,0
OZN004838,28.6,15.0,21.8,13.6,564,6,8.6,52.0,28,6.5,15.0,127,1024,31,8,48.0,28.0,0.41,3.0,18.0,63,57,29.7,0.51,1431,-1.4,3.5,97.0,1
OZN004839,32.4,17.0,24.7,15.4,700,8,11.0,34.0,24,3.6,2.0,301,1022,15,1,23.0,35.0,0.1,7.5,28.0,118,111,37.3,0.78,1305,0.9,1.5,92.0,0
OZN004840,26.9,17.3,22.1,9.6,549,8,9.2,51.0,37,16.8,34.0,241,1020,28,12,53.0,38.0,0.22,8.5,30.0,84,83,27.0,0.82,1436,-1.2,,14.0,0
OZN004841,,13.5,18.8,,574,4,7.7,64.0,26,13.3,31.0,248,1014,31,10,41.0,37.0,0.46,9.2,30.0,111,110,23.3,0.25,1322,-0.8,4.8,39.0,0
OZN004842,25.2,14.0,19.6,11.2,370,6,5.9,62.0,43,9.7,22.0,17,1020,48,21,84.0,25.0,0.74,9.3,34.0,57,67,19.9,0.67,1050,-3.0,8.7,57.0,0
OZN004843,26.9,8.4,17.6,18.5,477,5,7.0,,29,8.0,15.0,230,1016,40,21,70.0,61.0,0.45,4.9,32.0,34,21,24.5,0.63,924,-1.3,,41.0,0
OZN004844,22.8,9.2,16.0,13.6,474,4,7.0,,40,18.7,38.0,224,1022,46,22,79.0,31.0,0.8,17.8,34.0,59,42,18.4,0.22,950,-0.6,16.5,68.0,0
OZN004845,33.6,20.8,27.2,12.8,758,8,11.7,46.0,24,5.5,19.0,19,1022,42,20,68.0,58.0,0.67,3.5,27.0,76,83,35.2,0.45,1368,0.2,1.0,5.0,0
OZN004846,36.1,20.2,28.2,15.9,811,9,,35.0,16,8.6,22.0,194,1025,57,35,110.0,64.0,1.12,2.7,54.0,76,86,39.1,0.41,1595,-0.3,1.4,34.0,0
OZN004847,25.8,17.3,21.6,8.5,531,6,6.5,58.0,29,12.1,,141,1015,39,12,48.0,29.0,0.45,0.0,23.0,69,71,23.4,0.49,1380,-3.8,9.1,131.0,1
OZN004848,28.0,15.8,21.9,12.2,600,5,8.0,61.0,36,14.7,26.0,295,1020,46,16,66.0,52.0,0.74,7.9,37.0,28,11,30.5,0.87,1417,-0.9,4.4,107.0,0
OZN004849,16.5,,12.4,8.2,257,1,4.4,94.0,54,20.0,47.0,125,1014,58,32,113.0,31.0,0.93,13.2,32.0,29,11,6.8,0.31,473,-3.3,11.3,89.0,0
OZN004850,24.8,16.3,20.6,8.5,542,6,7.5,55.0,36,16.9,38.0,20,1012,50,21,83.0,51.0,0.86,9.2,,93,80,22.0,0.76,1121,2.2,4.3,66.0,0
OZN004851,34.1,24.3,29.2,9.8,799,8,11.6,,25,10.4,,226,1022,39,20,64.0,63.0,0.62,0.0,,102,103,34.8,0.6,1483,-0.6,1.1,,0
OZN004852,29.5,16.8,23.2,12.7,717,8,10.1,60.0,26,,,198,1018,13,2,13.0,42.0,0.1,4.9,10.0,61,52,29.2,0.94,1513,2.0,2.0,62.0,0
OZN004853,20.2,8.5,14.4,,384,5,,67.0,56,13.5,43.0,80,1014,46,19,77.0,12.0,0.72,19.6,32.0,30,15,19.0,0.46,830,-2.0,6.7,0.0,0
OZN004854,30.0,17.1,23.6,12.9,674,6,,57.0,39,13.7,33.0,350,1026,29,9,,38.0,0.38,6.3,39.0,61,42,32.9,0.58,1431,0.1,5.6,150.0,0
OZN004855,23.7,11.4,17.6,12.3,354,6,8.2,56.0,44,13.3,35.0,199,1014,49,26,86.0,49.0,0.65,5.7,45.0,61,72,24.4,0.44,1264,-3.0,14.0,100.0,0
OZN004856,27.9,13.8,20.8,14.1,574,7,8.2,67.0,22,6.0,14.0,263,1025,22,1,24.0,25.0,0.2,5.6,8.0,94,94,25.3,0.53,1401,5.2,5.5,179.0,0
OZN004857,28.4,13.4,20.9,15.0,520,5,7.7,66.0,38,11.3,33.0,129,1017,29,12,49.0,46.0,0.49,3.8,26.0,80,73,29.9,0.93,1028,-2.6,4.3,,0
OZN004858,24.3,11.8,18.0,12.5,512,5,7.9,50.0,43,16.2,33.0,244,1009,31,11,49.0,19.0,0.37,6.0,23.0,52,47,22.2,0.42,1154,-2.2,12.8,1.0,0
OZN004859,29.5,18.9,24.2,10.6,596,8,10.5,64.0,24,8.2,21.0,68,1020,27,2,33.0,39.0,0.36,4.8,35.0,132,131,29.2,0.83,988,1.4,7.9,131.0,0
OZN004860,27.1,16.7,21.9,,504,5,6.8,69.0,29,11.8,31.0,119,1013,37,16,58.0,32.0,0.68,6.0,38.0,77,84,25.5,0.33,1037,-0.4,7.5,83.0,0
OZN004861,23.9,11.4,17.6,12.5,454,4,7.6,67.0,52,13.9,50.0,43,1009,23,1,21.0,26.0,0.21,2.5,12.0,56,47,19.3,0.98,841,2.4,,11.0,0
OZN004862,22.6,13.8,18.2,8.8,462,7,8.2,64.0,33,14.1,,245,1009,31,10,49.0,22.0,0.46,3.3,32.0,60,49,21.5,0.41,1139,-3.1,10.5,54.0,1
OZN004863,29.1,15.4,22.2,13.7,616,6,,46.0,25,16.6,40.0,294,1020,18,6,,,0.21,7.7,28.0,106,94,29.7,0.8,1446,2.8,2.6,88.0,0
OZN004864,31.7,,23.7,16.0,681,7,9.1,23.0,19,9.0,14.0,222,1026,58,34,104.0,62.0,0.91,15.4,38.0,91,93,36.7,0.42,1166,-2.6,8.3,60.0,1
OZN004865,17.3,8.6,13.0,8.7,299,4,4.1,77.0,53,14.7,27.0,133,1016,42,21,75.0,16.0,0.47,4.5,29.0,53,46,9.4,0.45,716,0.3,,25.0,0
OZN004866,24.6,,19.8,9.5,581,5,7.7,54.0,34,14.9,37.0,173,1016,34,11,61.0,35.0,0.37,7.8,28.0,144,139,21.3,0.72,1664,2.8,7.1,121.0,0
OZN004867,24.3,10.8,17.6,13.5,364,4,5.7,56.0,37,15.7,36.0,34,1018,39,21,63.0,33.0,0.56,4.6,32.0,33,29,19.5,0.74,388,0.1,9.1,35.0,0
OZN004868,33.3,17.3,25.3,16.0,601,8,10.4,58.0,15,8.9,21.0,195,1022,46,17,69.0,66.0,,0.0,23.0,163,188,40.5,0.85,1296,1.6,3.2,6.0,0
OZN004869,24.9,12.2,18.5,12.7,504,4,6.7,53.0,49,15.0,41.0,4,1017,42,13,64.0,42.0,0.41,11.1,21.0,93,88,19.1,0.5,1234,0.5,7.1,51.0,0
OZN004870,30.1,15.5,22.8,,614,9,11.4,51.0,24,7.4,,170,1022,77,47,145.0,86.0,1.25,0.9,42.0,88,79,34.7,0.81,1338,2.3,7.8,95.0,0
OZN004871,41.8,,31.7,20.2,903,11,13.1,30.0,5,11.1,27.0,217,1025,44,23,,70.0,0.81,1.8,19.0,111,116,46.0,1.3,1538,0.9,0.0,97.0,1
OZN004872,32.0,17.6,24.8,14.4,494,6,10.8,48.0,31,8.7,23.0,151,1012,37,16,63.0,45.0,0.56,14.1,34.0,63,54,32.0,0.47,1172,0.6,9.5,22.0,0
OZN004873,29.0,15.7,22.4,13.3,582,7,11.0,41.0,31,6.6,17.0,109,1012,53,30,,70.0,0.95,3.7,27.0,80,96,26.0,0.64,1882,3.8,4.4,81.0,0
OZN004874,28.6,,21.2,14.7,516,6,8.1,64.0,42,12.1,31.0,330,1007,28,12,,31.0,0.37,11.6,34.0,73,67,27.7,0.33,1015,-0.3,3.4,0.0,0
OZN004875,34.9,21.0,28.0,13.9,735,9,12.2,48.0,29,3.7,10.0,286,1016,18,6,30.0,39.0,0.21,3.1,35.0,67,64,38.2,0.29,1447,3.4,2.7,115.0,1
OZN004876,43.5,25.5,34.5,,928,12,13.7,23.0,6,4.3,,283,1021,49,21,74.0,67.0,0.71,2.8,37.0,89,78,46.0,0.98,1687,1.1,0.0,26.0,0
OZN004877,32.3,17.9,25.1,14.4,668,7,8.7,49.0,42,10.0,23.0,92,1013,43,12,,59.0,0.62,6.2,32.0,101,92,35.6,0.6,823,1.8,3.4,108.0,1
OZN004878,31.1,12.6,21.8,18.5,393,5,7.6,68.0,42,8.6,16.0,280,1017,48,22,88.0,45.0,0.65,13.5,26.0,120,130,31.6,0.84,1196,-1.1,4.7,71.0,0
OZN004879,27.6,,21.2,12.9,535,3,7.1,65.0,46,18.1,40.0,105,1001,48,19,78.0,21.0,0.85,9.9,39.0,58,44,21.5,0.13,1296,-3.1,6.4,100.0,0
OZN004880,39.9,24.5,32.2,15.4,806,11,13.0,31.0,21,3.1,8.0,255,1013,35,12,,76.0,0.63,15.0,36.0,95,102,46.0,0.82,1667,6.3,0.0,134.0,1
OZN004881,17.8,8.3,13.0,9.5,339,2,4.6,81.0,55,15.7,43.0,165,1006,54,25,,43.0,0.89,6.5,27.0,93,102,11.2,0.36,500,-3.5,10.3,0.0,0
OZN004882,35.4,22.2,28.8,13.2,836,9,11.4,34.0,6,1.0,2.0,313,1016,41,28,84.0,71.0,0.62,9.2,,89,98,39.5,0.75,1616,-0.1,,89.0,1
OZN004883,34.5,17.0,25.8,17.5,671,8,9.3,52.0,25,7.7,27.0,88,1021,48,28,88.0,41.0,0.69,9.2,42.0,107,127,34.5,0.68,1397,2.8,2.5,68.0,0
OZN004884,23.1,9.5,16.3,13.6,284,2,6.0,78.0,43,,50.0,20,1003,43,25,78.0,,0.69,1.0,27.0,61,44,14.4,0.07,641,-1.8,9.5,19.0,0
OZN004885,,9.7,11.7,,313,2,2.9,83.0,55,18.4,46.0,227,1000,22,1,27.0,,0.3,7.0,22.0,41,45,6.9,0.24,697,-4.8,11.6,0.0,0
OZN004886,20.2,9.7,15.0,10.5,338,2,3.2,76.0,52,19.6,39.0,336,1006,66,38,125.0,,1.13,2.5,51.0,75,67,12.2,-0.15,890,-1.6,11.7,0.0,0
OZN004887,27.2,17.9,22.5,9.3,633,7,9.9,43.0,28,9.0,15.0,290,1015,37,17,67.0,42.0,0.45,7.0,32.0,79,71,27.1,0.53,1340,-1.4,,117.0,0
OZN004888,26.1,,20.8,10.7,433,5,8.8,69.0,42,11.0,20.0,194,1013,41,21,70.0,,0.46,0.2,39.0,78,75,22.8,0.29,1446,-3.7,5.9,57.0,0
OZN004889,26.3,15.9,21.1,10.4,592,6,9.7,65.0,37,8.6,24.0,345,1019,26,8,39.0,44.0,0.42,5.7,27.0,62,56,27.7,0.42,1162,-0.2,4.5,87.0,0
OZN004890,29.0,16.3,22.6,12.7,464,7,9.6,52.0,39,,,69,1017,31,17,66.0,32.0,0.45,9.4,17.0,90,74,28.2,0.13,1350,1.6,,23.0,0
OZN004891,29.8,20.0,24.9,9.8,581,9,10.9,,20,15.8,35.0,325,1013,39,17,62.0,45.0,0.57,11.2,31.0,62,56,27.0,0.67,1393,-0.2,8.5,3.0,0
OZN004892,21.3,9.3,15.3,12.0,419,2,5.0,71.0,45,21.2,57.0,57,1007,46,18,81.0,28.0,,7.8,45.0,57,40,15.9,0.38,626,-0.6,8.4,23.0,0
OZN004893,26.2,12.0,19.1,14.2,407,5,,66.0,45,11.2,29.0,40,1018,17,1,14.0,6.0,0.14,6.3,23.0,58,49,26.5,0.22,500,-2.1,12.4,0.0,1
OZN004894,18.3,11.8,15.0,6.5,401,4,,63.0,47,15.6,35.0,341,1011,59,39,115.0,33.0,0.84,13.0,39.0,45,40,10.7,0.37,900,-0.5,6.5,27.0,0
OZN004895,25.4,13.5,19.4,11.9,478,5,6.4,64.0,42,12.7,33.0,279,1014,42,20,72.0,18.0,,7.5,27.0,52,40,21.8,0.81,1021,-4.0,7.7,0.0,0
OZN004896,27.1,17.6,22.4,,616,7,8.3,56.0,46,16.2,31.0,33,1017,36,10,,34.0,0.31,9.1,,43,39,22.4,0.14,1249,1.0,5.0,74.0,0
OZN004897,27.7,12.8,20.2,14.9,500,6,6.4,59.0,33,11.5,28.0,153,1011,12,1,22.0,4.0,0.1,11.7,16.0,76,81,25.9,0.62,1355,0.2,12.4,73.0,0
OZN004898,24.3,18.0,21.2,6.3,441,5,7.5,68.0,40,13.8,34.0,261,1005,35,19,56.0,27.0,0.49,5.1,36.0,48,12,20.8,0.72,632,-2.8,6.3,88.0,0
OZN004899,28.4,18.0,23.2,,487,5,9.4,66.0,39,9.2,15.0,41,1016,49,20,,,0.8,8.8,38.0,32,7,29.3,0.32,812,0.6,,32.0,1
OZN004900,33.0,17.6,25.3,15.4,712,8,11.2,40.0,27,3.9,4.0,340,1025,33,19,,61.0,0.38,4.0,18.0,67,56,37.6,1.09,1459,3.7,4.3,51.0,0
OZN004901,36.4,18.4,27.4,,708,7,11.1,34.0,30,7.2,14.0,52,1015,44,14,70.0,60.0,0.5,10.5,28.0,69,77,40.5,0.75,1321,-2.1,7.1,123.0,0
OZN004902,32.4,19.3,25.8,13.1,639,5,9.9,38.0,33,13.5,38.0,96,1024,52,25,82.0,67.0,0.83,2.1,,91,92,31.2,0.87,1781,4.1,3.2,87.0,0
OZN004903,27.4,12.1,19.8,15.3,658,7,7.5,52.0,31,11.7,22.0,152,1019,29,9,41.0,38.0,0.25,0.4,27.0,119,107,29.3,0.73,1554,-1.0,2.2,23.0,0
OZN004904,26.1,,19.5,13.3,588,5,9.3,49.0,35,13.5,,258,1017,42,23,73.0,,0.8,0.7,34.0,105,112,25.7,0.57,1267,-0.8,5.6,75.0,0
OZN004905,34.1,21.6,27.8,12.5,776,9,9.3,40.0,26,11.9,28.0,345,1027,23,9,41.0,57.0,0.38,10.6,24.0,71,79,38.2,0.93,1551,5.5,0.0,108.0,1
OZN004906,32.7,18.5,25.6,14.2,690,9,12.3,,16,6.3,19.0,353,1018,26,9,,46.0,0.24,9.4,26.0,113,97,37.1,0.45,1700,0.4,0.8,122.0,1
OZN004907,19.2,10.0,14.6,9.2,362,2,5.6,70.0,47,11.4,30.0,133,1012,30,10,,34.0,0.45,11.4,29.0,78,63,14.5,0.09,1204,-2.4,8.0,44.0,0
OZN004908,22.6,11.9,17.2,10.7,421,3,,65.0,35,16.5,36.0,336,1016,27,8,38.0,42.0,0.53,4.0,29.0,49,56,16.7,0.52,1503,1.5,8.2,68.0,0
OZN004909,29.5,,20.9,17.2,482,5,7.4,63.0,34,13.6,30.0,232,1015,22,7,25.0,28.0,0.29,2.7,23.0,49,52,28.1,0.68,1039,-5.0,7.0,31.0,0
