id_parcela,temp_media_c,temp_max_c,temp_min_c,humedad_pct,humedad_suelo_pct,precipitacion_mm,precipitacion_acum_30d_mm,horas_humectacion_foliar,ndvi,ndwi,indice_estres_hidrico,dias_desde_tratamiento,num_tratamientos_campana,densidad_plantas_m2,ph_suelo,materia_organica_pct,nitrogeno_ppm,conductividad_suelo,altitud_m,pendiente_pct,dist_foco_plaga_km,trampas_capturas_num,grados_dia_acumulados,indice_presion_plaga,cobertura_vegetal_pct,edad_cultivo_dias,tipo_cultivo,sistema_riego,uso_fitosanitario,variedad_resistente,manejo,perdida_cosecha
CSC008319,23.2,31.9,14.8,84,30.7,59,165,15.0,0.67,0.8,0.51,5,4,201,6.9,2.7,18,0.85,472,0.0,7.2,28,873,49,81,101,maiz,secano,si,no,integrado,0
CSC008320,23.8,34.3,16.4,73,29.9,45,89,11.7,0.63,0.45,0.41,59,2,101,6.4,1.1,22,0.87,693,7.2,10.4,15,957,49,82,137,vid,goteo,si,si,integrado,0
CSC008321,20.0,27.9,11.0,49,24.5,28,24,5.7,0.47,-0.25,0.39,51,4,196,7.0,2.2,20,0.1,245,7.6,1.1,20,823,47,72,53,trigo,aspersion,si,no,convencional,0
CSC008322,16.3,24.3,9.1,54,21.7,36,71,7.2,0.73,0.03,0.34,7,1,176,6.3,2.7,14,1.3,329,1.9,12.3,6,1118,21,56,65,horticola,goteo,si,si,convencional,0
CSC008323,16.1,22.7,7.1,70,24.4,55,115,8.2,0.56,0.32,0.48,52,4,180,6.6,2.8,16,0.94,409,7.4,3.3,32,671,54,67,134,vid,aspersion,si,si,convencional,1
CSC008324,25.7,33.4,19.2,52,19.1,42,109,9.8,0.62,0.11,0.33,41,7,161,7.3,1.6,20,0.69,312,26.7,23.3,14,1220,39,57,169,citricos,secano,no,no,ecologico,0
CSC008325,29.4,40.2,23.2,77,33.2,64,131,11.6,0.62,0.61,0.39,31,0,174,6.2,1.9,32,0.25,251,4.2,1.9,24,1240,45,69,170,citricos,secano,si,no,integrado,0
CSC008326,20.0,29.3,11.2,71,38.5,92,155,14.1,0.69,0.8,0.5,26,5,194,6.1,2.6,25,0.43,203,2.5,14.8,14,510,50,64,101,maiz,secano,si,si,integrado,0
CSC008327,22.1,33.1,14.8,56,23.7,46,52,7.9,0.72,0.04,0.28,11,6,239,6.7,1.8,32,1.22,484,18.1,17.8,1,1059,31,86,36,citricos,aspersion,si,si,ecologico,0
CSC008328,21.5,29.0,12.9,81,32.9,77,110,12.3,0.77,0.8,0.24,12,4,217,6.7,2.9,18,0.6,341,7.0,1.2,8,1000,23,68,5,olivo,goteo,si,si,integrado,0
CSC008329,17.3,24.9,7.1,85,28.4,57,213,13.6,0.66,0.8,0.45,2,0,162,6.4,1.9,19,0.51,0,5.3,9.1,24,903,39,83,93,horticola,goteo,si,no,convencional,0
CSC008330,25.1,34.1,17.6,65,30.0,52,63,3.4,0.68,-0.15,0.38,8,3,208,6.5,0.9,9,0.87,305,7.9,18.1,10,1114,41,49,99,olivo,goteo,no,no,convencional,0
CSC008331,23.2,32.5,14.8,83,31.6,109,192,17.3,0.56,0.8,0.55,5,1,82,5.9,0.5,34,2.25,507,6.4,15.6,25,1177,53,61,20,trigo,secano,si,no,integrado,1
CSC008332,20.3,26.7,11.1,79,27.9,18,72,10.4,0.65,0.21,0.29,29,3,185,6.2,2.2,21,0.15,804,0.9,15.9,22,478,37,69,116,citricos,secano,si,si,convencional,0
CSC008333,23.8,31.8,16.7,86,27.9,58,139,13.3,0.54,0.4,0.56,7,4,220,5.8,2.1,27,1.84,299,1.8,5.1,33,1037,59,81,85,horticola,goteo,no,no,convencional,0
CSC008334,17.2,24.2,8.2,54,18.9,2,26,1.7,0.6,-0.07,0.24,1,3,186,7.1,2.4,24,0.1,568,7.5,9.1,7,731,21,100,56,vid,goteo,no,no,convencional,0
CSC008335,16.7,22.3,8.0,59,15.7,28,52,2.4,0.69,-0.12,0.2,24,3,154,6.8,2.3,19,1.48,447,4.6,5.5,7,481,28,87,75,olivo,aspersion,si,no,ecologico,0
CSC008336,22.1,31.5,12.5,64,19.7,32,117,5.0,0.61,0.19,0.32,15,3,143,5.8,2.6,21,0.98,1113,9.6,11.8,22,929,58,100,71,trigo,secano,no,no,convencional,0
CSC008337,28.5,38.0,23.8,93,32.4,90,219,16.4,0.5,0.75,0.59,39,3,183,5.3,0.8,22,0.11,424,12.9,1.7,55,860,78,62,22,horticola,goteo,no,no,integrado,1
CSC008338,24.0,33.4,17.7,85,40.0,72,164,19.9,0.6,0.8,0.3,9,2,190,6.5,3.8,8,2.01,276,3.7,26.5,16,1117,33,87,141,horticola,secano,si,no,convencional,0
CSC008339,23.9,31.5,18.3,28,7.3,0,0,0.0,0.57,-0.5,0.09,39,2,170,6.7,2.7,20,0.1,459,3.9,0.5,10,987,42,73,117,trigo,secano,no,no,convencional,0
CSC008340,15.5,22.2,7.8,55,18.5,24,29,5.1,0.67,-0.06,0.22,29,5,121,6.8,2.7,28,1.56,438,17.5,20.0,17,762,28,69,152,horticola,goteo,no,no,integrado,0
CSC008341,20.9,29.4,10.7,61,18.9,2,39,4.1,0.67,-0.09,0.14,11,6,161,5.5,2.2,24,0.3,480,7.1,39.1,12,930,41,66,72,trigo,aspersion,si,no,convencional,0
CSC008342,25.2,36.2,19.6,62,23.3,32,42,5.1,0.62,-0.06,0.37,27,4,186,5.3,1.4,29,0.81,201,17.4,16.1,9,939,44,68,71,horticola,secano,no,no,integrado,0
CSC008343,12.7,17.7,2.8,71,30.8,41,115,8.4,0.61,0.43,0.44,8,3,166,6.5,0.3,15,1.25,731,15.9,8.3,22,531,58,54,17,trigo,aspersion,si,no,ecologico,0
CSC008344,20.8,31.2,14.2,74,28.3,67,67,12.1,0.64,0.37,0.42,3,3,121,6.1,1.8,31,0.97,802,8.8,0.2,20,1097,50,87,58,maiz,secano,si,no,integrado,0
CSC008345,26.1,35.7,19.5,74,25.7,55,142,12.9,0.69,0.58,0.44,11,3,122,7.2,2.5,37,1.07,381,0.0,2.5,12,893,56,66,112,citricos,goteo,si,si,convencional,0
CSC008346,22.1,30.5,14.2,66,26.4,26,71,5.7,0.74,0.2,0.15,19,5,207,6.7,2.8,12,1.83,515,8.5,8.9,0,1227,1,55,159,citricos,secano,no,no,integrado,0
CSC008347,13.7,18.9,3.2,66,19.9,26,104,0.7,0.77,-0.2,0.06,4,2,159,5.5,2.8,2,1.0,0,6.9,8.7,6,580,14,56,174,olivo,goteo,si,no,convencional,0
CSC008348,20.8,30.0,12.7,58,26.3,32,61,3.7,0.59,0.1,0.4,1,5,139,6.8,0.9,14,0.87,268,10.7,4.0,21,824,39,100,59,olivo,goteo,no,no,ecologico,0
CSC008349,23.7,32.9,15.7,68,27.2,13,101,11.5,0.63,0.13,0.38,49,2,165,6.8,2.3,14,0.64,373,9.0,1.1,25,874,63,97,146,olivo,goteo,si,no,convencional,1
CSC008350,21.0,29.1,14.4,75,22.2,55,69,6.3,0.69,0.05,0.06,3,5,215,7.2,1.0,18,0.84,128,13.7,19.3,0,663,15,92,158,trigo,secano,si,si,integrado,0
CSC008351,25.5,34.4,18.1,75,24.2,58,108,6.8,0.68,0.15,0.25,6,3,190,5.8,0.3,12,0.73,729,0.6,28.5,7,1028,31,56,149,trigo,aspersion,si,si,ecologico,0
CSC008352,17.3,26.2,8.7,34,21.3,18,29,2.9,0.65,-0.32,0.17,14,2,204,6.2,3.0,24,1.13,294,22.5,12.4,10,812,36,78,30,horticola,goteo,si,no,ecologico,0
CSC008353,20.1,30.5,12.6,59,23.1,7,53,5.6,0.64,-0.1,0.29,4,4,126,6.6,1.4,40,0.73,516,4.1,5.4,15,732,24,49,168,olivo,goteo,si,no,convencional,0
CSC008354,16.8,21.9,8.3,53,18.9,0,0,5.5,0.59,0.0,0.41,12,1,197,7.1,1.6,37,1.05,253,15.5,9.5,24,566,42,79,118,vid,secano,no,no,ecologico,0
CSC008355,13.0,17.1,4.7,57,21.6,4,41,5.4,0.53,-0.19,0.37,76,6,203,6.0,4.4,28,0.9,420,10.7,8.4,26,486,48,85,76,trigo,goteo,no,no,ecologico,0
CSC008356,25.7,35.5,20.0,100,35.2,112,213,16.7,0.57,0.8,0.53,21,6,139,6.4,2.3,33,0.63,456,5.7,6.4,36,1028,65,67,143,olivo,secano,si,no,ecologico,0
CSC008357,22.3,30.9,14.6,67,23.1,50,106,11.8,0.73,0.28,0.3,26,7,160,6.8,2.9,20,0.98,529,11.4,9.9,10,771,40,78,193,vid,goteo,si,no,integrado,0
CSC008358,21.9,31.0,14.1,61,28.8,27,42,8.7,0.66,0.34,0.37,15,5,151,6.9,2.9,23,0.1,531,11.1,2.7,16,1062,52,67,92,olivo,goteo,si,no,convencional,0
CSC008359,24.8,33.8,18.2,82,37.3,59,122,15.0,0.46,0.62,0.67,16,3,209,5.1,0.5,28,1.21,74,1.9,2.6,34,852,54,76,51,olivo,secano,si,no,ecologico,0
CSC008360,19.6,29.3,10.4,72,30.5,56,167,14.0,0.41,0.59,0.6,4,1,220,7.0,3.3,22,0.98,257,8.9,3.9,33,580,70,79,125,horticola,aspersion,si,no,convencional,0
CSC008361,21.2,30.7,14.5,53,20.9,32,77,4.4,0.63,-0.37,0.22,6,3,121,6.1,2.2,4,0.22,507,7.1,9.7,4,1021,26,67,68,vid,secano,si,si,convencional,0
CSC008362,26.0,37.1,19.6,72,28.4,56,159,13.2,0.4,0.36,0.68,93,1,188,6.7,0.3,46,0.74,0,4.8,3.2,37,1327,61,71,69,trigo,aspersion,si,no,convencional,1
CSC008363,15.8,22.5,6.7,61,23.4,15,85,6.3,0.66,0.11,0.17,46,7,152,7.4,2.3,34,0.9,316,4.8,0.5,30,662,43,83,47,citricos,goteo,no,si,integrado,0
CSC008364,19.8,28.1,12.7,78,20.1,59,99,8.0,0.71,0.53,0.35,10,2,215,6.0,1.7,2,0.9,192,14.9,10.0,21,624,52,92,90,horticola,aspersion,no,si,convencional,0
CSC008365,23.2,31.4,17.7,74,27.0,54,115,10.2,0.68,0.22,0.23,8,4,143,6.2,1.7,18,0.1,369,1.9,11.4,15,1045,25,76,81,trigo,goteo,si,no,convencional,0
CSC008366,25.1,34.6,17.3,75,24.6,43,105,9.6,0.43,0.37,0.73,18,5,241,6.7,3.4,33,1.08,235,9.1,3.3,44,1332,61,58,73,vid,secano,no,no,convencional,1
CSC008367,16.8,22.5,6.7,68,17.6,0,58,3.4,0.52,-0.28,0.62,45,3,214,6.2,2.4,28,1.05,903,2.5,25.7,32,771,68,99,71,horticola,aspersion,no,si,ecologico,1
CSC008368,19.5,24.8,12.2,68,16.3,22,54,7.5,0.69,0.2,0.22,21,7,147,6.3,1.8,28,0.94,542,1.7,18.1,10,736,21,76,54,horticola,goteo,si,no,convencional,0
CSC008369,22.8,30.2,15.7,75,32.5,56,151,17.8,0.52,0.69,0.62,14,4,208,6.3,1.8,36,1.73,340,17.5,6.3,36,804,52,69,199,olivo,aspersion,no,si,convencional,0
CSC008370,17.8,25.9,8.7,60,27.3,48,80,6.5,0.61,0.2,0.35,1,4,277,6.6,1.9,13,2.15,510,3.7,4.5,22,505,61,72,53,vid,secano,no,no,integrado,0
CSC008371,17.6,23.2,9.1,53,30.2,31,73,4.1,0.6,-0.17,0.46,70,2,236,6.3,2.6,24,1.11,206,2.3,12.7,32,730,34,69,120,maiz,aspersion,si,si,convencional,0
CSC008372,20.3,25.7,11.1,87,33.1,57,120,16.4,0.65,0.69,0.43,8,6,177,7.3,1.1,6,0.99,324,0.0,18.1,34,717,64,53,102,maiz,aspersion,si,no,ecologico,1
CSC008373,21.9,29.7,15.0,50,19.8,7,26,2.9,0.57,-0.1,0.44,7,2,234,6.4,1.7,31,0.85,506,2.1,1.3,24,927,41,72,118,citricos,goteo,no,no,convencional,0
CSC008374,21.4,30.1,12.8,61,23.8,50,77,7.5,0.57,0.21,0.52,61,0,160,6.5,2.1,43,0.1,435,7.6,16.7,38,1036,42,61,82,maiz,aspersion,si,no,integrado,0
CSC008375,29.4,42.7,23.9,100,43.3,86,180,15.8,0.6,0.8,0.47,66,3,116,7.0,2.3,13,0.66,394,7.4,36.0,38,1409,59,89,87,trigo,secano,si,no,convencional,0
CSC008376,21.6,30.0,14.0,68,23.4,45,134,8.5,0.73,0.4,0.3,8,4,196,6.0,3.6,21,0.1,419,6.4,25.0,17,953,48,65,88,maiz,aspersion,no,no,convencional,0
CSC008377,27.9,38.4,20.7,75,31.7,48,173,14.7,0.52,0.52,0.52,11,0,179,6.8,2.5,42,1.18,259,0.0,0.2,28,838,55,72,101,maiz,aspersion,no,no,convencional,0
CSC008378,17.1,25.1,7.2,57,21.3,54,83,2.5,0.61,-0.23,0.27,12,6,236,5.7,2.6,4,0.57,256,16.6,15.9,19,410,26,57,114,olivo,secano,no,no,convencional,0
CSC008379,20.2,28.1,10.8,61,22.1,27,85,3.9,0.57,-0.2,0.36,18,4,201,5.7,2.1,24,1.19,303,15.0,2.8,20,690,34,67,118,trigo,goteo,si,no,convencional,0
CSC008380,21.3,29.6,13.1,69,30.2,45,133,6.3,0.54,0.18,0.61,27,4,216,6.5,1.7,17,0.89,199,17.3,11.7,33,969,64,77,76,olivo,secano,si,no,convencional,0
CSC008381,16.5,22.9,7.5,58,18.3,22,97,7.2,0.6,0.33,0.33,49,4,176,7.0,2.2,13,0.8,436,6.8,4.7,26,588,48,56,142,olivo,secano,si,no,convencional,1
CSC008382,17.1,25.1,6.7,74,26.2,39,137,8.0,0.56,0.11,0.47,3,3,138,6.2,2.9,20,1.13,590,4.1,0.6,22,785,40,91,85,olivo,goteo,no,no,integrado,0
CSC008383,16.5,24.4,6.7,54,22.8,34,70,4.2,0.55,0.12,0.42,9,2,245,7.8,4.1,27,0.6,206,0.0,11.9,21,809,45,44,28,olivo,secano,no,no,ecologico,0
CSC008384,17.4,25.2,9.1,57,25.2,24,97,9.8,0.75,0.3,0.1,54,1,223,6.1,2.3,18,1.48,554,11.9,30.1,9,831,22,49,127,citricos,goteo,si,si,integrado,0
CSC008385,15.0,21.3,5.9,57,23.5,39,33,0.0,0.71,-0.4,0.2,4,4,204,6.7,1.2,36,0.92,102,12.0,13.7,9,623,16,53,110,olivo,aspersion,si,no,integrado,0
CSC008386,19.8,28.1,11.3,93,38.5,88,140,20.9,0.51,0.8,0.66,38,7,161,6.6,3.3,14,1.25,880,6.4,4.2,53,1125,63,77,104,horticola,aspersion,si,no,integrado,0
CSC008387,29.1,39.3,24.7,79,24.1,77,146,16.6,0.66,0.68,0.55,19,1,192,6.5,1.4,10,0.56,764,15.4,3.7,44,1120,51,87,112,maiz,aspersion,si,no,convencional,1
CSC008388,16.0,22.8,8.1,73,25.0,52,87,10.2,0.67,0.26,0.28,12,3,129,6.6,3.5,25,0.4,480,19.4,8.1,20,481,43,66,52,horticola,secano,si,si,integrado,0
CSC008389,22.2,30.3,14.6,47,25.4,33,63,0.3,0.51,-0.08,0.6,87,3,193,7.8,2.6,31,0.87,379,13.6,3.3,24,1078,70,74,96,olivo,aspersion,si,no,convencional,0
CSC008390,27.3,36.1,21.1,84,30.9,44,150,15.8,0.56,0.72,0.52,0,0,251,6.3,2.7,27,0.21,58,0.0,4.0,39,1071,65,84,109,trigo,aspersion,si,no,convencional,1
CSC008391,16.9,24.3,6.0,70,24.5,50,121,4.0,0.85,0.33,0.18,6,3,156,6.9,2.8,23,1.3,411,0.0,19.0,0,670,29,64,123,trigo,secano,no,si,convencional,0
CSC008392,23.6,32.4,15.6,73,26.8,71,37,12.9,0.58,0.46,0.58,25,0,231,6.7,3.3,18,1.76,306,2.8,8.4,34,1350,56,66,132,trigo,goteo,si,no,convencional,1
CSC008393,22.7,30.4,15.6,62,19.7,33,80,1.8,0.61,-0.2,0.31,0,1,180,6.4,2.4,20,0.35,222,5.7,13.0,12,911,47,64,76,maiz,goteo,si,no,convencional,0
CSC008394,22.0,31.2,14.0,45,15.6,13,0,0.0,0.69,-0.44,0.23,15,4,227,6.9,1.4,22,0.86,88,5.5,20.0,11,1047,21,66,57,vid,secano,si,si,convencional,0
CSC008395,18.1,26.0,11.8,67,21.8,49,78,9.9,0.67,0.2,0.14,14,4,188,6.3,4.3,21,0.71,508,0.0,33.6,3,623,4,42,46,maiz,aspersion,si,si,integrado,0
CSC008396,24.8,34.8,17.2,95,44.8,118,240,20.2,0.56,0.8,0.5,3,4,116,6.1,2.2,14,0.33,377,6.5,0.6,27,1278,59,59,112,trigo,goteo,no,no,convencional,0
CSC008397,15.2,23.2,5.7,68,21.3,52,132,8.5,0.6,0.07,0.47,44,3,179,7.8,2.0,15,1.13,31,4.5,5.8,24,491,49,70,65,horticola,secano,si,si,convencional,0
CSC008398,24.5,33.6,19.8,86,33.6,65,184,16.2,0.66,0.74,0.53,55,3,140,6.7,2.6,7,0.75,596,17.1,32.0,36,1063,44,59,69,horticola,secano,si,no,convencional,0
CSC008399,17.7,24.8,7.7,56,24.9,58,94,8.1,0.55,0.01,0.32,39,3,126,6.8,2.3,19,0.1,412,3.9,3.1,17,1062,50,62,90,trigo,secano,si,no,convencional,0
CSC008400,15.4,21.3,4.5,60,24.3,58,125,4.3,0.59,-0.06,0.34,42,2,185,7.6,2.5,21,0.79,247,13.1,3.2,15,507,56,85,149,olivo,secano,si,no,convencional,0
CSC008401,17.6,24.3,8.3,49,9.0,8,0,0.0,0.56,-0.5,0.32,4,3,177,6.4,3.8,17,1.7,662,8.3,5.8,6,780,38,74,132,olivo,secano,si,no,convencional,0
CSC008402,12.9,21.0,2.4,67,26.7,57,80,12.8,0.56,0.36,0.47,51,2,182,7.9,4.1,31,0.95,667,3.7,11.9,25,543,47,60,53,maiz,goteo,si,no,convencional,1
CSC008403,14.1,22.7,4.3,42,14.5,16,26,0.8,0.72,-0.46,0.0,0,2,200,6.7,1.4,14,1.2,781,22.9,16.1,0,594,1,63,49,citricos,secano,si,si,convencional,0
CSC008404,24.2,34.5,17.6,62,19.9,37,60,2.0,0.58,0.03,0.24,37,2,198,5.9,4.5,29,1.1,0,6.0,25.8,5,1021,40,72,7,citricos,secano,si,no,convencional,0
CSC008405,25.2,37.2,18.4,84,37.2,19,136,14.7,0.54,0.75,0.49,47,4,269,7.3,2.8,16,1.85,495,16.5,5.2,35,940,66,85,135,citricos,aspersion,no,no,integrado,0
CSC008406,12.4,17.8,2.2,49,18.7,4,43,7.7,0.73,0.14,0.05,12,3,190,7.2,3.0,2,0.1,630,10.0,0.7,5,648,24,100,78,citricos,goteo,si,si,convencional,0
CSC008407,12.4,16.8,2.8,64,21.0,41,111,12.3,0.69,0.44,0.33,5,0,185,6.7,3.0,21,1.04,411,7.7,7.2,21,543,30,42,113,trigo,goteo,si,si,convencional,0
CSC008408,14.2,19.7,4.6,74,25.1,70,115,4.7,0.66,0.43,0.42,17,1,274,6.6,2.5,26,0.61,468,7.6,17.3,28,741,27,61,114,olivo,aspersion,no,no,integrado,0
CSC008409,18.7,26.7,10.3,67,18.7,53,67,9.6,0.59,0.26,0.4,1,6,94,6.8,1.4,14,1.42,410,9.7,15.4,36,692,49,59,127,horticola,goteo,no,no,convencional,0
CSC008410,18.7,25.1,10.4,60,21.2,45,67,7.0,0.51,0.03,0.43,22,3,205,7.4,2.6,22,0.57,786,5.9,15.4,24,584,49,61,195,horticola,secano,no,no,convencional,0
CSC008411,12.1,19.0,2.1,51,20.1,18,64,4.7,0.83,-0.24,0.09,6,3,151,6.6,3.3,20,1.64,651,5.8,2.5,0,436,27,90,104,vid,goteo,si,si,convencional,0
CSC008412,20.0,28.1,12.4,77,26.2,47,104,10.3,0.58,0.39,0.48,25,3,252,6.8,2.0,27,1.91,229,7.1,4.7,16,927,48,64,88,horticola,aspersion,no,no,integrado,0
CSC008413,17.3,25.0,9.3,85,28.4,50,139,15.6,0.64,0.71,0.29,16,2,171,6.3,1.8,10,0.89,335,0.0,22.6,27,809,37,48,112,olivo,goteo,si,si,integrado,0
CSC008414,23.9,30.6,17.3,93,28.8,79,129,20.6,0.67,0.8,0.46,41,4,208,5.3,2.5,14,1.8,391,1.7,7.5,19,1038,47,77,143,trigo,goteo,si,si,integrado,0
CSC008415,19.9,29.3,12.6,70,26.5,58,86,9.2,0.62,0.3,0.48,33,3,155,6.3,3.5,23,1.66,717,0.0,9.5,22,869,38,78,149,horticola,goteo,si,no,ecologico,0
CSC008416,27.1,35.6,19.5,59,25.0,57,58,9.2,0.71,0.18,0.24,15,3,172,6.5,2.4,21,0.73,334,12.9,22.5,6,1240,26,85,102,maiz,secano,si,si,convencional,0
CSC008417,14.9,22.3,4.0,76,25.1,52,98,10.2,0.61,0.25,0.22,15,2,208,6.9,2.2,19,1.32,421,3.9,1.6,10,608,35,86,114,trigo,secano,si,si,convencional,0
CSC008418,18.5,23.4,10.6,48,23.8,40,32,5.8,0.73,0.03,0.09,7,3,159,7.1,0.5,19,0.24,476,18.2,9.8,2,880,12,69,136,maiz,aspersion,si,si,integrado,0
CSC008419,14.5,20.9,6.4,41,13.4,7,0,0.8,0.63,-0.5,0.2,34,1,172,5.6,2.6,11,1.57,842,6.5,15.8,10,693,31,91,103,trigo,goteo,no,no,convencional,0
CSC008420,12.1,16.7,2.8,31,15.8,0,0,0.0,0.77,-0.5,0.06,5,1,175,6.1,2.8,17,0.97,498,10.5,20.7,0,594,1,73,122,trigo,secano,si,no,ecologico,0
CSC008421,14.0,19.5,5.7,62,26.3,53,141,8.3,0.69,0.3,0.36,17,4,147,6.3,3.1,30,0.23,95,11.4,0.5,19,498,42,71,48,horticola,goteo,si,si,ecologico,1
CSC008422,16.7,24.8,6.5,79,20.1,47,125,14.4,0.49,0.55,0.59,40,2,191,6.2,2.5,17,1.18,460,11.6,20.4,43,772,91,96,74,trigo,aspersion,no,no,convencional,0
CSC008423,24.8,35.6,17.1,63,27.0,60,94,7.7,0.48,0.57,0.55,13,3,185,6.5,2.9,13,0.76,558,0.0,8.8,34,1012,75,60,135,trigo,secano,si,no,convencional,0
CSC008424,21.5,31.8,14.6,78,24.4,66,107,13.3,0.44,0.71,0.58,0,3,139,7.0,1.5,31,0.61,237,13.5,1.4,40,904,66,56,85,trigo,goteo,si,no,convencional,1
CSC008425,16.3,23.6,6.6,69,21.1,52,64,6.8,0.72,0.32,0.23,11,4,235,7.0,1.9,23,0.97,462,17.8,1.3,8,781,44,36,37,olivo,goteo,si,si,convencional,0
CSC008426,16.5,25.4,9.8,63,20.1,20,82,8.2,0.65,0.09,0.51,31,4,142,6.3,2.8,33,0.55,584,10.4,1.8,17,607,58,55,105,trigo,secano,no,no,convencional,1
CSC008427,20.0,27.9,9.8,76,28.9,47,170,8.8,0.69,0.35,0.41,3,3,206,8.2,4.9,14,1.01,545,4.4,3.9,14,771,39,70,86,olivo,aspersion,no,si,integrado,0
CSC008428,19.7,28.3,10.4,60,19.9,48,89,4.6,0.55,0.0,0.43,20,5,111,6.6,5.3,16,2.18,0,17.6,1.0,21,1071,47,68,75,horticola,secano,no,si,integrado,0
CSC008429,18.1,26.5,8.3,68,32.8,61,102,7.4,0.59,0.06,0.28,9,0,255,5.9,3.6,32,0.5,555,9.2,2.3,22,347,35,72,85,citricos,aspersion,si,no,integrado,0
CSC008430,17.9,24.6,8.2,62,13.3,25,45,5.4,0.43,0.01,0.49,46,1,245,7.4,3.1,17,0.82,322,18.6,4.3,26,1007,51,84,82,horticola,secano,no,no,convencional,0
CSC008431,23.3,34.8,17.8,62,15.0,37,128,2.0,0.5,0.04,0.44,96,5,198,6.6,1.8,9,0.72,416,13.3,4.2,17,1041,40,72,56,trigo,aspersion,si,si,ecologico,0
CSC008432,20.3,30.3,14.0,66,26.6,50,132,8.7,0.7,0.13,0.22,12,1,175,6.2,2.6,23,1.06,575,15.2,2.2,11,957,48,70,147,horticola,secano,si,si,integrado,0
CSC008433,19.1,24.8,11.3,59,14.5,44,47,3.6,0.6,-0.25,0.39,12,0,179,7.0,1.9,11,1.02,729,5.4,16.0,12,827,23,71,38,citricos,secano,no,no,convencional,0
CSC008434,21.5,28.7,14.4,74,31.9,62,105,8.3,0.65,0.58,0.21,6,1,217,6.4,2.8,21,0.24,507,14.8,4.0,19,942,38,66,55,trigo,aspersion,si,si,integrado,0
CSC008435,21.4,30.6,12.4,53,19.2,44,90,10.1,0.52,0.24,0.37,4,5,139,6.0,1.9,41,0.51,667,11.7,0.2,26,876,42,68,110,vid,secano,no,si,convencional,0
CSC008436,13.7,18.1,3.9,68,20.6,10,45,3.0,0.58,-0.31,0.22,50,3,134,6.0,3.5,28,0.27,573,0.6,1.3,12,710,33,81,102,maiz,secano,si,no,ecologico,0
CSC008437,18.4,26.5,9.8,62,19.1,65,45,8.4,0.55,0.18,0.48,5,2,191,6.4,2.0,16,0.44,446,15.7,2.9,25,993,56,79,186,horticola,goteo,si,no,convencional,1
CSC008438,26.0,33.8,18.0,66,18.3,37,38,1.8,0.66,0.24,0.31,24,4,125,7.2,2.1,8,0.36,871,3.9,18.3,10,852,38,71,106,vid,aspersion,si,si,convencional,0
CSC008439,23.9,33.7,16.8,50,18.7,40,0,4.3,0.54,-0.29,0.3,21,4,246,6.4,0.7,32,0.57,0,19.2,3.8,13,1203,48,75,104,horticola,goteo,no,no,integrado,0
CSC008440,17.9,25.6,10.0,52,19.3,15,0,0.4,0.64,-0.38,0.0,8,1,200,7.1,2.8,26,1.56,287,10.6,3.3,0,828,14,94,66,citricos,aspersion,no,no,convencional,0
CSC008441,16.1,23.7,9.9,56,25.5,35,17,5.5,0.6,-0.09,0.37,38,2,237,5.4,2.2,30,1.02,732,4.2,2.1,4,1018,27,82,115,citricos,goteo,si,no,integrado,0
CSC008442,22.3,33.0,14.6,41,17.5,23,28,0.2,0.58,-0.31,0.12,13,4,257,5.3,3.2,23,0.89,1058,6.7,3.6,7,824,11,96,198,vid,secano,si,no,ecologico,0
CSC008443,18.8,27.5,7.9,61,23.0,13,0,5.0,0.72,-0.5,0.13,7,4,182,6.6,2.7,16,0.97,414,10.5,7.8,0,952,6,72,108,maiz,aspersion,si,no,integrado,0
CSC008444,29.4,39.4,22.7,76,26.2,69,128,13.7,0.63,0.54,0.44,34,1,166,6.2,1.5,30,0.86,457,9.4,0.3,33,1179,63,84,36,vid,goteo,no,si,convencional,0
CSC008445,23.1,32.9,15.1,71,32.1,70,107,12.0,0.68,0.39,0.48,4,2,122,5.7,1.8,32,0.6,571,7.1,5.3,22,1007,46,54,116,citricos,secano,si,si,integrado,1
CSC008446,21.4,29.5,13.3,70,19.4,50,67,7.9,0.69,0.38,0.17,2,3,147,7.3,2.2,30,0.65,438,4.5,24.5,7,693,18,87,92,maiz,goteo,si,no,convencional,0
CSC008447,24.6,33.9,19.2,78,24.3,60,124,12.0,0.59,0.49,0.58,45,1,190,6.8,1.2,29,0.66,441,3.1,9.2,27,1013,55,100,128,vid,goteo,si,si,convencional,0
CSC008448,20.1,28.6,12.7,67,19.0,59,85,10.2,0.67,0.33,0.25,10,6,151,6.4,3.0,39,1.52,333,13.3,50.0,16,1096,33,83,86,horticola,aspersion,si,no,convencional,0
CSC008449,21.4,31.8,11.8,84,31.9,94,168,15.2,0.62,0.8,0.46,10,2,141,7.2,1.3,20,1.52,718,2.2,15.5,25,990,57,50,79,citricos,goteo,no,no,convencional,1
CSC008450,16.7,22.7,8.3,47,13.8,12,9,0.0,0.68,-0.5,0.0,2,4,214,6.4,3.2,15,0.4,537,8.5,25.5,0,631,0,81,122,citricos,secano,no,no,convencional,0
CSC008451,21.3,28.1,14.2,77,26.7,33,116,6.0,0.7,0.4,0.11,1,2,220,7.2,2.8,28,1.24,465,12.4,50.0,0,946,18,63,83,trigo,secano,si,no,ecologico,0
