id_zona,ndvi,ndre,ndwi,indice_clorofila_spad,temp_canopia_c,humedad_suelo_pct,indice_estres_hidrico,nitrogeno_foliar_pct,fosforo_suelo_ppm,potasio_suelo_ppm,capturas_trampa_num,dist_foco_plaga_m,horas_humectacion_foliar,tipo_cultivo,fase_fenologica,sistema_riego,tipo_estres_dominante
EST007582,0.71,0.327,0.22,,25.9,27.3,0.41,2.92,17,178,10,284,5.2,trigo,vegetativo,aspersion,hidrico
EST007583,0.78,0.334,0.4,38.0,35.9,30.7,0.52,3.3,15,145,8,313,4.3,citricos,vegetativo,goteo,nutricional
EST007584,0.62,0.291,0.48,41.1,5.6,38.2,0.21,2.32,12,173,17,215,8.4,trigo,floracion,secano,sin_estres
EST007585,0.46,,0.1,37.9,40.7,21.5,0.72,1.94,12,155,26,138,6.7,trigo,maduracion,aspersion,hidrico
EST007586,0.6,0.32,0.28,47.1,32.0,25.9,0.46,,23,175,22,213,10.8,horticola,maduracion,secano,biotico
EST007587,,,0.35,40.4,31.4,27.2,0.45,2.31,14,192,16,213,10.2,citricos,floracion,aspersion,sin_estres
EST007588,0.5,,0.11,32.2,33.0,20.5,0.73,2.27,9,120,4,278,1.6,maiz,vegetativo,aspersion,hidrico
EST007589,0.85,0.452,0.41,58.3,17.3,40.3,0.26,3.34,27,205,11,218,13.1,citricos,maduracion,goteo,sin_estres
EST007590,0.64,0.344,0.23,46.5,27.7,26.2,0.43,,20,230,9,272,6.9,trigo,vegetativo,aspersion,sin_estres
EST007591,,0.433,0.45,52.7,22.7,31.6,0.31,2.89,25,213,18,200,7.8,horticola,germinacion,goteo,biotico
EST007592,,0.266,0.23,39.5,22.6,22.7,0.49,2.41,12,208,19,197,13.1,vid,floracion,goteo,biotico
EST007593,0.71,0.332,,45.8,28.3,23.5,0.39,3.45,21,197,15,252,13.3,maiz,maduracion,aspersion,sin_estres
EST007594,0.65,0.288,0.29,45.7,31.0,18.6,0.6,3.01,15,216,2,395,1.7,maiz,vegetativo,secano,hidrico
EST007595,0.95,0.394,0.36,51.9,21.6,27.6,0.21,3.83,26,239,0,257,4.2,vid,germinacion,secano,sin_estres
EST007596,0.71,0.324,0.19,40.6,33.4,25.5,0.54,2.85,22,182,10,323,6.7,citricos,germinacion,goteo,hidrico
EST007597,0.59,0.209,0.33,34.3,27.1,23.6,0.44,1.68,14,78,4,241,6.5,horticola,germinacion,goteo,nutricional
EST007598,0.88,0.385,0.33,49.9,22.1,36.7,0.12,3.29,30,241,7,265,9.5,trigo,vegetativo,secano,sin_estres
EST007599,,0.401,0.39,54.5,19.3,47.6,0.08,3.42,23,209,12,235,12.0,citricos,floracion,goteo,sin_estres
EST007600,0.83,0.412,0.38,54.3,17.4,39.4,0.3,,21,219,25,210,14.4,vid,vegetativo,aspersion,biotico
EST007601,,,0.31,36.9,30.4,31.8,0.29,2.29,15,159,6,317,7.1,horticola,floracion,goteo,nutricional
EST007602,0.68,0.235,0.26,26.1,15.3,34.7,0.33,1.99,11,136,17,268,9.9,maiz,germinacion,secano,nutricional
EST007603,0.76,0.413,0.28,44.8,30.2,22.8,0.51,3.19,18,249,8,235,,citricos,maduracion,secano,sin_estres
EST007604,0.92,0.427,0.48,44.7,20.0,43.0,0.16,3.24,23,172,13,272,9.2,vid,vegetativo,aspersion,sin_estres
EST007605,0.75,0.401,0.49,44.7,24.9,30.2,0.29,2.87,26,236,24,151,13.0,horticola,vegetativo,goteo,biotico
EST007606,0.63,0.247,0.37,42.5,28.9,26.6,0.44,2.56,15,104,15,222,9.7,horticola,vegetativo,goteo,nutricional
EST007607,,0.26,0.18,39.4,34.9,16.7,0.68,3.31,18,187,8,390,6.9,citricos,floracion,goteo,hidrico
EST007608,0.68,0.387,0.32,43.7,21.2,24.2,0.29,3.21,23,178,27,203,12.7,trigo,vegetativo,goteo,biotico
EST007609,0.74,0.383,0.33,47.1,29.1,27.0,0.34,3.06,26,192,22,232,11.4,citricos,floracion,secano,sin_estres
EST007610,0.63,0.285,0.45,,21.2,34.2,0.26,2.7,12,119,10,219,,horticola,vegetativo,goteo,nutricional
EST007611,0.64,,0.12,37.4,34.7,19.9,0.67,2.84,16,195,10,276,8.9,citricos,maduracion,aspersion,hidrico
EST007612,0.82,0.323,0.12,40.5,25.5,21.2,0.44,2.95,25,188,2,274,2.6,maiz,germinacion,secano,hidrico
EST007613,0.57,0.275,0.22,40.1,28.6,17.9,0.68,2.76,14,138,10,240,9.5,citricos,floracion,secano,hidrico
EST007614,0.69,0.251,0.29,42.3,23.3,27.2,0.47,2.42,20,155,17,238,4.7,maiz,maduracion,aspersion,nutricional
EST007615,0.72,0.367,0.26,59.2,23.1,24.8,0.38,3.06,25,236,18,183,9.1,horticola,floracion,goteo,biotico
EST007616,0.88,0.361,0.3,47.4,22.2,30.7,0.38,3.29,20,180,3,360,10.5,maiz,vegetativo,goteo,sin_estres
EST007617,0.73,0.369,0.2,45.8,20.8,20.2,0.51,2.4,23,189,13,288,10.2,citricos,vegetativo,secano,sin_estres
EST007618,0.65,0.329,0.26,44.0,24.3,34.5,0.43,2.83,20,214,19,246,14.7,vid,germinacion,aspersion,nutricional
EST007619,0.79,0.336,0.11,52.5,37.0,17.8,0.59,3.73,29,240,6,285,6.7,vid,maduracion,secano,hidrico
EST007620,0.73,0.359,0.22,54.0,37.2,24.9,0.47,,28,215,9,253,6.1,maiz,vegetativo,aspersion,sin_estres
EST007621,0.64,0.252,0.24,40.7,30.0,19.5,0.45,2.33,21,148,9,274,4.4,maiz,maduracion,secano,hidrico
EST007622,0.75,0.323,0.34,46.4,24.2,26.6,0.41,3.17,16,126,0,297,7.5,trigo,vegetativo,secano,sin_estres
EST007623,0.51,0.255,-0.07,34.3,37.2,5.0,0.86,2.51,19,151,10,281,6.5,vid,vegetativo,secano,hidrico
EST007624,0.67,0.332,0.49,42.3,21.7,35.5,0.13,2.64,19,196,31,136,18.8,citricos,floracion,aspersion,biotico
EST007625,0.92,0.465,0.25,49.4,22.0,30.3,0.42,3.81,26,231,0,338,2.1,citricos,vegetativo,goteo,sin_estres
EST007626,0.64,,0.21,38.9,34.2,23.8,0.65,2.16,16,149,12,231,7.0,citricos,vegetativo,secano,hidrico
EST007627,0.56,0.22,0.21,34.7,28.5,30.3,0.54,2.35,7,110,31,145,12.7,vid,vegetativo,secano,biotico
EST007628,0.6,0.295,0.05,38.7,36.0,16.6,0.79,2.52,19,160,0,236,5.9,citricos,vegetativo,secano,hidrico
EST007629,0.69,0.323,0.32,39.2,25.5,25.1,0.32,2.9,10,190,1,315,3.2,trigo,floracion,goteo,sin_estres
EST007630,0.66,0.297,0.41,34.3,28.3,35.3,0.27,,15,111,13,284,8.4,maiz,vegetativo,goteo,nutricional
EST007631,0.89,0.407,0.44,50.6,25.3,37.1,0.35,4.0,30,230,4,236,9.8,vid,germinacion,goteo,sin_estres
EST007632,0.79,0.317,0.42,45.1,21.2,27.0,0.41,3.14,20,190,20,361,11.0,citricos,maduracion,aspersion,biotico
EST007633,0.8,0.369,0.32,,19.7,29.9,0.33,3.72,28,208,5,274,6.0,citricos,germinacion,secano,sin_estres
EST007634,0.6,0.203,0.26,32.8,22.7,33.0,0.47,1.8,3,143,3,335,5.3,citricos,maduracion,aspersion,nutricional
EST007635,0.71,0.287,0.34,38.1,23.3,32.9,0.41,2.08,17,156,5,345,4.3,citricos,maduracion,aspersion,sin_estres
EST007636,0.65,0.408,0.23,45.1,31.3,26.1,0.45,3.05,21,175,23,213,9.5,vid,maduracion,goteo,biotico
EST007637,0.59,0.224,0.1,34.6,35.3,16.6,0.63,2.64,15,138,22,306,4.2,vid,germinacion,secano,hidrico
EST007638,0.51,0.231,0.09,,32.7,22.0,0.54,2.7,15,167,13,284,5.4,maiz,germinacion,aspersion,nutricional
EST007639,0.69,0.292,0.16,45.0,32.7,17.1,0.64,3.72,24,221,10,200,11.0,maiz,vegetativo,goteo,hidrico
EST007640,0.47,0.294,0.06,40.7,35.4,11.1,0.73,3.04,17,133,19,148,9.2,horticola,floracion,secano,hidrico
EST007641,0.7,0.279,0.37,35.9,22.3,27.6,0.48,2.77,22,138,7,427,7.8,horticola,germinacion,secano,nutricional
EST007642,0.56,0.291,0.31,37.3,24.8,28.0,0.5,1.78,12,109,18,176,12.7,horticola,floracion,secano,nutricional
EST007643,0.78,0.372,0.33,55.0,19.2,25.2,0.48,3.44,26,236,11,253,8.6,horticola,floracion,secano,hidrico
EST007644,0.79,0.376,0.48,47.0,17.5,35.3,0.18,3.78,23,214,6,434,8.7,trigo,maduracion,goteo,sin_estres
EST007645,0.75,0.295,0.48,36.8,20.9,36.3,0.23,2.62,14,164,19,408,11.0,horticola,vegetativo,goteo,sin_estres
EST007646,0.67,0.345,0.12,46.4,38.6,14.7,0.82,3.29,18,201,0,327,,trigo,vegetativo,secano,hidrico
EST007647,0.62,0.231,0.12,32.3,31.4,15.3,0.7,2.33,16,184,5,293,6.0,maiz,maduracion,secano,hidrico
EST007648,,0.228,0.36,,29.2,23.7,0.58,2.03,12,106,0,434,0.5,citricos,vegetativo,secano,nutricional
EST007649,0.7,0.388,0.52,43.6,16.7,36.1,0.01,2.32,18,156,20,177,13.5,horticola,floracion,goteo,biotico
EST007650,,0.281,,39.1,31.4,20.4,0.46,2.64,18,162,16,245,11.6,maiz,maduracion,secano,biotico
EST007651,0.74,0.335,0.35,48.3,28.5,19.8,0.53,3.32,21,206,19,375,7.7,citricos,germinacion,secano,hidrico
EST007652,0.61,,0.29,44.9,26.3,24.7,0.53,3.11,16,171,19,213,11.5,citricos,maduracion,secano,hidrico
EST007653,0.54,0.305,0.13,,28.8,16.7,0.8,2.78,18,155,13,230,4.3,citricos,germinacion,secano,hidrico
EST007654,0.75,0.308,0.39,49.7,17.2,29.0,0.21,2.7,16,184,21,191,8.6,trigo,floracion,aspersion,sin_estres
EST007655,0.87,0.391,0.34,47.6,21.5,32.5,0.18,3.44,22,170,10,252,9.5,trigo,floracion,aspersion,sin_estres
EST007656,0.58,0.249,-0.04,46.8,38.9,12.5,0.86,2.53,22,183,7,252,7.8,citricos,floracion,aspersion,hidrico
EST007657,0.6,0.299,0.41,43.8,24.8,31.0,0.35,2.72,13,156,17,200,13.0,citricos,floracion,aspersion,nutricional
EST007658,0.62,0.286,,,28.8,20.4,0.54,3.17,15,159,11,203,,trigo,vegetativo,secano,hidrico
EST007659,0.66,0.288,0.2,29.0,18.3,24.4,0.36,2.27,13,126,0,325,1.2,citricos,floracion,secano,nutricional
EST007660,0.82,0.37,0.09,59.4,36.3,18.4,0.67,3.84,31,258,0,297,0.7,maiz,maduracion,aspersion,hidrico
EST007661,0.78,0.36,-0.01,53.6,33.3,10.9,0.84,3.95,27,226,7,286,0.0,citricos,vegetativo,secano,hidrico
EST007662,0.56,0.239,0.13,34.5,25.2,17.5,0.63,2.52,13,158,15,142,9.7,trigo,floracion,secano,nutricional
EST007663,0.63,0.235,0.24,34.9,21.6,25.3,0.38,2.05,17,149,18,155,12.2,trigo,vegetativo,goteo,biotico
EST007664,0.72,0.309,0.33,41.5,25.4,24.8,0.41,2.29,19,176,5,282,3.8,maiz,floracion,secano,nutricional
EST007665,0.6,0.331,,36.3,30.6,17.7,0.62,2.92,18,201,11,256,6.8,trigo,floracion,goteo,hidrico
EST007666,0.63,0.299,0.25,,32.9,14.0,0.6,2.99,19,219,13,199,6.9,horticola,germinacion,secano,biotico
EST007667,0.89,0.33,0.37,48.2,27.1,29.5,0.49,3.34,29,163,11,268,4.3,trigo,floracion,goteo,sin_estres
EST007668,0.64,0.278,0.42,40.4,25.2,34.2,0.39,2.05,17,132,13,332,6.9,horticola,germinacion,goteo,nutricional
EST007669,0.62,0.294,0.45,42.0,19.3,32.4,0.29,2.5,20,156,15,203,13.3,maiz,floracion,secano,sin_estres
EST007670,0.81,0.343,0.27,41.4,21.4,27.8,0.36,2.97,23,213,0,400,3.9,maiz,maduracion,goteo,sin_estres
EST007671,0.63,0.271,0.17,34.1,36.4,22.2,0.53,2.79,19,158,9,241,3.4,vid,maduracion,goteo,hidrico
EST007672,0.73,0.32,0.33,49.5,20.3,38.0,0.09,2.75,22,170,34,139,13.3,horticola,germinacion,goteo,biotico
EST007673,0.49,0.227,0.13,32.0,26.9,25.0,0.35,,12,133,11,213,9.3,horticola,maduracion,goteo,nutricional
EST007674,0.82,0.421,0.42,56.5,24.1,30.2,0.35,3.58,28,244,11,310,8.3,citricos,vegetativo,secano,sin_estres
EST007675,0.66,0.255,0.3,40.4,26.3,27.5,0.31,2.42,17,161,13,542,6.0,maiz,vegetativo,secano,nutricional
EST007676,0.68,0.3,0.39,35.0,25.4,30.9,0.37,2.95,17,152,18,344,8.7,citricos,germinacion,secano,biotico
EST007677,0.64,,0.21,46.5,39.8,18.4,0.74,3.51,21,233,16,190,8.7,horticola,vegetativo,goteo,hidrico
EST007678,0.6,0.318,0.16,43.1,25.1,17.1,0.59,3.61,19,197,18,272,10.1,horticola,vegetativo,secano,biotico
EST007679,0.77,0.443,,,23.9,17.7,0.62,3.16,29,229,0,260,8.6,horticola,germinacion,secano,sin_estres
EST007680,0.56,,0.12,47.1,36.9,17.8,0.7,3.31,11,163,14,279,10.1,citricos,floracion,goteo,hidrico
EST007681,0.73,0.291,0.21,37.4,23.6,32.0,0.24,2.66,17,191,0,320,5.0,maiz,germinacion,aspersion,nutricional
EST007682,0.84,0.323,0.56,,12.6,42.0,0.19,3.11,21,175,12,303,,vid,maduracion,goteo,sin_estres
EST007683,0.62,0.317,0.41,40.9,23.0,33.0,0.3,2.38,13,157,13,242,12.2,maiz,floracion,aspersion,nutricional
EST007684,0.63,0.31,0.22,41.8,29.3,19.2,0.61,2.89,23,193,30,176,11.4,vid,germinacion,secano,biotico
EST007685,0.9,0.426,0.36,54.7,26.7,28.0,0.42,3.56,30,222,15,215,11.2,vid,germinacion,goteo,biotico
EST007686,0.81,0.363,0.65,44.9,10.4,48.3,0.0,2.67,14,141,14,373,14.0,maiz,floracion,aspersion,nutricional
EST007687,0.82,0.233,0.42,35.9,13.4,47.2,0.09,2.2,18,121,6,215,11.5,maiz,floracion,goteo,nutricional
EST007688,0.7,,0.08,55.8,25.9,18.7,0.53,3.93,30,246,29,128,12.4,horticola,germinacion,secano,hidrico
EST007689,0.79,0.237,0.41,42.8,22.0,41.6,0.24,2.36,16,132,5,266,8.0,maiz,vegetativo,goteo,sin_estres
EST007690,0.48,0.283,0.07,46.9,33.2,10.3,0.77,2.81,17,183,27,290,12.8,vid,floracion,secano,hidrico
EST007691,0.76,0.369,0.31,55.2,27.3,25.2,0.56,3.57,31,168,3,355,5.1,trigo,vegetativo,secano,sin_estres
EST007692,0.56,0.28,-0.01,46.0,30.7,7.9,0.85,2.28,16,146,7,341,1.8,trigo,germinacion,aspersion,hidrico
EST007693,0.68,0.292,0.23,38.8,30.5,20.8,0.49,2.44,19,106,6,249,3.9,vid,maduracion,secano,hidrico
EST007694,0.72,0.346,0.29,,28.8,25.7,0.44,2.86,20,189,14,316,5.6,horticola,floracion,goteo,sin_estres
EST007695,,0.328,0.24,42.9,28.8,17.9,0.42,2.82,15,158,8,283,7.5,vid,vegetativo,secano,hidrico
EST007696,0.71,0.232,0.19,40.1,25.2,35.4,0.37,2.05,11,163,7,293,5.2,citricos,vegetativo,aspersion,nutricional
EST007697,0.67,0.276,0.18,36.2,32.9,23.0,0.57,2.47,12,128,9,327,4.6,trigo,vegetativo,aspersion,hidrico
EST007698,0.71,0.381,0.38,56.3,23.5,35.4,0.23,3.17,25,223,17,258,7.4,citricos,vegetativo,aspersion,sin_estres
EST007699,0.6,0.31,0.1,40.5,37.3,13.0,0.72,3.06,25,205,19,294,9.0,horticola,vegetativo,secano,hidrico
EST007700,0.66,0.313,0.22,40.7,24.3,25.5,0.28,2.84,13,147,28,312,14.6,horticola,maduracion,secano,biotico
EST007701,,0.219,0.2,36.3,23.8,25.4,0.34,2.22,18,179,1,356,5.9,trigo,vegetativo,secano,nutricional
EST007702,0.91,0.412,0.21,52.1,28.9,30.5,0.31,3.36,31,184,8,260,10.5,trigo,floracion,goteo,sin_estres
EST007703,0.71,0.381,0.18,47.5,26.3,19.0,0.49,3.37,26,201,11,272,10.9,citricos,vegetativo,secano,sin_estres
EST007704,0.69,0.352,0.18,50.4,26.3,17.5,0.58,,28,181,13,224,8.1,vid,germinacion,secano,hidrico
EST007705,0.7,0.19,0.16,32.0,28.3,24.3,0.38,2.31,9,87,5,297,5.3,maiz,vegetativo,secano,nutricional
EST007706,0.72,0.334,0.21,53.1,33.6,22.2,0.53,3.03,17,160,14,254,7.1,vid,floracion,aspersion,hidrico
EST007707,0.69,0.299,0.32,35.7,28.7,28.9,0.45,2.93,17,158,12,299,8.2,citricos,germinacion,secano,nutricional
EST007708,0.48,0.18,0.09,40.2,27.0,16.6,0.56,1.72,14,95,18,207,5.9,citricos,floracion,secano,hidrico
EST007709,0.65,0.403,0.33,46.0,31.2,28.4,0.52,3.37,22,181,21,358,12.9,citricos,germinacion,aspersion,biotico
EST007710,0.7,0.293,0.26,,31.9,26.8,0.4,2.33,16,151,8,279,10.7,trigo,maduracion,secano,sin_estres
EST007711,0.69,0.417,0.11,52.7,21.1,23.1,0.45,4.08,23,234,25,153,10.1,trigo,maduracion,secano,biotico
EST007712,0.82,0.372,0.42,51.2,16.8,45.3,0.06,3.52,23,203,20,211,14.2,maiz,floracion,goteo,biotico
EST007713,0.65,0.263,0.25,43.6,23.7,23.9,0.38,2.92,19,151,28,149,12.0,vid,vegetativo,secano,biotico
EST007714,0.83,0.365,,48.1,16.5,35.8,0.26,2.92,28,196,13,201,9.9,trigo,vegetativo,goteo,biotico
EST007715,0.67,0.269,0.27,36.3,26.2,27.6,0.39,2.18,14,117,4,248,,vid,floracion,goteo,nutricional
EST007716,0.87,0.391,,53.6,19.5,33.2,0.4,3.29,26,208,5,240,9.4,trigo,germinacion,aspersion,sin_estres
EST007717,0.59,0.195,0.36,27.7,25.7,34.0,0.17,1.54,9,83,11,317,6.6,citricos,floracion,goteo,nutricional
EST007718,,0.268,0.45,35.4,27.6,32.1,0.23,,18,171,5,355,8.2,maiz,vegetativo,goteo,sin_estres
EST007719,0.72,0.285,,36.1,22.6,26.8,0.35,2.72,18,131,19,172,14.3,horticola,maduracion,goteo,biotico
EST007720,0.77,0.306,0.35,41.9,29.5,29.6,0.34,2.83,20,210,0,312,5.1,citricos,germinacion,secano,sin_estres
EST007721,0.75,0.3,0.45,46.1,20.9,37.5,0.21,2.09,17,144,16,221,12.1,horticola,maduracion,secano,biotico
EST007722,0.84,0.466,0.34,45.7,18.9,40.0,0.11,3.47,25,224,15,239,11.7,horticola,vegetativo,goteo,sin_estres
EST007723,0.75,0.367,0.2,46.7,23.9,25.5,0.3,,26,186,20,195,12.4,trigo,germinacion,aspersion,biotico
EST007724,0.55,0.397,0.26,48.0,27.4,24.4,0.63,2.86,25,173,28,197,10.2,horticola,vegetativo,secano,biotico
EST007725,0.63,0.215,0.1,43.8,41.6,20.4,0.75,2.76,13,175,26,158,10.5,trigo,floracion,aspersion,hidrico
EST007726,0.7,0.316,,,18.5,47.5,0.16,2.85,22,125,23,208,12.1,maiz,maduracion,goteo,biotico
EST007727,0.59,0.306,0.23,46.2,28.3,14.8,0.67,4.0,22,192,17,221,7.3,vid,vegetativo,secano,hidrico
EST007728,0.73,,0.42,,23.4,36.7,0.31,2.29,15,78,14,240,9.4,trigo,maduracion,aspersion,nutricional
EST007729,0.8,0.312,0.4,39.4,26.7,30.9,0.41,2.26,18,201,6,351,8.2,maiz,maduracion,secano,sin_estres
EST007730,,0.381,0.2,48.3,31.6,21.2,0.67,3.51,28,208,4,351,7.1,trigo,germinacion,secano,sin_estres
EST007731,0.58,0.316,-0.05,48.7,35.1,10.2,0.69,3.12,26,187,12,204,4.3,trigo,vegetativo,goteo,hidrico
EST007732,,0.36,0.25,42.6,19.6,30.8,0.39,,22,225,14,270,6.6,citricos,vegetativo,secano,biotico
EST007733,0.93,0.388,0.45,50.5,18.3,39.1,0.28,,24,212,7,275,12.9,citricos,germinacion,goteo,sin_estres
EST007734,0.63,0.244,0.18,53.9,35.9,17.3,0.65,2.72,16,190,17,271,3.4,citricos,vegetativo,goteo,hidrico
EST007735,0.65,0.312,0.3,54.8,18.2,30.9,0.16,2.64,26,152,17,195,15.0,maiz,germinacion,secano,biotico
EST007736,0.91,0.301,0.36,50.4,21.3,35.9,0.02,3.29,22,193,16,321,10.7,trigo,germinacion,aspersion,sin_estres
EST007737,0.68,,0.14,49.7,34.5,11.1,0.58,2.35,21,205,21,336,,citricos,floracion,goteo,hidrico
EST007738,0.56,0.19,0.45,29.1,28.0,29.9,0.34,1.07,4,87,0,355,5.4,maiz,vegetativo,goteo,nutricional
EST007739,0.88,0.356,0.38,45.3,21.3,29.8,0.26,,25,159,0,340,,citricos,floracion,secano,sin_estres
EST007740,0.81,0.271,0.34,33.2,21.8,26.9,0.53,2.81,17,144,0,366,0.3,horticola,germinacion,goteo,nutricional
EST007741,0.64,0.261,0.55,34.6,17.8,41.3,0.16,2.13,7,129,27,137,15.3,horticola,floracion,aspersion,biotico
EST007742,0.76,0.342,0.12,52.4,34.5,20.4,0.57,,32,203,8,290,6.2,horticola,germinacion,aspersion,hidrico
EST007743,0.62,0.344,0.17,37.9,32.1,24.9,0.55,3.23,20,198,19,230,7.3,maiz,vegetativo,secano,nutricional
EST007744,0.68,0.264,0.31,38.5,25.6,25.1,0.37,2.8,12,91,11,291,3.8,vid,maduracion,goteo,nutricional
EST007745,0.86,0.417,0.52,,19.0,34.6,0.17,3.17,26,208,17,156,12.4,horticola,floracion,secano,biotico
EST007746,0.84,0.318,0.25,43.7,19.9,30.0,0.42,3.09,15,160,0,319,3.0,trigo,vegetativo,secano,sin_estres
EST007747,,0.315,0.18,,24.0,23.8,0.57,3.16,17,173,4,259,,trigo,vegetativo,goteo,sin_estres
EST007748,0.81,0.381,,43.4,20.9,34.8,0.4,3.17,25,203,11,470,6.4,maiz,maduracion,aspersion,sin_estres
EST007749,0.79,0.327,0.33,58.7,13.3,34.4,0.15,3.46,27,217,8,253,8.2,maiz,germinacion,secano,sin_estres
EST007750,0.83,0.343,0.46,59.8,19.9,46.7,0.23,3.83,28,186,16,194,12.3,trigo,vegetativo,aspersion,sin_estres
EST007751,0.71,0.312,0.44,46.1,17.7,31.7,0.25,2.94,13,166,16,191,9.7,maiz,vegetativo,aspersion,nutricional
EST007752,0.62,0.258,0.34,36.9,24.3,26.9,0.48,2.33,13,118,18,248,9.5,maiz,vegetativo,aspersion,nutricional
EST007753,0.72,0.342,0.22,48.2,21.7,30.6,0.48,3.24,19,175,21,279,12.7,citricos,germinacion,aspersion,sin_estres
EST007754,0.72,,0.32,46.7,20.1,33.0,0.45,3.18,25,194,29,155,14.5,maiz,floracion,aspersion,biotico
EST007755,0.75,0.264,0.26,31.1,28.8,22.6,0.36,2.56,15,148,3,408,3.9,maiz,germinacion,goteo,nutricional
EST007756,0.79,0.317,0.33,,25.9,28.9,0.38,3.24,20,194,13,228,6.0,citricos,floracion,aspersion,sin_estres
EST007757,0.66,0.248,0.31,39.6,23.3,17.7,0.43,2.22,17,119,4,396,6.8,trigo,maduracion,secano,sin_estres
EST007758,0.67,0.338,0.36,43.6,28.9,26.4,0.37,2.71,14,165,22,169,14.6,trigo,floracion,goteo,biotico
EST007759,0.65,0.383,0.19,55.4,37.2,20.9,0.57,3.99,27,232,15,321,2.3,citricos,germinacion,goteo,hidrico
EST007760,0.95,0.46,0.66,59.9,15.4,49.8,0.0,3.1,22,217,16,215,13.2,citricos,floracion,goteo,sin_estres
EST007761,0.68,0.301,0.28,44.2,24.8,32.6,0.33,,17,169,7,247,7.2,vid,germinacion,secano,biotico
EST007762,0.6,0.278,0.09,44.7,31.9,12.3,0.64,2.81,19,174,0,297,6.4,trigo,floracion,goteo,hidrico
EST007763,0.63,0.291,0.29,35.0,28.2,30.8,0.52,1.83,16,113,2,224,8.5,horticola,germinacion,goteo,sin_estres
EST007764,0.95,0.411,0.38,45.8,23.3,40.2,0.21,2.87,19,222,2,343,8.5,citricos,floracion,goteo,sin_estres
EST007765,0.73,0.284,0.34,40.0,21.9,23.0,0.35,,18,176,3,216,12.1,trigo,vegetativo,secano,nutricional
EST007766,0.71,0.382,0.23,60.7,23.9,26.3,0.45,3.7,23,231,15,263,6.6,horticola,germinacion,aspersion,biotico
EST007767,0.85,0.352,0.41,45.2,19.6,42.3,0.05,3.03,18,200,21,436,13.9,maiz,vegetativo,goteo,biotico
EST007768,0.84,0.426,0.24,53.4,36.0,28.5,0.51,3.51,23,227,12,268,9.5,horticola,maduracion,secano,sin_estres
EST007769,0.55,0.249,0.3,51.7,30.0,15.3,0.58,2.99,19,142,21,232,13.8,horticola,floracion,goteo,biotico
EST007770,0.66,0.199,0.25,31.0,23.1,25.7,0.35,1.89,10,156,0,320,4.3,maiz,maduracion,secano,nutricional
EST007771,0.78,0.393,0.24,53.2,23.1,18.8,0.6,3.81,31,257,8,370,3.9,horticola,vegetativo,secano,hidrico
EST007772,0.71,0.322,0.44,38.8,20.6,41.8,0.19,,18,210,19,183,10.2,horticola,maduracion,goteo,biotico
EST007773,0.57,0.205,0.13,25.3,24.0,18.1,0.6,,15,140,5,284,5.6,vid,vegetativo,goteo,nutricional
EST007774,,0.237,0.28,45.0,26.8,29.3,0.47,1.96,16,142,8,207,9.7,horticola,maduracion,aspersion,nutricional
EST007775,0.76,0.262,0.24,38.6,30.2,28.8,0.53,2.76,16,162,0,346,6.5,horticola,vegetativo,secano,hidrico
EST007776,0.76,0.459,0.08,55.3,31.4,14.2,0.59,,27,275,13,291,6.2,trigo,vegetativo,secano,hidrico
EST007777,0.81,0.342,0.32,50.9,28.2,23.4,0.36,3.9,27,180,9,264,6.2,horticola,vegetativo,secano,hidrico
EST007778,0.72,0.25,0.29,44.1,24.5,24.7,0.33,3.21,18,245,12,301,9.8,citricos,maduracion,secano,sin_estres
EST007779,0.72,0.317,0.27,46.2,30.9,25.5,0.43,,24,187,0,256,7.7,citricos,vegetativo,goteo,sin_estres
EST007780,0.45,0.169,0.26,28.9,27.5,17.5,0.62,2.1,10,118,8,284,2.3,maiz,floracion,aspersion,nutricional
EST007781,0.85,0.43,0.41,60.9,27.8,41.1,0.19,3.37,24,212,11,246,10.4,horticola,germinacion,goteo,biotico
EST007782,0.82,0.354,0.37,44.3,29.4,30.8,0.42,3.05,18,150,11,269,8.7,citricos,vegetativo,aspersion,nutricional
EST007783,0.82,0.327,0.43,53.1,25.4,28.8,0.29,3.03,23,224,20,182,10.5,maiz,vegetativo,goteo,sin_estres
EST007784,0.79,0.243,0.42,38.2,17.7,37.4,0.22,2.16,14,118,0,328,1.4,trigo,germinacion,goteo,nutricional
EST007785,0.62,0.369,0.06,44.4,32.0,18.8,0.6,3.09,24,227,17,310,,horticola,maduracion,goteo,hidrico
EST007786,0.77,0.291,0.29,,24.0,30.1,0.3,,13,127,0,455,3.9,horticola,vegetativo,aspersion,nutricional
EST007787,0.78,0.375,0.26,42.8,24.1,27.5,0.33,,18,160,12,372,9.8,trigo,maduracion,secano,sin_estres
EST007788,0.73,0.299,0.5,31.6,20.1,41.4,0.14,1.91,16,81,23,179,13.6,maiz,germinacion,goteo,nutricional
EST007789,0.67,0.294,0.07,47.9,25.1,19.1,0.66,3.56,22,219,19,205,7.8,trigo,germinacion,secano,hidrico
EST007790,0.59,0.277,0.32,35.7,27.0,30.6,0.5,3.01,19,147,34,103,14.8,horticola,maduracion,secano,biotico
EST007791,0.6,0.262,0.22,39.7,30.0,16.7,0.53,2.41,17,155,5,293,5.7,maiz,vegetativo,aspersion,hidrico
