id_especimen,longitud_total_mm,longitud_elitro_mm,anchura_max_mm,anchura_pronoto_mm,anchura_cabeza_mm,altura_cuerpo_mm,peso_mg,longitud_antena_mm,num_segmentos_antena,longitud_pata_posterior_mm,longitud_femur_mm,longitud_tibia_mm,longitud_ala_mm,envergadura_mm,num_manchas,diametro_mancha_mm,num_estrias_elitro,distancia_interocular_mm,diametro_ojo_mm,longitud_mandibula_mm,ratio_largo_ancho,ratio_antena_cuerpo,ratio_ala_cuerpo,area_dorsal_mm2,volumen_estimado_mm3,densidad_setas,intensidad_color,especie_invasora
INV004616,16.53,10.71,6.55,5.15,3.78,4.54,161,8.75,11,8.32,3.92,3.49,13.44,33.43,10,1.18,9,1.69,1.05,1.84,2.52,0.529,0.813,84.5,243.6,14,146,0
INV004617,13.4,8.26,5.16,4.13,2.74,4.25,43,6.4,9,6.63,3.08,2.76,11.1,27.36,9,0.54,9,1.36,1.18,1.6,2.6,0.478,0.828,53.9,155.6,10,143,0
INV004618,17.8,10.95,7.0,5.42,3.32,4.12,166,8.77,9,9.48,4.52,4.04,13.83,34.66,8,0.76,9,1.94,0.8,2.01,2.54,0.493,0.777,97.2,280.4,19,166,0
INV004619,17.17,10.4,5.92,4.97,3.32,4.42,186,8.37,10,8.93,4.06,3.76,13.39,32.7,10,0.96,12,1.45,1.13,1.87,2.9,0.487,0.78,79.3,228.7,23,154,0
INV004620,14.37,8.89,6.28,4.76,3.45,3.66,119,7.44,12,8.56,4.09,3.74,10.6,27.48,7,0.66,8,1.95,0.33,1.24,2.29,0.518,0.738,70.4,203.0,13,148,0
INV004621,14.55,9.1,4.46,3.17,2.44,3.76,58,7.94,10,7.18,3.35,2.93,12.87,30.2,14,1.47,13,1.23,0.97,2.32,3.26,0.546,0.885,50.6,146.0,19,233,1
INV004622,16.64,10.48,5.91,4.85,2.9,4.68,150,8.02,9,8.5,3.71,3.86,12.6,31.11,10,0.82,8,1.72,0.71,1.71,2.82,0.482,0.757,76.7,221.3,16,122,0
INV004623,17.62,10.49,8.54,6.32,4.54,4.59,244,9.05,12,10.57,4.95,4.26,13.88,36.3,5,0.42,9,2.04,1.02,1.49,2.06,0.514,0.788,117.4,338.6,10,119,0
INV004624,11.12,6.56,4.96,3.88,2.74,3.51,49,5.79,10,6.41,2.49,2.7,9.45,23.86,4,0.44,7,1.18,1.08,0.89,2.24,0.521,0.85,43.0,124.1,9,89,0
INV004625,13.45,8.37,7.25,5.72,3.93,4.65,120,7.03,11,9.15,4.21,3.97,11.98,31.21,5,0.47,10,2.0,0.96,1.71,1.86,0.523,0.891,76.1,219.4,15,115,0
INV004626,21.03,12.95,8.9,6.83,4.68,5.84,319,12.25,10,11.95,5.46,4.97,18.01,44.92,7,0.87,10,2.39,0.88,2.42,2.36,0.583,0.856,146.0,421.1,19,128,1
INV004627,14.25,8.68,6.95,5.45,3.52,4.23,151,6.72,12,8.33,3.79,3.85,12.14,31.23,6,0.35,9,1.71,1.49,1.11,2.05,0.472,0.852,77.2,222.8,8,47,0
INV004628,12.83,8.07,6.47,4.96,3.61,4.24,121,6.63,10,7.75,3.43,3.35,11.0,28.47,4,0.71,9,1.85,1.09,1.29,1.98,0.517,0.857,64.7,186.8,7,65,0
INV004629,17.42,10.95,7.18,5.46,3.7,4.73,202,9.37,12,9.25,3.93,3.84,13.61,34.4,6,1.03,7,1.85,0.84,1.76,2.43,0.538,0.781,97.6,281.4,15,136,0
INV004630,18.97,11.69,10.3,7.98,5.47,5.8,324,9.15,7,12.47,5.78,5.27,15.5,41.3,1,0.19,6,2.74,1.23,1.69,1.84,0.482,0.817,152.4,439.6,6,35,0
INV004631,16.35,9.86,7.64,5.88,3.81,4.39,193,6.39,9,8.67,3.9,3.42,12.18,32.0,6,0.54,6,1.87,0.94,1.35,2.14,0.391,0.745,97.4,281.1,13,120,0
INV004632,18.2,11.26,8.35,6.49,4.43,4.8,270,9.54,9,10.08,4.67,4.31,16.18,40.71,5,0.69,9,2.31,1.42,1.93,2.18,0.524,0.889,118.5,341.9,14,113,0
INV004633,17.02,10.9,6.32,4.73,3.45,4.82,185,8.34,10,8.6,3.97,3.43,13.73,33.78,5,1.01,10,1.67,1.36,1.65,2.69,0.49,0.807,83.9,242.0,11,156,0
INV004634,19.72,12.44,8.48,6.62,4.53,4.78,275,10.78,9,11.26,5.4,4.36,17.0,42.48,9,1.04,8,2.33,1.23,2.39,2.33,0.547,0.862,130.4,376.3,8,158,0
INV004635,15.47,9.4,7.22,5.86,3.83,4.56,158,7.48,10,10.04,4.34,4.29,13.21,33.64,5,0.77,7,1.81,0.78,1.4,2.14,0.484,0.854,87.1,251.3,14,134,0
INV004636,14.76,8.98,7.52,5.72,3.86,4.45,154,6.81,12,7.37,3.73,3.13,11.44,30.4,0,0.28,7,2.0,1.52,1.29,1.96,0.461,0.775,86.6,249.7,6,75,0
INV004637,15.94,9.91,8.36,6.61,4.39,4.87,237,8.27,8,10.54,4.67,4.58,13.85,36.06,3,0.76,7,2.02,1.17,1.44,1.91,0.519,0.869,103.9,299.8,4,67,0
INV004638,15.92,9.86,5.86,4.51,2.9,4.33,130,7.06,8,9.5,4.45,3.83,12.76,31.38,4,0.85,11,1.6,0.76,1.56,2.72,0.443,0.802,72.8,209.9,15,158,1
INV004639,14.27,8.62,4.8,3.61,2.29,3.99,78,7.11,12,7.11,3.25,3.21,11.31,27.42,8,1.27,10,1.13,1.42,1.84,2.97,0.498,0.793,53.4,154.1,22,165,0
INV004640,16.53,10.03,8.24,6.68,4.4,5.05,204,6.95,12,9.62,4.25,3.85,13.44,35.12,2,0.37,8,2.1,0.73,1.27,2.01,0.42,0.813,106.2,306.5,3,19,0
INV004641,16.82,10.35,7.32,5.66,3.59,4.97,217,8.37,10,9.74,4.44,4.09,13.51,34.34,4,0.81,8,1.94,0.59,1.42,2.3,0.498,0.803,96.0,277.0,14,99,0
INV004642,16.01,10.2,6.35,4.59,3.27,4.1,103,7.98,9,8.48,3.56,3.71,12.22,30.79,7,0.8,8,1.65,0.96,1.79,2.52,0.498,0.763,79.3,228.7,15,161,0
INV004643,19.01,12.09,6.76,5.18,3.52,4.58,224,9.59,10,10.18,4.68,4.36,15.0,36.76,12,1.45,12,1.63,1.13,2.5,2.81,0.504,0.789,100.2,289.1,21,238,1
INV004644,16.53,10.11,8.16,6.39,4.23,5.21,215,7.89,10,9.7,4.48,4.24,13.75,35.66,3,0.4,8,2.05,1.22,1.8,2.03,0.477,0.832,105.2,303.5,12,101,0
INV004645,18.02,10.99,8.56,6.78,4.69,4.6,250,9.05,10,10.88,4.93,4.74,15.47,39.5,2,0.57,9,2.33,0.81,1.54,2.11,0.502,0.858,120.3,347.1,8,41,0
INV004646,16.18,10.49,7.55,5.93,3.9,5.16,194,8.04,14,9.56,4.58,3.77,12.99,33.53,5,0.69,8,2.11,0.58,1.39,2.14,0.497,0.803,95.3,274.9,12,114,0
INV004647,16.41,10.13,6.41,5.28,3.34,4.25,169,7.52,8,7.93,3.79,3.53,13.15,32.71,6,0.84,10,1.61,0.98,1.65,2.56,0.458,0.801,82.0,236.7,17,110,0
INV004648,12.38,7.68,5.44,4.38,2.98,3.3,10,5.94,9,6.27,3.08,2.67,9.17,23.78,8,0.84,9,1.43,0.87,1.38,2.28,0.48,0.741,52.5,151.5,6,65,0
INV004649,13.5,8.11,7.43,5.53,4.2,3.82,77,6.58,10,7.39,3.42,2.72,9.67,26.77,4,0.67,7,1.97,0.53,1.33,1.82,0.487,0.716,78.2,225.7,7,31,0
INV004650,14.29,9.01,7.52,5.77,4.03,4.08,175,5.99,7,8.76,4.22,4.08,11.27,30.06,3,0.35,10,1.85,0.78,1.2,1.9,0.419,0.789,83.8,241.8,2,51,0
INV004651,19.71,12.25,7.09,5.56,3.67,5.01,189,9.85,12,9.89,4.25,3.95,14.8,36.69,8,0.84,8,1.97,1.02,2.16,2.78,0.5,0.751,109.0,314.4,17,166,0
INV004652,17.91,11.1,8.84,7.04,4.47,4.6,272,8.91,10,11.35,4.96,4.64,13.14,35.12,4,0.37,6,2.19,1.12,1.19,2.03,0.497,0.734,123.5,356.2,8,90,0
INV004653,21.1,13.18,8.02,6.22,4.33,5.33,271,10.31,12,11.26,5.07,4.55,15.62,39.26,10,1.05,11,2.11,1.01,2.55,2.63,0.489,0.74,132.0,380.7,20,161,1
INV004654,16.01,9.8,7.46,5.75,3.93,4.46,175,8.49,9,9.5,4.49,4.18,13.73,34.92,12,1.25,10,2.08,0.91,2.09,2.15,0.53,0.858,93.2,268.7,17,143,0
INV004655,13.74,8.32,7.5,5.58,4.06,4.48,143,6.11,12,8.62,4.17,3.76,9.59,26.68,0,0.33,6,1.9,0.58,0.68,1.83,0.445,0.698,80.4,231.9,3,60,0
INV004656,18.98,11.71,7.94,5.89,4.25,4.82,253,8.65,11,9.91,4.27,4.12,14.33,36.6,2,0.45,5,2.01,0.93,1.56,2.39,0.456,0.755,117.5,339.1,8,47,0
INV004657,19.48,12.07,7.5,5.97,4.04,5.05,251,9.38,10,10.91,4.99,4.73,16.19,39.88,5,0.64,9,1.76,0.54,1.68,2.6,0.482,0.831,114.0,328.7,6,61,1
INV004658,13.14,7.97,5.27,3.76,2.88,4.08,118,7.63,10,7.93,3.61,3.16,11.92,29.11,6,1.26,11,1.44,1.52,1.74,2.49,0.581,0.907,54.0,155.8,18,120,0
INV004659,22.12,13.51,7.57,6.08,3.89,5.46,273,11.31,9,11.44,5.48,4.64,16.98,41.53,14,1.33,12,2.14,0.92,2.59,2.92,0.511,0.768,130.6,376.8,20,198,0
INV004660,13.17,8.08,5.9,4.68,3.11,3.79,71,6.08,9,7.37,3.47,3.19,10.49,26.88,10,1.04,10,1.59,0.74,1.74,2.23,0.462,0.797,60.6,174.8,19,255,0
INV004661,18.41,11.19,7.65,5.65,3.79,5.24,216,8.87,10,9.66,4.42,4.05,14.68,37.01,5,0.94,8,1.98,0.84,1.98,2.41,0.482,0.797,109.9,316.9,12,117,0
INV004662,17.46,10.13,8.05,6.22,4.19,5.32,238,8.69,11,10.4,4.63,4.57,14.18,36.41,5,0.36,7,1.97,0.99,1.41,2.17,0.498,0.812,109.6,316.2,8,61,0
INV004663,14.25,8.7,6.19,4.71,3.37,4.58,137,7.52,9,8.04,4.23,3.52,11.95,30.09,7,1.05,10,1.47,0.95,1.61,2.3,0.528,0.839,68.8,198.5,5,129,0
INV004664,15.36,9.35,7.01,5.68,3.6,4.27,159,7.12,9,8.55,4.09,3.77,11.42,29.85,1,0.75,7,1.77,0.92,1.04,2.19,0.464,0.743,84.0,242.3,7,111,0
INV004665,19.29,12.19,7.35,5.79,3.85,4.72,262,10.74,9,10.59,4.82,4.41,17.06,41.47,10,1.1,8,2.02,1.01,2.07,2.62,0.557,0.884,110.6,319.0,23,187,0
INV004666,21.24,13.02,9.11,6.88,4.52,5.71,298,10.89,10,11.99,5.49,5.03,17.7,44.51,7,0.69,10,2.43,1.34,2.12,2.33,0.513,0.833,150.9,435.4,17,160,1
INV004667,15.59,9.95,6.23,5.07,3.54,3.78,148,8.05,11,8.42,3.83,3.56,13.05,32.33,6,0.98,9,1.51,0.81,1.52,2.5,0.516,0.837,75.8,218.5,13,139,0
INV004668,17.42,10.6,7.56,5.77,4.24,4.62,228,8.93,9,9.91,4.95,4.23,13.83,35.22,5,0.88,9,1.85,0.55,1.61,2.3,0.513,0.794,102.7,296.3,5,150,0
INV004669,15.6,9.91,7.75,5.99,4.0,4.22,157,6.93,11,9.24,3.97,3.52,12.17,32.09,3,0.39,8,1.82,0.78,1.36,2.01,0.444,0.78,94.3,272.0,2,69,0
INV004670,15.61,9.69,5.92,4.7,2.88,4.15,133,8.86,11,8.61,3.85,3.59,13.26,32.44,11,0.99,10,1.67,1.0,1.73,2.64,0.568,0.849,72.1,207.9,18,129,0
INV004671,18.52,11.79,7.44,5.65,3.75,5.46,224,8.87,10,9.97,4.6,4.26,14.24,35.92,5,0.8,7,1.9,1.06,1.84,2.49,0.479,0.769,107.5,310.0,10,174,0
INV004672,11.75,7.29,5.78,4.63,2.89,3.53,84,4.95,9,6.61,2.96,3.06,9.87,25.52,3,0.75,6,1.38,1.06,1.12,2.03,0.421,0.84,53.0,152.8,4,113,0
INV004673,17.78,10.97,8.27,6.73,4.23,4.75,223,7.51,10,9.73,4.75,4.38,13.78,35.83,0,0.45,7,2.13,1.08,1.3,2.15,0.422,0.775,114.7,330.8,10,71,0
INV004674,14.71,9.15,6.38,5.26,3.52,3.91,163,6.98,11,7.73,3.52,3.02,12.87,32.12,8,0.66,9,1.8,0.75,1.52,2.31,0.475,0.875,73.2,211.2,14,161,0
INV004675,16.81,10.43,6.19,4.55,3.26,4.81,182,9.18,9,8.99,4.12,3.85,13.96,34.11,10,1.2,11,1.57,0.85,1.88,2.72,0.546,0.83,81.2,234.1,19,173,0
INV004676,18.4,11.28,7.91,5.91,4.01,4.7,226,8.7,11,10.64,4.96,4.43,15.45,38.81,7,1.04,9,2.24,0.92,2.12,2.33,0.473,0.84,113.5,327.5,12,147,0
INV004677,17.45,10.75,6.69,5.16,3.41,4.32,169,8.79,9,8.66,4.05,3.58,13.92,34.53,8,0.87,9,1.84,0.24,1.93,2.61,0.504,0.798,91.1,262.7,14,146,0
INV004678,16.53,10.43,6.68,5.09,3.37,4.54,162,8.1,12,9.3,4.24,3.76,13.31,33.3,6,0.61,8,1.6,0.94,1.58,2.47,0.49,0.805,86.1,248.4,13,110,0
INV004679,15.9,10.07,6.03,4.75,3.2,4.49,138,7.28,9,8.62,3.72,3.83,12.28,30.59,5,0.75,10,1.66,0.68,1.45,2.64,0.458,0.772,74.8,215.7,8,127,0
INV004680,19.59,12.03,8.48,6.5,4.4,5.34,271,8.88,11,10.93,4.81,4.66,14.76,38.0,6,0.75,10,2.22,0.72,1.58,2.31,0.453,0.753,129.6,373.8,5,118,1
INV004681,14.13,8.72,6.44,4.87,3.47,4.35,124,6.76,10,8.31,3.92,3.71,11.6,29.64,1,0.6,9,1.51,1.02,1.17,2.19,0.478,0.821,71.0,204.7,8,29,0
INV004682,20.47,12.95,7.76,5.85,4.13,5.01,250,10.02,8,10.81,5.0,4.7,15.96,39.68,8,1.1,10,2.2,1.0,2.31,2.64,0.489,0.78,123.9,357.4,18,180,0
INV004683,17.51,11.48,6.61,5.22,3.34,4.43,205,9.66,10,8.98,4.1,3.71,14.27,35.15,5,0.7,11,1.84,0.82,1.72,2.65,0.552,0.815,90.3,260.4,10,160,0
INV004684,20.42,12.73,6.37,4.84,3.42,4.9,232,10.9,9,11.45,4.84,5.02,16.92,40.21,9,1.33,13,1.7,1.02,2.34,3.21,0.534,0.829,101.5,292.7,24,141,1
INV004685,18.23,11.71,7.12,5.37,3.81,4.71,220,9.84,9,9.83,4.49,4.1,14.8,36.72,9,0.98,10,1.89,0.97,2.3,2.56,0.54,0.812,101.2,292.0,17,141,0
INV004686,15.56,9.64,7.36,5.73,3.92,4.22,169,8.3,10,8.64,4.04,3.47,12.44,32.24,4,0.76,6,1.93,0.5,1.34,2.11,0.533,0.799,89.3,257.7,8,111,0
INV004687,11.42,7.31,6.27,5.08,2.99,3.82,72,5.56,9,7.16,3.6,2.94,9.11,24.49,3,0.49,9,1.61,1.01,1.07,1.82,0.487,0.798,55.9,161.1,8,66,0
INV004688,13.02,7.91,6.04,4.89,3.1,4.15,93,6.32,11,7.69,3.82,3.52,10.81,27.66,2,0.67,9,1.62,1.08,1.22,2.16,0.485,0.83,61.3,176.9,13,65,0
INV004689,18.23,11.15,8.36,6.63,4.28,4.53,206,8.21,9,10.66,4.95,4.51,14.59,37.54,3,0.65,10,2.22,0.86,1.81,2.18,0.45,0.8,118.9,342.9,6,98,0
INV004690,15.43,9.84,7.9,6.14,4.08,4.35,187,8.05,11,9.23,4.13,3.65,12.82,33.54,1,0.45,7,2.14,0.83,1.16,1.95,0.522,0.831,95.1,274.3,7,57,0
INV004691,13.23,8.19,6.14,4.88,3.05,3.87,85,5.95,11,7.41,3.23,3.0,10.04,26.22,2,0.52,8,1.79,0.9,1.11,2.15,0.45,0.759,63.4,182.8,5,112,0
INV004692,15.99,9.97,6.38,5.03,3.44,4.66,177,8.02,11,8.54,3.9,3.55,12.99,32.36,7,0.67,9,1.66,1.17,1.73,2.51,0.502,0.812,79.6,229.5,10,126,0
INV004693,12.44,7.98,7.96,6.06,4.2,4.29,140,5.54,10,8.61,3.99,3.56,10.66,29.28,0,0.14,8,2.14,1.23,0.85,1.56,0.445,0.857,77.2,222.8,2,81,0
INV004694,11.63,7.29,6.44,5.04,3.53,3.7,63,6.01,10,7.17,3.57,3.12,8.88,24.2,2,0.47,7,1.63,1.23,1.21,1.81,0.517,0.764,58.4,168.5,9,71,0
INV004695,21.18,13.13,7.29,5.69,3.71,4.84,219,9.6,12,9.8,4.37,4.05,14.89,37.07,6,0.67,9,1.94,0.67,1.79,2.91,0.453,0.703,120.4,347.4,12,146,0
INV004696,13.66,8.77,6.28,4.62,3.27,4.19,107,6.56,12,7.37,3.22,3.27,11.38,29.04,7,1.0,12,1.74,0.93,1.73,2.18,0.48,0.833,66.9,193.0,11,168,0
INV004697,15.96,9.89,7.74,6.01,4.06,4.47,149,6.87,11,9.42,4.22,3.99,12.38,32.5,3,0.41,6,2.06,1.35,1.36,2.06,0.43,0.776,96.4,277.9,8,73,0
INV004698,16.67,9.93,6.24,5.15,3.17,4.28,134,8.11,10,9.53,4.44,3.73,12.95,32.14,8,0.82,9,1.59,1.1,2.02,2.67,0.487,0.777,81.1,234.0,15,142,0
INV004699,17.94,11.35,6.44,4.89,3.33,4.99,203,9.45,11,9.69,4.77,4.04,14.44,35.32,11,0.85,9,1.93,0.66,1.99,2.79,0.527,0.805,90.1,260.0,16,152,0
INV004700,18.56,11.54,6.7,5.23,3.73,4.69,193,9.88,11,10.34,4.95,4.22,16.06,38.82,11,1.4,12,1.63,0.77,2.35,2.77,0.532,0.865,97.0,279.8,24,255,1
INV004701,11.94,6.99,4.77,3.6,2.68,3.47,48,5.38,10,6.69,3.23,2.82,8.9,22.57,5,0.97,8,1.22,0.73,1.16,2.5,0.451,0.745,44.4,128.1,13,136,0
INV004702,17.67,10.87,6.98,5.22,3.57,4.81,229,8.85,11,10.13,4.71,4.3,15.59,38.16,6,0.97,10,1.87,0.68,1.82,2.53,0.501,0.882,96.2,277.5,13,122,0
INV004703,13.51,8.52,5.31,4.24,2.66,3.93,113,8.14,10,8.94,3.94,3.91,11.52,28.35,8,1.06,9,1.3,1.55,1.61,2.54,0.603,0.853,56.0,161.4,17,127,0
INV004704,11.99,7.38,6.74,5.21,3.72,4.36,67,5.15,10,8.22,3.96,3.49,9.4,25.54,4,0.3,8,1.61,0.66,1.09,1.78,0.43,0.784,63.0,181.8,6,23,0
INV004705,16.6,10.77,7.95,6.09,4.08,5.08,180,8.09,10,8.98,3.77,3.89,12.83,33.61,4,0.61,8,2.03,0.46,1.63,2.09,0.487,0.773,102.9,296.9,12,69,0
INV004706,19.55,12.55,7.79,6.15,4.13,4.1,249,9.75,9,11.59,5.47,4.82,15.21,38.21,9,1.0,11,1.93,1.12,1.68,2.51,0.499,0.778,118.8,342.7,13,144,1
INV004707,19.98,12.48,9.72,7.18,5.03,5.43,322,10.2,8,11.83,5.78,5.04,16.35,42.42,3,0.68,8,2.75,0.98,1.78,2.06,0.511,0.818,151.5,437.0,9,135,0
INV004708,20.52,12.48,8.78,6.9,4.51,5.73,262,10.68,11,10.59,4.87,4.67,16.01,40.8,6,0.84,10,2.28,0.98,2.51,2.34,0.52,0.78,140.5,405.4,14,171,0
INV004709,16.19,9.82,6.83,5.15,3.59,4.82,148,7.96,10,8.79,4.22,3.82,13.98,34.79,6,1.09,10,1.65,0.92,1.7,2.37,0.492,0.863,86.3,248.8,9,134,1
INV004710,18.71,11.23,6.73,5.24,3.63,5.52,210,10.25,11,9.76,4.31,4.26,16.2,39.13,12,1.2,11,1.81,0.52,2.37,2.78,0.548,0.866,98.2,283.3,17,149,0
INV004711,15.88,9.69,7.94,6.56,3.88,4.65,178,7.47,9,9.41,4.35,4.15,11.58,31.1,4,0.43,6,2.21,0.81,1.56,2.0,0.47,0.729,98.3,283.7,10,128,0
INV004712,13.76,8.47,6.17,4.87,3.24,2.99,85,6.44,10,7.12,3.22,3.06,11.06,28.29,7,0.88,8,1.67,1.35,1.5,2.23,0.468,0.804,66.2,191.0,9,95,0
INV004713,16.15,9.74,6.97,5.55,3.66,4.57,189,8.71,12,9.2,4.57,3.58,13.62,34.21,9,1.0,10,1.94,1.11,1.77,2.32,0.539,0.843,87.8,253.3,14,144,1
INV004714,15.18,9.63,7.83,6.25,3.96,4.63,159,7.66,12,8.92,4.54,3.61,10.63,29.09,0,0.44,7,2.2,0.74,1.19,1.94,0.505,0.7,92.7,267.4,5,48,0
INV004715,9.6,5.73,4.73,3.92,2.49,2.78,10,5.22,10,6.31,3.06,2.5,8.14,21.01,7,0.89,9,1.24,0.74,1.25,2.03,0.544,0.848,35.4,102.2,12,94,0
INV004716,12.26,8.08,4.38,3.49,1.96,3.01,20,6.64,11,5.59,3.0,2.55,9.4,23.18,9,1.05,12,1.02,0.92,1.39,2.8,0.542,0.767,41.9,120.8,20,188,0
INV004717,13.61,8.33,6.24,4.83,3.33,3.13,100,7.16,9,7.87,3.62,3.16,11.51,29.26,4,0.83,9,1.6,0.45,1.22,2.18,0.526,0.846,66.2,191.1,9,109,0
INV004718,16.13,10.72,6.94,5.31,3.59,4.86,176,8.73,10,9.01,4.17,3.84,12.74,32.42,5,0.52,8,1.83,0.63,1.32,2.32,0.541,0.79,87.3,251.9,12,135,0
INV004719,18.65,11.8,8.45,6.49,4.4,5.07,237,9.23,10,9.5,4.13,4.26,13.99,36.43,8,0.69,8,2.14,0.76,1.94,2.21,0.495,0.75,122.9,354.6,11,143,0
INV004720,12.07,7.42,6.89,5.65,3.62,3.68,106,6.12,9,7.89,4.07,3.14,10.04,26.97,6,0.31,9,1.7,1.04,1.53,1.75,0.507,0.832,64.9,187.1,12,108,0
INV004721,18.98,11.71,8.39,6.88,4.29,5.14,276,9.67,11,10.65,5.06,4.78,15.56,39.51,7,0.97,8,2.16,1.06,1.92,2.26,0.509,0.82,124.2,358.3,17,156,0
INV004722,18.32,11.52,8.0,6.45,4.49,5.06,234,9.02,9,11.52,5.3,4.79,15.51,39.02,3,0.89,8,2.09,0.6,2.01,2.29,0.492,0.847,114.3,329.8,13,102,0
INV004723,14.23,8.34,5.19,3.98,2.45,3.77,82,7.55,9,7.2,3.29,3.31,10.96,27.11,8,1.0,8,1.34,1.45,1.8,2.74,0.531,0.77,57.6,166.2,16,207,1
INV004724,18.83,11.78,7.53,6.42,3.87,5.0,191,9.13,8,10.26,4.83,4.25,14.82,37.17,9,1.36,10,1.82,1.41,2.17,2.5,0.485,0.787,110.6,319.0,17,141,0
INV004725,15.75,9.89,7.78,5.69,3.95,4.4,159,7.59,11,8.72,3.87,3.53,11.25,30.28,3,0.47,6,2.29,0.56,1.61,2.02,0.482,0.714,95.6,275.7,4,77,0
INV004726,12.51,8.18,6.7,5.31,3.5,4.33,77,5.54,11,7.84,3.34,3.48,10.29,27.28,0,0.25,7,1.77,0.85,0.88,1.87,0.443,0.823,65.4,188.6,5,126,0
INV004727,16.02,9.73,8.55,6.61,4.36,4.68,180,7.58,11,9.16,3.98,3.92,13.6,35.75,5,0.38,9,2.32,0.73,1.45,1.87,0.473,0.849,106.8,308.2,7,15,0
INV004728,13.98,8.31,4.81,3.7,2.57,3.44,45,6.56,10,7.17,3.46,2.92,10.69,26.19,5,1.1,9,1.26,0.52,1.2,2.91,0.469,0.765,52.5,151.3,12,113,0
INV004729,11.97,7.52,6.83,5.14,3.58,3.23,103,5.83,8,7.88,3.83,3.24,9.54,25.91,0,0.31,7,1.66,0.67,0.95,1.75,0.487,0.797,63.8,183.9,3,37,0
INV004730,17.27,10.77,7.84,6.26,4.0,4.72,192,8.59,9,9.84,4.44,4.5,13.03,33.9,4,0.67,9,2.0,1.0,1.36,2.2,0.497,0.754,105.6,304.6,14,159,0
INV004731,18.98,11.79,8.76,6.61,4.74,4.97,282,9.61,9,11.34,5.34,4.75,15.8,40.36,6,0.84,11,2.29,0.48,1.88,2.17,0.506,0.832,129.7,374.1,8,174,0
INV004732,18.24,11.61,6.06,4.79,3.52,3.83,190,9.9,9,8.18,3.96,3.6,14.81,35.68,12,1.28,12,1.57,0.86,2.53,3.01,0.543,0.812,86.2,248.7,21,211,1
INV004733,15.1,9.46,7.21,5.99,3.9,4.58,152,7.56,9,9.29,4.41,4.03,12.41,32.03,6,0.7,8,2.07,1.03,1.6,2.09,0.501,0.822,84.9,245.0,9,152,0
INV004734,15.55,9.76,5.6,4.57,2.98,4.18,136,7.27,11,8.04,3.66,3.22,12.03,29.66,8,1.05,10,1.36,0.54,1.51,2.78,0.468,0.774,67.9,195.9,14,153,0
INV004735,16.17,9.47,7.76,5.67,3.92,4.48,170,8.08,9,9.64,4.4,3.98,13.47,34.7,8,0.6,10,2.02,1.11,1.34,2.08,0.5,0.833,97.9,282.3,10,133,0
INV004736,14.56,9.01,5.8,4.19,3.12,4.39,85,8.35,9,7.71,3.61,3.32,12.85,31.5,6,0.83,10,1.46,0.84,1.76,2.51,0.573,0.883,65.9,190.0,15,151,0
INV004737,20.51,12.62,8.28,5.97,4.36,5.59,224,10.29,8,10.53,5.06,4.46,15.5,39.28,7,0.87,12,2.13,0.44,2.32,2.48,0.502,0.756,132.5,382.1,16,146,1
INV004738,14.66,9.64,4.82,3.56,2.41,3.84,84,7.95,9,7.41,3.43,3.3,11.7,28.22,13,0.97,11,1.41,1.02,1.77,3.04,0.542,0.798,55.1,159.0,19,105,1
INV004739,14.77,9.12,6.37,4.73,3.23,4.17,180,8.06,10,8.56,3.9,3.69,12.67,31.71,7,0.73,8,1.75,1.43,1.76,2.32,0.546,0.858,73.4,211.7,12,142,0
INV004740,15.84,9.8,7.76,6.26,4.09,4.04,203,7.4,11,8.97,4.38,3.76,12.41,32.58,1,0.7,7,1.89,0.75,0.92,2.04,0.467,0.783,95.9,276.6,11,109,0
INV004741,14.79,9.33,7.09,5.91,3.57,4.5,160,8.5,9,8.05,3.86,3.55,11.9,30.89,6,0.83,8,1.89,1.14,1.38,2.09,0.575,0.805,81.8,235.9,15,112,0
INV004742,21.68,13.72,8.53,6.4,4.23,5.96,296,10.69,10,11.42,5.08,4.65,16.63,41.79,7,1.09,10,2.2,0.88,2.45,2.54,0.493,0.767,144.2,416.1,15,100,0
INV004743,15.01,8.77,6.54,5.18,3.25,4.13,126,7.47,10,8.93,4.08,3.94,11.81,30.16,6,0.54,8,1.68,0.89,1.5,2.3,0.498,0.787,76.6,220.9,17,102,0
INV004744,9.91,5.51,3.86,3.01,1.98,1.41,10,4.9,9,5.87,2.45,2.26,8.53,20.92,6,0.88,11,1.03,0.5,0.89,2.57,0.494,0.861,29.8,86.1,12,152,0
INV004745,16.56,10.24,6.58,5.24,3.63,4.13,148,8.31,10,9.25,4.25,3.99,12.33,31.24,10,1.3,8,1.62,0.49,1.73,2.52,0.502,0.745,85.0,245.2,14,199,0
INV004746,16.87,10.45,6.36,5.02,3.11,4.86,202,9.02,11,9.44,4.12,3.69,13.16,32.68,7,1.12,9,1.71,0.8,1.88,2.65,0.535,0.78,83.7,241.4,17,152,1
INV004747,12.74,8.19,5.36,4.19,2.65,3.33,48,6.89,11,7.45,3.16,3.23,10.88,27.12,8,1.01,12,1.51,0.79,1.16,2.38,0.541,0.854,53.3,153.6,13,133,0
INV004748,12.03,7.55,4.89,3.92,2.53,3.41,42,6.2,10,7.13,3.46,2.69,10.15,25.19,9,0.91,10,1.27,1.06,1.43,2.46,0.515,0.844,45.9,132.4,19,172,0
