id_parcela,ph_suelo,materia_organica_pct,carbono_organico_pct,nitrogeno_ppm,fosforo_ppm,potasio_ppm,calcio_ppm,magnesio_ppm,azufre_ppm,conductividad_electrica,cic,caliza_activa_pct,arcilla_pct,arena_pct,limo_pct,humedad_suelo_pct,capacidad_campo_pct,profundidad_suelo_cm,pendiente_pct,altitud_m,precipitacion_anual_mm,temp_media_c,temp_min_invierno_c,temp_max_verano_c,radiacion_anual,evapotranspiracion_mm,indice_aridez,orientacion,tipo_suelo
PAR005074,6.6,3.8,2.3,37,29.0,213,2521,308.0,26.0,0.68,28.5,4.1,41.9,11.4,46.7,33.9,35.3,85.0,2.2,,538,16.4,4.9,31.3,1658,867.0,0.6,O,calcareo
PAR005075,6.7,3.6,2.22,29,25.0,214,1609,232.0,21.1,0.46,20.6,3.6,14.7,42.8,42.5,30.0,26.6,56.0,5.9,388.0,760,19.3,7.7,36.6,1972,1060.0,0.72,O,arcilloso
PAR005076,6.3,3.7,2.22,31,21.0,224,1881,213.0,20.8,0.55,24.2,3.0,28.5,50.6,20.9,30.7,32.3,72.0,11.8,390.0,650,18.4,6.7,,2011,1052.0,0.64,S,arcilloso
PAR005077,6.2,1.7,0.8,16,13.0,139,1500,138.0,12.0,0.5,,7.0,5.3,60.3,34.4,27.3,13.6,26.0,,609.0,548,13.6,1.5,28.6,1595,792.0,0.59,E,arcilloso
PAR005078,7.6,3.9,2.15,34,28.0,241,2514,254.0,15.9,1.01,23.6,9.4,24.6,46.4,29.0,32.9,28.9,,5.5,408.0,708,15.4,4.0,,1564,,0.61,O,arcilloso
PAR005079,7.4,1.8,0.9,19,19.0,111,1684,227.0,10.9,1.32,19.1,17.2,24.0,49.5,,27.1,26.8,65.0,3.0,244.0,389,20.8,12.9,36.7,1859,1114.0,0.34,N,arcilloso
PAR005080,7.9,2.3,,17,18.0,86,1421,186.0,9.6,1.63,18.4,18.9,29.3,7.1,63.6,29.3,24.3,44.0,1.4,329.0,321,20.0,9.5,38.9,2064,1150.0,0.27,O,arcilloso
PAR005081,7.0,3.4,2.12,28,22.0,215,1788,216.0,,0.82,25.2,2.8,32.5,41.3,26.2,32.4,31.6,71.0,7.3,327.0,668,17.3,5.2,32.9,1637,950.0,0.7,O,calcareo
PAR005082,5.3,3.4,1.88,37,25.0,261,2123,340.0,17.8,0.57,26.9,0.0,40.4,9.7,49.9,34.2,30.9,83.0,16.1,1019.0,703,6.9,-6.8,,981,500.0,1.39,E,franco
PAR005083,5.5,2.7,1.8,30,15.0,173,1199,354.0,23.5,0.14,,0.0,34.6,35.2,30.2,27.1,31.6,92.0,17.1,785.0,647,11.9,0.5,25.9,1355,718.0,0.94,E,arenoso
PAR005084,5.3,3.4,2.1,22,23.0,160,1212,186.0,15.7,0.39,27.2,0.0,34.6,18.0,47.4,31.3,30.9,73.0,19.3,1009.0,758,7.0,-7.4,22.1,996,500.0,1.58,O,franco
PAR005085,6.6,2.1,1.52,24,16.0,173,1939,297.0,10.6,0.97,19.0,6.5,19.9,62.2,17.9,23.6,23.8,55.0,9.4,528.0,539,16.2,5.0,32.9,1549,992.0,0.54,E,arenoso
PAR005086,7.2,3.2,1.97,31,29.0,224,2260,288.0,18.8,0.89,25.4,7.4,33.1,27.5,39.4,24.8,30.0,,8.9,419.0,620,12.5,-1.1,27.3,1127,668.0,0.93,S,franco
PAR005087,6.7,0.7,0.32,5,,138,1277,129.0,9.3,0.59,16.2,4.0,16.5,66.2,17.3,23.4,18.3,31.0,8.7,474.0,377,16.4,5.3,33.2,1607,854.0,0.37,E,calcareo
PAR005088,6.9,2.1,1.17,15,16.0,115,1384,141.0,10.7,0.65,16.5,3.2,19.5,71.9,8.6,23.7,20.3,44.0,14.0,681.0,467,15.8,4.5,32.3,1667,953.0,0.57,S,calcareo
PAR005089,6.6,1.9,1.02,16,16.0,89,1429,147.0,4.5,0.37,14.2,6.6,18.6,61.2,20.2,23.5,15.4,48.0,7.4,303.0,450,11.8,-2.2,24.4,1445,704.0,0.68,S,arenoso
PAR005090,6.8,2.3,1.4,22,27.0,122,1885,241.0,16.1,0.94,17.2,5.1,19.2,77.9,2.9,23.9,25.2,73.0,2.8,435.0,603,16.8,4.1,31.4,1744,1046.0,0.59,N,calcareo
PAR005091,6.5,4.9,2.95,40,29.0,242,2523,323.0,,0.59,24.3,5.2,21.7,35.9,42.4,29.0,26.0,102.0,12.2,429.0,562,15.6,1.4,,1832,866.0,0.57,N,arcilloso
PAR005092,7.3,4.1,2.3,29,31.0,170,2473,271.0,,0.58,26.0,4.1,21.2,55.0,23.8,29.6,26.5,130.0,8.8,286.0,647,15.8,3.2,30.0,1671,860.0,0.81,E,franco
PAR005093,7.1,1.4,0.93,14,14.0,85,1533,158.0,7.9,0.83,14.0,6.4,10.0,82.0,8.0,24.1,19.8,31.0,14.4,663.0,455,12.4,0.4,25.8,1447,726.0,0.68,E,franco
PAR005094,5.3,2.3,1.37,25,20.0,195,2064,158.0,12.9,0.43,20.8,0.0,29.1,43.0,27.9,30.1,24.7,51.0,13.0,758.0,638,13.1,1.0,28.9,1514,736.0,0.91,O,franco
PAR005095,6.8,4.2,2.3,42,,215,2278,345.0,17.8,0.78,24.0,2.4,22.3,43.5,34.2,27.4,28.2,89.0,8.6,241.0,529,18.5,7.6,32.4,1778,984.0,0.58,E,calcareo
PAR005096,6.6,3.8,2.4,34,24.0,199,2372,336.0,16.6,0.69,,5.0,21.6,36.8,41.6,31.8,27.0,103.0,2.1,374.0,592,16.6,4.9,30.2,1661,984.0,0.55,N,calcareo
PAR005097,6.7,3.3,1.74,30,25.0,224,2054,358.0,20.7,0.6,20.1,6.0,30.0,28.4,41.6,33.2,30.1,76.0,9.0,579.0,642,16.7,5.2,31.7,1591,926.0,0.68,O,franco
PAR005098,7.1,3.9,2.29,34,33.0,225,2516,326.0,21.8,1.17,28.0,10.3,31.8,28.2,40.0,27.2,33.2,116.0,1.1,,438,17.9,5.7,32.9,2063,1025.0,0.42,E,franco
PAR005099,7.7,1.7,1.16,11,14.0,147,1448,196.0,7.5,1.79,17.6,18.9,,47.9,27.0,25.4,25.4,,6.9,148.0,570,19.0,7.3,34.9,1812,1034.0,0.49,S,arcilloso
PAR005100,7.9,2.4,1.38,19,17.0,113,1858,213.0,13.8,1.5,24.1,17.2,25.7,53.6,,27.8,25.9,79.0,3.1,292.0,419,20.7,10.4,,2200,1145.0,0.38,N,franco
PAR005101,6.7,4.2,2.3,43,31.0,176,2288,,16.9,0.77,23.5,3.6,30.6,33.7,35.7,27.3,27.7,95.0,,318.0,548,14.4,1.4,28.7,1726,833.0,0.62,S,franco
PAR005102,7.7,0.5,0.1,12,7.0,89,1325,116.0,5.6,1.34,11.5,14.2,21.9,36.1,,30.3,15.3,59.0,5.3,163.0,492,18.0,7.7,32.3,1853,1021.0,0.47,O,arcilloso
PAR005103,7.1,3.5,1.9,35,29.0,184,1875,242.0,16.4,0.54,22.1,3.0,40.1,33.0,26.9,29.3,34.5,79.0,,386.0,524,17.6,5.4,33.2,1861,989.0,0.54,S,calcareo
PAR005104,6.7,1.7,0.99,14,10.0,152,1083,,,0.6,15.7,5.7,21.7,44.1,34.2,24.2,22.7,36.0,7.5,397.0,544,16.7,5.8,30.0,1510,,0.62,S,arcilloso
PAR005105,5.4,3.3,2.05,29,22.0,262,2104,194.0,17.0,0.28,23.2,0.0,23.7,36.3,40.0,34.5,26.4,,18.0,953.0,748,10.2,-4.3,23.4,1184,579.0,1.28,S,arenoso
PAR005106,6.8,2.9,1.84,31,30.0,224,2199,254.0,16.6,1.17,21.2,5.8,29.5,38.5,32.0,28.4,30.7,81.0,5.8,323.0,624,14.8,2.1,,1811,871.0,0.7,E,arcilloso
PAR005107,5.5,3.9,2.1,30,36.0,262,2125,316.0,18.3,0.53,24.9,0.0,27.2,24.0,48.8,34.9,31.4,,12.4,906.0,723,9.9,-3.6,20.2,1093,593.0,1.25,S,franco
PAR005108,5.5,3.5,2.07,29,29.0,199,1956,285.0,17.3,0.61,22.1,0.0,29.2,5.0,65.8,35.6,36.8,58.0,17.4,1178.0,739,8.0,-4.7,22.2,900,587.0,1.27,N,arenoso
PAR005109,6.8,3.4,1.9,28,31.0,184,2021,236.0,21.9,0.57,22.2,5.8,27.6,22.6,49.8,28.1,28.4,103.0,1.0,136.0,566,20.3,9.6,34.0,1909,1070.0,0.56,N,franco
PAR005110,7.5,1.1,0.48,9,12.0,86,1278,119.0,3.3,1.25,16.4,13.8,20.6,41.5,,25.6,21.7,34.0,4.6,291.0,425,18.7,9.0,,2031,1109.0,0.46,E,arcilloso
PAR005111,5.8,3.0,1.66,23,20.0,158,1902,,17.0,0.73,25.7,0.0,35.0,22.7,42.3,32.4,35.1,27.0,17.1,916.0,769,10.2,-1.1,22.4,1221,638.0,1.18,O,arenoso
PAR005112,8.0,3.0,1.72,25,18.0,167,1531,259.0,15.7,1.5,21.8,14.9,21.0,53.3,25.7,26.2,27.1,77.0,3.1,111.0,453,16.8,5.9,,1624,935.0,0.53,S,arcilloso
PAR005113,6.7,2.5,,20,16.0,161,1829,171.0,14.7,0.74,13.0,5.6,4.7,90.0,5.3,24.2,17.1,69.0,10.7,397.0,407,18.7,7.3,34.4,1648,1014.0,0.42,N,arenoso
PAR005114,6.8,1.6,0.91,20,25.0,172,1646,177.0,14.0,0.66,19.9,4.5,30.3,12.2,57.5,32.2,22.9,52.0,6.9,307.0,733,18.8,7.9,35.5,1833,1038.0,0.75,O,arcilloso
PAR005115,6.1,2.9,1.78,30,26.0,223,1804,265.0,15.9,0.35,21.3,2.9,28.4,30.6,41.0,30.9,29.0,38.0,13.8,908.0,645,9.8,-3.6,23.4,1340,543.0,1.29,O,franco
PAR005116,7.9,2.1,1.38,22,25.0,160,1737,185.0,11.6,1.72,20.6,17.9,27.3,46.8,25.9,28.7,22.5,73.0,7.8,200.0,435,19.9,9.8,,2012,1060.0,0.31,S,franco
PAR005117,6.9,4.3,2.57,33,31.0,267,1710,319.0,21.7,0.44,22.5,6.7,31.4,12.9,55.7,35.9,34.0,97.0,4.6,300.0,775,16.8,3.8,33.1,1612,977.0,0.77,N,franco
PAR005118,6.8,3.2,1.95,32,30.0,223,2557,329.0,,1.06,29.0,2.8,32.3,36.4,31.3,36.8,28.2,74.0,13.3,395.0,783,13.9,2.0,30.6,1605,827.0,0.96,O,arenoso
PAR005119,6.8,2.3,1.23,23,14.0,172,2122,219.0,16.7,1.2,20.7,6.6,19.0,56.0,25.0,25.6,20.5,54.0,2.6,465.0,429,17.1,6.4,34.0,1807,1007.0,0.53,S,calcareo
PAR005120,6.3,4.1,2.53,34,23.0,238,1977,319.0,18.4,0.71,23.6,2.6,14.7,36.6,48.7,33.1,28.4,75.0,10.3,269.0,755,15.2,0.8,29.8,1178,905.0,0.79,N,franco
PAR005121,7.0,1.4,0.77,15,14.0,143,1906,40.0,9.9,0.98,17.5,8.3,12.5,48.3,39.2,27.1,16.0,88.0,,558.0,532,17.0,5.3,32.8,1984,927.0,0.5,S,franco
PAR005122,6.8,3.0,1.66,29,23.0,257,1827,337.0,15.0,0.6,24.2,2.7,36.8,37.6,25.6,32.7,28.6,63.0,2.8,605.0,591,17.3,6.6,32.2,1807,997.0,0.62,O,franco
PAR005123,7.2,2.6,1.51,23,15.0,143,1362,257.0,10.6,1.64,,17.5,,32.0,,28.5,23.2,67.0,2.5,378.0,476,19.9,9.2,36.0,1815,1076.0,0.49,S,franco
PAR005124,6.8,1.7,0.96,15,18.0,155,1610,146.0,14.3,0.56,16.2,6.6,15.9,74.1,10.0,25.0,17.5,45.0,12.8,594.0,529,15.2,3.4,33.3,1507,847.0,0.59,O,arenoso
PAR005125,6.8,2.6,1.47,18,,111,1365,125.0,7.6,1.04,,8.8,3.0,90.0,7.0,21.8,19.9,63.0,16.4,604.0,560,14.3,1.8,29.2,1469,740.0,0.74,E,franco
PAR005126,7.1,2.4,1.25,30,,206,2104,183.0,10.5,0.64,16.8,4.2,19.9,54.3,25.8,29.1,27.4,69.0,1.6,253.0,592,18.4,4.7,35.6,1924,976.0,0.55,N,franco
PAR005127,6.9,2.6,1.38,32,21.0,175,1410,288.0,15.9,0.9,20.6,3.3,25.8,33.7,40.5,28.6,25.1,55.0,5.8,220.0,580,18.4,7.6,,1720,988.0,0.61,S,calcareo
PAR005128,7.2,2.7,1.45,28,23.0,146,1941,229.0,7.8,0.69,20.7,9.0,25.8,57.1,17.1,28.8,30.6,63.0,11.0,292.0,583,15.9,3.7,29.5,1686,887.0,0.67,O,arenoso
PAR005129,8.0,2.1,0.96,18,9.0,134,1856,211.0,7.9,1.29,18.5,19.4,28.0,28.3,43.7,24.0,26.8,86.0,3.2,367.0,384,19.1,7.4,35.4,1819,1024.0,0.4,N,arcilloso
PAR005130,7.0,3.4,1.91,28,32.0,210,1806,303.0,14.0,0.73,28.0,6.6,36.9,23.6,,25.6,34.2,88.0,5.6,268.0,556,15.7,2.3,30.2,1585,917.0,0.57,E,arcilloso
PAR005131,6.7,2.2,1.27,19,16.0,132,1179,242.0,11.5,0.8,20.8,6.3,22.9,57.8,19.3,23.5,21.2,42.0,11.0,488.0,511,17.2,6.8,34.3,1870,1024.0,0.42,O,calcareo
PAR005132,7.7,0.9,0.67,7,5.0,65,1365,187.0,3.4,1.75,15.1,16.3,13.0,41.8,45.2,25.9,17.3,,12.4,233.0,419,20.3,10.4,37.4,1976,1186.0,0.35,N,arcilloso
PAR005133,6.9,4.3,2.57,37,36.0,235,2394,268.0,22.8,0.68,24.1,1.6,27.4,31.8,40.8,26.1,32.2,106.0,2.8,325.0,445,17.1,6.0,32.2,1659,939.0,0.56,S,arenoso
PAR005134,6.9,2.1,1.39,20,11.0,173,1934,221.0,11.1,0.84,18.7,8.3,24.4,50.0,25.6,26.0,24.2,59.0,4.6,,503,14.2,1.7,28.5,1697,793.0,0.62,O,franco
PAR005135,8.0,0.5,0.6,5,10.0,40,1558,118.0,2.0,1.63,17.2,20.4,21.0,52.3,26.7,26.4,22.0,39.0,9.3,,515,22.9,12.8,39.4,2138,1237.0,0.42,N,calcareo
PAR005136,7.5,2.4,1.31,21,14.0,140,2141,280.0,20.2,0.85,20.1,8.0,21.5,38.5,40.0,31.8,25.7,65.0,4.5,270.0,547,15.9,4.5,30.4,1665,863.0,0.65,N,arenoso
PAR005137,7.2,2.3,1.26,21,25.0,222,1614,191.0,8.7,0.44,21.4,5.0,29.5,33.2,37.3,27.9,28.4,90.0,,445.0,675,17.6,7.2,32.5,1906,974.0,0.73,E,franco
PAR005138,5.4,3.2,1.98,31,34.0,236,2088,341.0,18.3,0.63,23.8,0.0,24.8,35.2,40.0,31.6,26.5,25.0,13.5,1054.0,719,10.0,-3.6,24.4,984,570.0,1.35,S,franco
PAR005139,8.1,1.9,1.0,12,12.0,109,2226,244.0,11.9,1.66,15.7,18.4,17.2,53.9,28.9,26.5,17.3,68.0,0.0,104.0,422,20.1,9.6,,1963,1150.0,0.39,O,arcilloso
PAR005140,5.9,3.2,1.91,25,21.0,126,1632,285.0,16.3,0.43,28.1,1.0,34.4,39.0,26.6,27.3,30.8,63.0,15.3,1215.0,599,9.6,-3.7,24.7,1162,548.0,1.04,S,arenoso
PAR005141,8.3,3.2,1.77,26,28.0,277,2316,238.0,22.6,1.64,15.2,18.6,19.0,34.3,46.7,19.7,21.5,85.0,2.9,300.0,243,22.5,12.1,38.6,2200,1210.0,0.16,E,arcilloso
PAR005142,7.3,3.5,2.16,33,29.0,242,2109,285.0,14.7,0.73,26.2,6.0,26.2,27.2,46.6,30.6,34.0,88.0,,251.0,589,18.9,6.1,33.2,1825,1028.0,0.48,N,franco
PAR005143,5.7,3.2,1.68,37,24.0,165,1524,179.0,10.3,0.25,25.1,0.0,28.3,24.2,47.5,31.9,29.3,78.0,15.4,801.0,705,13.0,2.5,,1216,784.0,0.93,E,arenoso
PAR005144,6.8,3.0,1.75,28,23.0,201,2071,279.0,16.2,0.81,23.4,5.1,28.9,45.4,25.7,30.4,28.7,82.0,6.8,322.0,649,16.7,5.4,33.2,1752,950.0,0.59,O,arcilloso
PAR005145,7.8,2.3,1.38,17,8.0,98,2029,253.0,6.8,1.84,21.5,17.0,29.8,30.4,39.8,23.2,28.6,39.0,0.0,290.0,475,14.1,1.9,28.1,1533,789.0,0.59,O,calcareo
PAR005146,6.6,3.0,1.77,29,24.0,169,2246,314.0,,0.79,,6.3,15.1,58.4,26.5,25.6,19.8,57.0,0.0,181.0,702,16.4,4.6,,1644,949.0,0.78,S,franco
PAR005147,7.2,1.4,,16,13.0,86,2089,168.0,10.4,0.8,16.4,8.0,5.0,75.8,,23.8,16.3,48.0,0.5,424.0,440,14.8,2.0,28.6,1488,834.0,0.58,E,franco
PAR005148,7.5,0.5,0.41,10,12.0,146,1826,206.0,11.7,1.43,16.7,19.3,27.3,59.0,13.7,23.3,23.7,88.0,3.3,388.0,422,19.9,11.0,37.8,2164,1088.0,0.45,N,arenoso
PAR005149,8.0,0.8,0.46,12,6.0,88,2093,190.0,,1.85,,18.6,27.1,34.5,38.4,29.3,24.4,55.0,5.8,284.0,418,17.9,6.5,33.6,1860,996.0,0.4,N,calcareo
PAR005150,5.7,1.8,0.76,18,22.0,133,1474,,10.7,0.28,20.4,0.0,31.7,23.7,44.6,34.4,28.9,22.0,14.6,1070.0,747,9.4,-6.1,23.9,1072,500.0,1.52,S,franco
PAR005151,6.3,3.8,2.29,31,24.0,219,1514,336.0,20.9,0.64,25.8,5.2,38.0,11.5,50.5,33.3,39.2,70.0,7.2,480.0,578,15.0,2.3,31.1,1628,895.0,0.62,N,franco
PAR005152,5.6,3.2,2.04,28,34.0,271,1257,253.0,20.0,0.18,,0.9,21.1,35.7,43.2,25.5,30.3,68.0,12.0,758.0,753,13.3,1.0,,1468,835.0,1.01,E,calcareo
PAR005153,6.7,4.2,2.52,46,29.0,232,2590,363.0,21.1,0.84,25.7,4.6,29.0,22.9,48.1,35.0,32.8,81.0,10.9,514.0,739,17.1,4.1,34.8,1378,982.0,0.69,S,franco
PAR005154,8.1,1.7,0.66,22,19.0,148,2035,103.0,6.9,1.95,19.4,16.8,24.0,44.7,31.3,24.5,25.4,49.0,6.3,363.0,375,20.9,11.8,,2128,1196.0,0.43,S,calcareo
PAR005155,7.0,3.4,2.0,31,28.0,222,2333,302.0,18.3,0.68,23.8,6.1,26.9,31.1,42.0,27.3,31.5,67.0,5.1,249.0,728,15.6,3.8,29.5,1591,840.0,0.85,S,calcareo
PAR005156,7.5,0.9,0.36,10,14.0,130,1342,143.0,8.4,1.62,23.0,16.2,43.8,43.2,13.0,26.3,26.3,47.0,0.0,,442,21.4,9.2,38.2,1929,1136.0,0.38,O,arcilloso
PAR005157,5.8,2.9,1.62,26,23.0,168,2137,263.0,14.1,0.73,23.0,0.0,25.2,44.3,30.5,33.7,24.9,55.0,14.6,856.0,772,8.9,-4.3,22.9,1119,594.0,1.26,S,arcilloso
PAR005158,6.0,3.8,2.16,32,27.0,264,2338,290.0,15.9,0.53,23.4,0.0,27.3,48.3,24.4,29.6,35.3,79.0,13.0,773.0,640,12.4,-0.4,26.5,1289,830.0,0.82,N,arenoso
PAR005159,6.8,3.3,1.8,33,29.0,222,2355,275.0,25.6,0.61,18.2,7.8,17.6,51.6,30.8,26.5,22.8,90.0,6.2,312.0,589,16.6,5.7,32.1,1898,,0.67,N,arcilloso
PAR005160,5.7,2.8,1.69,27,21.0,208,1282,272.0,17.4,0.71,25.5,0.1,35.6,14.5,49.9,35.0,27.9,40.0,13.1,1001.0,817,12.4,0.3,28.2,1483,758.0,1.07,O,franco
PAR005161,5.7,2.9,1.55,29,26.0,199,791,199.0,13.6,0.1,21.9,0.0,,33.2,41.6,28.8,31.5,73.0,12.5,947.0,539,10.2,-3.5,22.6,1322,594.0,0.88,S,franco
PAR005162,7.8,2.6,1.19,16,12.0,105,2304,217.0,7.5,1.68,19.6,16.7,16.7,53.4,29.9,26.3,24.8,66.0,5.4,186.0,533,21.0,9.7,37.1,1900,1205.0,0.44,E,calcareo
PAR005163,5.6,3.6,2.1,31,28.0,174,1441,271.0,24.2,0.65,24.4,0.0,37.8,24.9,37.3,32.1,30.2,,6.8,952.0,545,8.6,-5.8,22.5,1244,600.0,0.92,O,arcilloso
PAR005164,6.7,2.9,1.77,27,27.0,201,2517,252.0,22.6,0.63,20.8,5.1,21.0,37.1,41.9,26.7,26.4,83.0,7.2,525.0,649,16.8,5.3,32.1,1711,932.0,0.69,E,arcilloso
PAR005165,5.6,2.2,,24,16.0,170,1405,244.0,16.1,0.42,18.5,0.0,20.0,55.1,24.9,38.8,23.0,,12.8,1217.0,945,8.1,-7.0,23.6,1066,500.0,1.87,O,arenoso
PAR005166,7.8,1.8,,17,17.0,147,1804,175.0,12.5,1.85,25.0,16.7,37.6,20.2,42.2,31.2,27.7,47.0,0.0,179.0,504,18.5,6.4,35.1,1860,1051.0,0.54,S,arcilloso
PAR005167,5.3,3.3,1.83,25,27.0,144,1728,,18.2,0.79,25.2,0.0,31.2,31.2,37.6,32.2,29.8,84.0,7.3,674.0,728,13.1,0.1,28.3,1357,772.0,0.95,E,franco
PAR005168,7.2,3.2,1.7,33,26.0,254,2599,355.0,25.3,0.93,27.6,5.8,35.0,50.5,14.5,25.7,28.6,79.0,9.2,331.0,558,14.6,2.4,28.2,1509,831.0,0.62,E,arcilloso
PAR005169,7.4,1.6,0.96,14,10.0,169,1632,249.0,,1.6,,18.6,33.5,49.9,16.6,32.0,26.9,66.0,4.3,0.0,483,19.6,7.7,34.8,1830,1067.0,0.43,S,franco
PAR005170,5.9,3.0,1.78,28,19.0,141,2245,198.0,9.4,0.55,24.6,1.4,37.0,15.9,47.1,34.5,29.8,53.0,20.3,1095.0,855,9.3,-4.8,23.6,1004,574.0,1.5,E,arenoso
PAR005171,6.8,1.8,1.11,19,11.0,168,1514,257.0,7.0,0.67,19.3,5.6,24.0,50.7,25.3,26.2,22.7,54.0,,450.0,593,16.4,2.0,33.7,1681,900.0,0.71,E,franco
PAR005172,6.9,1.9,1.27,19,13.0,218,2192,185.0,7.6,1.08,,7.8,14.8,82.4,2.8,24.1,24.9,72.0,5.3,303.0,574,16.0,3.9,31.0,1811,943.0,0.55,N,calcareo
PAR005173,6.1,4.2,2.5,38,26.0,248,2157,242.0,14.0,0.3,30.8,1.3,32.5,25.3,42.2,36.0,38.2,86.0,16.2,742.0,846,9.2,-5.0,21.7,972,588.0,1.37,S,arenoso
PAR005174,5.4,2.2,1.34,19,21.0,111,1623,271.0,11.9,0.34,,2.9,31.1,30.8,38.1,26.9,23.7,53.0,14.4,858.0,635,12.0,-0.2,25.2,1501,746.0,0.84,S,franco
PAR005175,5.7,2.6,,27,23.0,195,1211,219.0,6.2,0.49,,0.0,30.1,27.4,42.5,29.4,28.1,51.0,20.3,993.0,657,9.1,-3.6,23.9,1179,593.0,1.01,S,franco
PAR005176,7.0,1.4,0.78,16,15.0,112,1622,,9.3,0.43,,4.7,19.6,50.6,29.8,30.2,17.5,30.0,,542.0,562,13.7,1.1,29.9,1405,765.0,0.81,N,arcilloso
PAR005177,6.7,2.7,1.56,31,19.0,198,2050,300.0,15.6,0.58,24.4,3.4,28.5,41.0,30.5,29.3,22.6,64.0,4.7,,498,19.5,7.5,34.8,1747,1092.0,0.51,E,franco
PAR005178,6.9,3.5,2.02,29,25.0,170,1344,269.0,16.4,0.56,24.2,4.4,27.8,28.9,43.3,28.8,30.9,105.0,14.3,353.0,677,15.6,4.7,31.1,1770,898.0,0.75,S,franco
PAR005179,5.5,2.5,1.43,22,24.0,177,1854,,18.5,0.33,25.7,2.9,35.0,23.0,42.0,28.9,30.3,60.0,10.7,952.0,806,10.5,-2.7,23.9,1182,663.0,1.14,O,arenoso
PAR005180,5.6,3.4,1.85,27,25.0,220,1306,232.0,20.6,0.55,26.6,0.1,34.1,26.3,39.6,37.7,32.4,58.0,8.0,887.0,622,9.5,-3.5,22.8,1136,573.0,1.16,E,arenoso
PAR005181,8.0,1.0,0.6,12,7.0,167,1839,171.0,6.4,1.84,20.4,21.6,27.1,57.1,15.8,23.1,26.8,55.0,3.3,248.0,361,22.6,12.9,39.5,2042,1239.0,0.3,S,arcilloso
PAR005182,5.9,3.3,1.87,42,27.0,223,1913,307.0,22.3,0.13,,0.5,33.4,19.8,46.8,32.2,31.7,78.0,14.4,1025.0,819,8.2,-5.8,22.1,976,500.0,1.66,E,franco
PAR005183,6.9,3.3,1.95,33,23.0,191,2025,234.0,20.8,0.7,22.6,3.4,27.1,21.1,51.8,34.2,27.5,76.0,3.2,379.0,686,17.7,6.9,33.4,1967,999.0,0.76,O,arcilloso
PAR005184,6.6,1.8,1.12,25,20.0,143,1390,205.0,12.8,0.53,14.5,6.2,15.0,70.6,14.4,26.3,20.7,57.0,6.6,527.0,527,14.6,3.6,28.5,1404,874.0,0.72,E,arcilloso
PAR005185,7.8,1.2,0.67,15,15.0,163,2132,169.0,9.2,1.56,16.7,16.9,25.5,57.4,17.1,27.3,21.6,78.0,9.8,53.0,371,21.6,12.5,39.0,2063,1214.0,0.34,E,franco
PAR005186,7.2,1.2,0.62,23,14.0,155,1659,148.0,10.8,0.92,,7.7,20.6,72.4,7.0,26.6,23.1,57.0,3.0,531.0,498,16.4,5.4,31.4,1602,947.0,0.41,S,calcareo
PAR005187,5.7,3.2,1.85,22,24.0,179,1330,242.0,12.6,0.28,22.0,0.0,23.6,36.1,,31.0,26.6,45.0,11.2,1031.0,706,11.6,-0.7,,1258,739.0,0.96,S,arenoso
PAR005188,6.9,4.4,2.42,41,25.0,274,2450,287.0,29.1,0.82,30.6,7.2,36.4,11.4,52.2,25.0,31.5,90.0,0.0,126.0,562,18.7,6.9,33.5,2006,1080.0,0.51,E,arcilloso
PAR005189,5.2,3.8,2.19,36,26.0,204,2034,270.0,23.8,0.31,25.9,0.0,36.3,14.9,48.8,29.7,35.1,58.0,7.6,1062.0,525,8.0,-5.3,20.0,1239,,1.06,N,arenoso
PAR005190,6.9,4.0,2.23,35,33.0,261,2191,256.0,20.2,0.8,26.9,7.0,34.0,41.1,24.9,20.6,28.9,90.0,7.2,426.0,392,15.6,4.5,30.1,1466,834.0,0.4,O,arcilloso
PAR005191,7.2,0.5,0.19,10,13.0,76,1535,104.0,5.2,0.67,16.4,10.3,24.0,63.3,12.7,25.3,14.0,35.0,2.6,455.0,471,16.6,5.1,34.2,1869,901.0,0.45,N,franco
PAR005192,6.8,3.4,1.82,32,28.0,225,2244,258.0,18.0,0.68,21.6,6.4,24.9,39.8,35.3,26.4,26.5,66.0,10.5,225.0,629,17.9,6.8,33.2,1640,1015.0,0.57,E,franco
PAR005193,6.7,2.5,1.5,27,25.0,219,2124,280.0,22.9,1.02,,3.1,38.0,15.7,46.3,31.6,31.4,54.0,6.8,456.0,576,18.2,6.6,34.7,1661,1080.0,0.49,O,arcilloso
PAR005194,5.7,3.3,,36,26.0,166,1707,295.0,14.2,0.4,28.2,1.7,32.6,40.6,26.8,33.2,31.6,52.0,11.4,,741,11.3,-1.8,25.8,1165,668.0,1.08,S,franco
PAR005195,7.5,1.6,1.12,12,11.0,93,1780,133.0,8.5,1.31,13.5,19.9,31.6,47.4,21.0,29.0,26.5,56.0,6.0,304.0,534,17.0,6.3,31.8,1694,961.0,0.59,E,arcilloso
PAR005196,6.9,4.1,,37,34.0,241,2625,311.0,28.6,0.79,27.4,3.2,26.1,45.3,28.6,37.5,27.7,101.0,11.0,318.0,674,16.1,4.9,31.6,1535,897.0,0.75,S,arenoso
PAR005197,5.4,3.1,1.76,31,24.0,181,1905,172.0,18.4,0.35,23.9,0.8,35.5,12.8,51.7,32.6,26.9,56.0,11.2,1000.0,686,10.6,-3.9,,1180,635.0,1.21,E,arenoso
