id_hogar,ingreso_mensual_eur,ingreso_principal_eur,ingreso_secundario_eur,ratio_gasto_ingreso,gasto_mensual_eur,gasto_vivienda_pct,gasto_alimentacion_pct,gasto_suministros_pct,gasto_transporte_pct,gasto_ocio_pct,gasto_educacion_pct,gasto_salud_pct,ahorro_pct,ahorro_acumulado_eur,deuda_eur,deuda_consumo_eur,cuota_deuda_mensual_eur,ratio_endeudamiento_pct,num_miembros,num_perceptores,num_menores,edad_sustentador,num_tarjetas,num_productos_bancarios,antiguedad_cliente_anos,patrimonio_neto_eur,regimen_vivienda,nivel_estudios,situacion_laboral
HOG006100,1303,514.0,789.0,0.98,1283,48.7,23.3,10.9,9.6,0.0,3.5,4.1,5.0,0.0,,10151.0,421.0,32.3,3,2,2,59.0,0,0.0,,-26662.0,alquiler,medio,inactivo
HOG006101,2988,1622.0,1366.0,1.09,3246,28.0,25.1,16.4,11.5,11.6,7.4,0.0,0.0,0.0,23093.0,15337.0,638.0,21.3,4,2,0,46.0,2,3.0,18.1,-30000.0,propiedad,basico,ocupado
HOG006102,3142,2248.0,894.0,1.07,3368,31.7,18.8,14.1,11.0,10.9,9.8,3.6,0.0,41867.0,25919.0,12728.0,654.0,20.8,3,2,0,47.0,2,5.0,4.8,73745.0,propiedad,superior,parado
HOG006103,3127,2304.0,823.0,0.96,2991,38.2,22.6,17.2,6.5,10.2,1.3,4.0,9.1,20177.0,17712.0,6140.0,505.0,16.1,4,2,1,51.0,3,,22.6,45002.0,hipoteca,basico,inactivo
HOG006104,1501,731.0,770.0,1.2,1801,50.7,18.9,10.7,11.6,1.6,5.4,1.2,0.0,0.0,,8043.0,540.0,35.9,5,1,1,31.0,1,3.0,,,alquiler,medio,ocupado
HOG006105,2237,1381.0,856.0,1.06,2382,35.5,23.8,12.2,13.2,7.5,2.8,5.1,0.0,0.0,,0.0,144.0,6.4,3,1,0,23.0,2,2.0,,-10184.0,hipoteca,superior,ocupado
HOG006106,2813,1984.0,829.0,0.98,2747,30.8,21.9,11.2,13.9,19.5,1.3,1.3,8.6,26635.0,7573.0,3657.0,157.0,5.6,2,1,0,,3,4.0,12.1,136916.0,hipoteca,medio,inactivo
HOG006107,3122,2194.0,,0.96,3012,37.3,21.3,11.3,13.9,7.4,6.6,,3.2,10646.0,,9994.0,,18.2,5,1,3,54.0,2,2.0,,-8499.0,hipoteca,basico,ocupado
HOG006108,2269,1502.0,767.0,1.08,2455,37.6,27.2,12.3,7.1,11.5,0.0,4.2,0.0,7296.0,23930.0,14604.0,761.0,33.5,4,2,1,30.0,2,3.0,13.4,-19091.0,propiedad,medio,jubilado
HOG006109,3368,2388.0,980.0,1.0,3367,40.0,18.9,12.3,9.1,10.0,5.2,4.5,1.1,14966.0,28598.0,17043.0,752.0,22.3,3,0,0,,2,5.0,0.5,-9683.0,alquiler,superior,jubilado
HOG006110,1260,690.0,570.0,1.04,1306,54.3,16.9,10.4,10.8,0.0,7.7,0.0,0.0,0.0,12828.0,,368.0,29.2,3,2,1,56.0,1,2.0,10.3,-6890.0,alquiler,medio,ocupado
HOG006111,4674,3433.0,1241.0,0.73,3392,19.1,20.8,15.2,12.3,20.0,9.6,2.9,27.5,86414.0,2968.0,0.0,32.0,0.7,2,2,0,45.0,5,8.0,16.1,322285.0,hipoteca,superior,ocupado
HOG006112,3432,2627.0,805.0,0.97,3331,23.5,22.1,15.9,17.0,11.6,9.4,0.5,2.3,22810.0,31272.0,16473.0,974.0,28.4,5,1,1,73.0,4,6.0,16.6,47919.0,propiedad,superior,ocupado
HOG006113,4329,,1341.0,0.86,3710,24.0,20.6,11.7,14.5,19.5,3.3,6.5,20.1,76548.0,3123.0,3881.0,,3.1,2,2,1,37.0,4,,11.6,254071.0,hipoteca,superior,ocupado
HOG006114,4716,3528.0,1188.0,0.76,3606,23.9,18.8,9.9,9.7,25.7,7.3,4.8,20.1,63010.0,0.0,0.0,0.0,0.0,2,2,0,59.0,3,7.0,3.8,304740.0,hipoteca,medio,jubilado
HOG006115,2918,1904.0,1014.0,1.02,2982,32.3,21.9,11.3,16.5,6.1,4.8,7.1,0.0,10551.0,12600.0,5906.0,380.0,13.0,3,1,1,50.0,1,4.0,18.6,31939.0,propiedad,superior,ocupado
HOG006116,1292,500.0,,1.14,1477,47.0,28.6,8.9,7.3,0.5,1.3,6.4,0.0,0.0,8022.0,2821.0,309.0,23.9,4,2,1,52.0,1,3.0,31.2,-1699.0,alquiler,medio,inactivo
HOG006117,2655,1982.0,673.0,1.05,2787,30.8,27.2,7.4,12.7,6.8,6.4,8.8,0.0,8847.0,21057.0,14070.0,649.0,24.4,4,2,1,44.0,2,4.0,0.0,-837.0,hipoteca,medio,inactivo
HOG006118,1720,791.0,929.0,0.97,1671,44.3,26.6,7.7,9.7,1.7,3.0,7.0,4.7,0.0,19050.0,8157.0,,32.4,4,2,1,42.0,1,0.0,17.6,-30000.0,alquiler,medio,ocupado
HOG006119,1360,572.0,788.0,1.04,1415,47.9,14.5,10.4,13.7,0.0,5.6,7.8,0.0,0.0,8953.0,1715.0,244.0,17.9,4,2,2,46.0,0,0.0,18.1,-9731.0,alquiler,superior,jubilado
HOG006120,1715,528.0,1187.0,1.14,1952,45.1,24.6,7.9,13.1,3.2,0.0,6.0,0.0,0.0,16184.0,,444.0,25.9,4,1,2,60.0,1,1.0,15.4,3480.0,propiedad,medio,parado
HOG006121,4609,3312.0,1297.0,,4219,24.2,14.1,13.6,13.0,25.5,5.1,4.6,10.0,75447.0,,1310.0,79.0,1.7,2,2,0,44.0,4,,12.1,307203.0,alquiler,medio,ocupado
HOG006122,1549,1078.0,471.0,1.2,1855,49.7,20.4,11.1,12.4,1.4,1.0,4.0,0.0,0.0,21492.0,10061.0,653.0,42.1,3,1,0,68.0,0,1.0,4.9,-30000.0,propiedad,medio,parado
HOG006123,4600,,1091.0,0.84,3877,21.9,14.2,13.6,11.3,22.2,6.8,10.1,20.2,79974.0,2900.0,1280.0,104.0,2.3,2,1,0,,4,7.0,14.9,249638.0,propiedad,superior,inactivo
HOG006124,1205,577.0,628.0,1.1,1329,51.3,24.4,8.5,13.0,0.7,0.7,1.5,0.0,0.0,5936.0,244.0,197.0,16.4,3,2,1,41.0,1,1.0,0.0,-30000.0,alquiler,basico,parado
HOG006125,3056,1851.0,1205.0,0.95,2906,27.4,15.9,16.4,12.6,14.1,9.2,4.4,0.0,18860.0,12559.0,6761.0,427.0,14.0,5,2,1,40.0,4,5.0,,37263.0,hipoteca,basico,ocupado
HOG006126,1027,503.0,524.0,1.04,1063,47.4,19.9,9.3,9.8,1.6,7.9,4.2,0.0,0.0,13226.0,5193.0,408.0,39.7,3,1,1,42.0,1,2.0,7.3,29396.0,alquiler,medio,ocupado
HOG006127,3273,1884.0,1389.0,1.09,3554,29.3,22.8,11.8,13.5,13.5,7.3,1.9,0.0,10883.0,27339.0,19181.0,824.0,25.2,3,2,1,61.0,2,1.0,12.0,18301.0,propiedad,basico,ocupado
HOG006128,3463,,527.0,0.96,3310,20.5,20.5,12.1,11.6,18.3,8.3,8.7,4.2,25595.0,19566.0,11378.0,588.0,17.0,4,2,1,40.0,2,4.0,24.4,51550.0,hipoteca,basico,ocupado
HOG006129,2773,1956.0,817.0,0.89,2471,32.7,28.8,10.3,13.5,7.5,2.9,4.2,13.5,1139.0,0.0,0.0,0.0,0.0,4,1,1,44.0,1,4.0,4.4,31746.0,propiedad,superior,inactivo
HOG006130,5481,4136.0,1345.0,0.65,3554,10.4,24.9,10.9,6.9,27.6,11.6,7.6,27.5,104157.0,0.0,0.0,0.0,0.0,1,2,1,60.0,3,9.0,12.6,407735.0,hipoteca,superior,ocupado
HOG006131,4506,3505.0,1001.0,0.8,3587,24.0,17.0,16.1,10.2,17.0,7.9,7.7,19.7,82789.0,0.0,182.0,0.0,0.0,1,1,0,57.0,4,8.0,23.0,337286.0,hipoteca,superior,parado
HOG006132,3535,2337.0,,1.09,3838,32.6,23.7,11.0,11.6,11.0,5.8,4.2,0.0,11002.0,28323.0,17629.0,962.0,27.2,4,1,2,66.0,3,4.0,3.3,16735.0,propiedad,basico,parado
HOG006133,3407,2605.0,802.0,,3568,36.7,19.3,13.4,12.0,6.6,7.3,4.7,0.0,28971.0,26385.0,15468.0,815.0,23.9,4,2,0,58.0,3,5.0,26.8,33553.0,alquiler,superior,parado
HOG006134,5029,3463.0,1566.0,0.77,3897,26.1,20.2,20.2,7.1,23.1,0.8,2.6,16.6,,0.0,,31.0,0.6,3,2,1,,4,6.0,15.0,316621.0,alquiler,superior,jubilado
HOG006135,2608,1858.0,750.0,0.82,2140,31.2,24.9,10.5,10.6,9.2,9.1,4.5,14.5,13705.0,15051.0,,562.0,21.5,4,2,0,25.0,2,2.0,24.1,8682.0,hipoteca,medio,ocupado
HOG006136,3161,2693.0,468.0,1.01,3208,28.1,22.7,12.9,12.8,11.7,9.6,2.2,0.3,,21281.0,10993.0,700.0,22.1,3,1,2,43.0,2,4.0,9.6,74443.0,alquiler,basico,parado
HOG006137,1333,624.0,709.0,1.05,1398,44.2,19.8,8.4,8.8,4.9,5.6,8.3,0.0,0.0,11983.0,6018.0,471.0,35.3,2,0,0,41.0,1,0.0,3.7,-8124.0,alquiler,medio,ocupado
HOG006138,2832,2006.0,826.0,1.07,3029,21.5,32.7,17.1,8.8,10.2,9.6,0.0,0.0,30388.0,,13334.0,575.0,20.3,3,2,1,40.0,2,6.0,9.9,33792.0,alquiler,basico,ocupado
HOG006139,2421,2044.0,,0.99,2388,30.8,20.1,11.9,13.9,11.6,7.0,4.8,8.4,2544.0,6292.0,2149.0,157.0,6.5,3,2,0,36.0,2,5.0,11.6,-30000.0,alquiler,basico,inactivo
HOG006140,3546,2732.0,814.0,1.02,3606,24.4,19.0,14.4,7.7,17.8,11.4,5.3,0.0,35262.0,31193.0,,,26.4,4,1,1,35.0,2,7.0,11.6,93245.0,alquiler,medio,parado
HOG006141,832,538.0,294.0,1.06,882,45.6,29.5,8.2,9.9,0.0,2.9,3.9,0.0,0.0,9167.0,3023.0,259.0,31.1,4,2,1,52.0,0,,13.2,12782.0,alquiler,medio,jubilado
HOG006142,2918,2304.0,614.0,1.02,2967,37.9,25.8,9.8,10.5,6.1,5.3,4.6,0.0,11336.0,4762.0,0.0,153.0,5.2,3,0,0,58.0,2,,20.8,-23459.0,propiedad,medio,ocupado
HOG006143,2685,2247.0,438.0,1.08,2912,31.0,25.3,13.0,14.0,9.5,0.3,7.0,0.0,9100.0,,16470.0,813.0,30.3,5,1,2,51.0,3,5.0,0.0,-10631.0,hipoteca,superior,jubilado
HOG006144,3724,3054.0,670.0,0.92,3418,31.6,30.0,10.0,11.4,10.3,2.2,4.4,7.5,,4528.0,,97.0,2.6,2,1,0,60.0,2,5.0,0.0,42858.0,propiedad,medio,ocupado
HOG006145,1267,639.0,628.0,1.05,1331,38.5,24.6,10.4,9.5,4.4,7.3,5.4,0.0,0.0,21295.0,10679.0,681.0,53.7,4,2,1,39.0,0,1.0,14.0,,alquiler,medio,ocupado
HOG006146,1176,500.0,676.0,1.11,1307,44.2,24.0,9.8,6.5,3.6,4.1,7.8,0.0,0.0,18493.0,9261.0,538.0,45.7,3,1,1,73.0,1,0.0,0.0,-30000.0,alquiler,basico,jubilado
HOG006147,2819,2007.0,812.0,1.11,3132,34.7,25.2,5.7,13.7,10.0,2.5,8.2,0.0,0.0,8496.0,4850.0,202.0,7.2,3,1,0,33.0,1,2.0,8.8,,alquiler,basico,ocupado
HOG006148,3258,,1000.0,0.89,2894,33.5,18.6,13.2,13.7,10.1,7.9,3.0,11.9,20788.0,13669.0,5599.0,353.0,10.8,3,1,0,35.0,1,3.0,8.2,48961.0,propiedad,medio,jubilado
HOG006149,2598,,438.0,0.98,2545,30.3,18.9,15.3,11.7,12.1,2.9,8.7,0.9,26976.0,10027.0,2172.0,305.0,11.7,2,1,1,51.0,3,3.0,16.5,15844.0,alquiler,medio,ocupado
HOG006150,2536,1646.0,890.0,,2335,37.1,22.9,14.6,7.5,8.3,8.2,1.5,17.6,2723.0,6747.0,1307.0,156.0,6.1,3,1,0,44.0,2,2.0,5.5,31246.0,hipoteca,basico,ocupado
HOG006151,1138,702.0,436.0,1.06,1211,56.3,17.8,10.9,5.6,3.9,0.8,4.7,0.0,,,5181.0,486.0,42.7,3,1,2,65.0,0,1.0,3.0,-30000.0,propiedad,medio,parado
HOG006152,3893,2629.0,1264.0,0.96,3755,31.3,28.8,7.1,7.7,13.4,8.2,,6.8,16046.0,24835.0,13135.0,762.0,19.6,4,1,2,67.0,2,,10.5,9141.0,alquiler,medio,parado
HOG006153,5148,,1427.0,0.87,4471,15.9,23.0,10.1,11.9,24.6,8.3,6.2,9.3,80128.0,0.0,0.0,107.0,2.1,2,1,0,40.0,2,,18.5,312222.0,propiedad,medio,parado
HOG006154,5269,3279.0,1990.0,0.85,4494,24.5,17.7,10.1,11.8,22.4,11.2,,16.6,76288.0,1661.0,0.0,68.0,1.3,1,1,0,60.0,4,7.0,15.6,276183.0,propiedad,medio,ocupado
HOG006155,1433,500.0,933.0,1.14,1630,54.0,22.3,11.1,6.6,1.9,0.0,4.2,0.0,0.0,20797.0,10419.0,581.0,40.5,3,1,0,58.0,1,1.0,9.5,-25170.0,hipoteca,medio,ocupado
HOG006156,2052,1607.0,445.0,0.9,1849,34.0,24.2,16.8,8.8,11.7,4.5,0.0,12.0,17040.0,10654.0,3872.0,298.0,14.5,2,1,0,,2,5.0,11.3,20917.0,propiedad,medio,ocupado
HOG006157,700,666.0,0.0,1.1,772,49.3,22.5,11.2,11.8,0.0,0.5,4.8,0.0,0.0,14090.0,,286.0,40.8,3,1,2,48.0,0,1.0,10.7,-13731.0,hipoteca,basico,jubilado
HOG006158,2038,1038.0,1000.0,1.19,2421,43.2,25.6,8.8,11.5,1.9,6.3,2.7,0.0,0.0,22031.0,14756.0,,33.4,3,2,0,45.0,1,0.0,13.6,-19589.0,alquiler,superior,parado
HOG006159,2288,1829.0,459.0,0.97,2222,30.6,23.1,16.8,16.2,8.0,3.6,1.7,0.5,0.0,12586.0,5738.0,306.0,13.4,4,1,2,68.0,2,3.0,8.9,-22594.0,propiedad,basico,ocupado
HOG006160,2195,1847.0,348.0,,2159,31.9,24.6,10.8,7.0,13.1,5.4,7.1,5.8,35051.0,17974.0,7339.0,502.0,22.8,3,1,1,41.0,3,5.0,13.7,54374.0,propiedad,medio,ocupado
HOG006161,2700,1955.0,745.0,0.96,2598,32.3,22.3,7.8,20.0,8.1,4.7,4.7,7.2,16971.0,12578.0,7151.0,404.0,15.0,2,1,2,25.0,1,5.0,11.2,883.0,propiedad,basico,ocupado
HOG006162,2972,2009.0,,1.04,3091,30.7,24.0,13.8,13.6,9.8,5.7,2.4,0.0,7984.0,19763.0,10333.0,,25.8,4,1,2,51.0,2,5.0,26.7,,hipoteca,medio,inactivo
HOG006163,2674,,929.0,0.98,2609,36.0,24.8,15.8,9.4,11.6,0.0,2.4,0.0,4868.0,,3887.0,348.0,13.0,3,1,1,49.0,2,4.0,14.3,-8242.0,propiedad,medio,ocupado
HOG006164,3932,2587.0,1345.0,0.95,3750,22.8,22.3,12.1,14.8,11.8,6.5,,4.0,33334.0,,14878.0,631.0,16.0,4,2,3,32.0,2,5.0,16.3,117558.0,alquiler,basico,ocupado
HOG006165,1469,500.0,969.0,1.14,1680,50.4,23.5,8.4,8.6,2.6,4.4,2.2,0.0,,12508.0,7556.0,391.0,26.6,3,2,1,59.0,2,1.0,3.1,-14540.0,propiedad,medio,parado
HOG006166,2348,1808.0,540.0,1.0,2359,34.4,24.7,14.0,12.8,9.1,4.6,0.4,0.0,18881.0,21660.0,11201.0,554.0,23.6,4,2,1,42.0,3,4.0,3.6,4975.0,propiedad,medio,parado
HOG006167,1702,1092.0,610.0,1.08,1835,52.7,19.4,11.3,7.3,3.2,3.7,2.4,0.0,,,,865.0,50.8,3,2,1,63.0,0,2.0,14.8,-30000.0,alquiler,basico,parado
HOG006168,5192,,1793.0,0.65,3385,11.5,16.8,18.6,6.2,28.8,7.1,11.1,35.9,87934.0,3328.0,214.0,,3.5,2,1,0,30.0,3,9.0,9.4,322772.0,hipoteca,basico,ocupado
HOG006169,3171,2176.0,995.0,1.03,3281,25.2,25.8,8.3,14.0,11.0,6.3,9.5,0.0,10384.0,24202.0,17641.0,824.0,26.0,4,1,1,41.0,1,2.0,17.2,-11704.0,hipoteca,basico,ocupado
HOG006170,3773,2739.0,1034.0,0.83,3139,26.6,15.8,20.3,14.3,13.3,7.4,2.2,14.1,,0.0,1792.0,5.0,0.1,3,2,0,54.0,3,7.0,11.4,226165.0,propiedad,superior,ocupado
HOG006171,6145,4639.0,1506.0,0.5,3058,23.5,10.5,19.3,6.8,27.2,5.8,6.9,51.3,,2058.0,0.0,113.0,1.8,3,2,0,32.0,5,11.0,15.9,,propiedad,superior,ocupado
HOG006172,2823,2412.0,411.0,1.12,3152,32.9,21.7,10.6,11.0,8.2,8.5,7.2,0.0,1344.0,27784.0,15973.0,739.0,26.2,5,1,3,36.0,2,3.0,27.0,-19738.0,alquiler,medio,inactivo
HOG006173,2409,1744.0,665.0,1.03,2481,26.5,28.4,9.2,18.0,8.7,3.2,5.9,0.0,6891.0,9143.0,2414.0,318.0,13.2,2,1,0,63.0,2,1.0,1.6,-27967.0,propiedad,medio,ocupado
HOG006174,1944,1630.0,314.0,1.05,2043,33.5,22.9,12.2,7.1,9.0,8.2,7.1,0.0,0.0,33502.0,21408.0,1074.0,55.2,3,2,1,64.0,2,3.0,30.3,-30000.0,alquiler,basico,ocupado
HOG006175,2748,1961.0,787.0,1.02,2809,26.7,23.5,12.0,16.6,13.4,4.2,3.6,0.0,17547.0,5247.0,2185.0,170.0,6.2,3,1,1,57.0,2,2.0,6.1,37787.0,hipoteca,medio,ocupado
HOG006176,4743,3264.0,1479.0,0.76,3616,30.8,21.8,15.4,6.9,16.5,0.0,8.6,24.5,68382.0,5077.0,758.0,246.0,5.2,2,2,0,40.0,4,,10.1,254892.0,alquiler,superior,inactivo
HOG006177,4370,3246.0,1124.0,0.83,3640,32.1,18.7,16.7,9.2,12.4,3.1,7.9,18.7,56948.0,1956.0,2300.0,,1.0,3,2,0,37.0,5,8.0,21.9,227977.0,propiedad,medio,ocupado
HOG006178,1591,823.0,768.0,1.11,1765,45.2,19.7,9.5,8.5,3.2,4.3,9.6,0.0,0.0,14453.0,7265.0,416.0,26.1,3,1,1,42.0,1,1.0,13.5,-698.0,alquiler,medio,ocupado
HOG006179,1835,,1077.0,1.11,2045,49.5,19.2,9.6,8.1,1.7,4.7,7.2,0.0,0.0,18212.0,9461.0,582.0,31.7,4,1,2,65.0,0,1.0,12.8,-11155.0,alquiler,medio,parado
HOG006180,1152,500.0,652.0,1.17,1352,47.9,27.6,11.9,5.0,0.0,4.6,3.1,0.0,0.0,13354.0,7738.0,433.0,37.6,3,2,1,50.0,1,0.0,0.0,22200.0,alquiler,medio,ocupado
HOG006181,2131,1439.0,,0.99,2100,32.1,30.4,8.0,10.7,13.3,5.6,0.0,5.3,11264.0,4444.0,3870.0,198.0,9.3,3,1,0,40.0,1,4.0,14.1,9308.0,hipoteca,superior,ocupado
HOG006182,5103,3537.0,1566.0,0.77,3953,12.7,19.4,17.0,11.9,24.0,7.1,7.9,21.6,84978.0,0.0,,0.0,0.0,3,2,1,47.0,2,7.0,16.5,269072.0,hipoteca,superior,ocupado
HOG006183,1005,500.0,505.0,1.19,1197,44.4,24.3,9.2,5.5,4.8,5.3,6.5,0.0,0.0,21417.0,11183.0,714.0,71.0,4,2,1,59.0,0,0.0,10.4,-30000.0,propiedad,basico,ocupado
HOG006184,2705,2316.0,389.0,1.04,2821,30.0,21.4,14.2,11.8,11.0,6.1,5.6,0.0,11303.0,8726.0,3000.0,216.0,8.0,2,1,0,48.0,2,3.0,9.8,22899.0,propiedad,medio,ocupado
HOG006185,1015,718.0,297.0,1.1,1121,52.9,22.9,7.2,5.6,0.1,6.3,4.9,0.0,0.0,18684.0,8618.0,548.0,53.9,3,1,1,55.0,0,1.0,,-30000.0,propiedad,medio,parado
HOG006186,4462,3305.0,1157.0,,3464,18.2,13.6,12.7,18.4,22.7,9.5,4.9,25.6,,5870.0,3673.0,148.0,3.3,2,1,0,58.0,4,5.0,24.7,275553.0,hipoteca,superior,ocupado
HOG006187,4451,2520.0,1931.0,1.03,4594,29.9,20.4,14.5,16.2,14.6,1.3,3.0,0.0,30099.0,24468.0,17886.0,741.0,16.7,5,2,2,47.0,4,5.0,20.0,62461.0,propiedad,medio,parado
HOG006188,1404,1003.0,401.0,1.08,1515,44.4,18.9,11.9,11.2,0.0,9.0,4.6,0.0,0.0,12807.0,3308.0,244.0,17.4,3,2,1,65.0,0,2.0,0.0,-26516.0,alquiler,medio,parado
HOG006189,5108,3564.0,1544.0,0.71,3612,21.3,14.5,11.7,15.8,23.5,10.5,2.7,24.0,76570.0,0.0,1031.0,0.0,0.0,2,1,0,58.0,4,8.0,11.2,327277.0,alquiler,medio,ocupado
HOG006190,1775,1113.0,662.0,1.09,1936,47.2,26.0,11.4,8.9,1.7,4.6,0.2,0.0,0.0,16258.0,7346.0,496.0,27.9,4,2,2,54.0,1,1.0,7.5,-27040.0,propiedad,basico,parado
HOG006191,2548,,,1.01,2562,30.3,25.9,16.3,16.3,8.4,0.0,2.8,0.7,0.0,6776.0,0.0,233.0,9.2,2,1,0,27.0,3,2.0,18.8,-16808.0,alquiler,basico,jubilado
HOG006192,2326,1644.0,682.0,1.08,2502,35.0,17.1,18.5,11.7,10.0,2.5,,0.0,19926.0,,14520.0,731.0,31.4,5,2,1,46.0,3,5.0,6.1,44575.0,propiedad,superior,ocupado
HOG006193,3165,2178.0,987.0,0.86,2729,38.0,21.3,14.4,9.2,10.7,1.0,5.3,10.9,,6113.0,3129.0,264.0,8.3,3,1,0,44.0,3,5.0,16.1,37832.0,propiedad,basico,jubilado
HOG006194,2347,1978.0,,0.8,1874,23.7,25.7,10.3,10.0,16.9,5.8,7.6,19.8,551.0,8409.0,1206.0,260.0,11.1,3,1,0,68.0,2,3.0,15.4,20819.0,alquiler,basico,parado
HOG006195,3156,1978.0,1178.0,0.98,3095,34.0,28.1,10.0,11.2,9.9,0.0,,2.3,4832.0,9967.0,4549.0,172.0,5.4,3,2,0,42.0,2,3.0,18.0,12619.0,hipoteca,basico,parado
HOG006196,5079,3662.0,1417.0,0.82,4140,18.1,20.5,9.5,13.2,25.7,7.0,6.0,11.5,76309.0,0.0,900.0,0.0,0.0,2,1,0,56.0,4,,10.5,,hipoteca,superior,ocupado
HOG006197,2151,2074.0,77.0,,2170,37.4,25.5,8.7,12.9,7.0,6.2,2.4,3.1,7593.0,13313.0,2604.0,,18.1,5,1,2,,2,6.0,8.8,7215.0,alquiler,basico,ocupado
HOG006198,1935,1596.0,,1.01,1950,38.9,25.4,11.1,9.8,4.0,5.2,5.6,1.5,0.0,7482.0,2761.0,147.0,7.6,3,1,1,39.0,1,1.0,12.0,8220.0,propiedad,medio,jubilado
HOG006199,2520,2226.0,294.0,0.95,2386,33.9,17.6,18.2,12.6,8.9,8.8,0.0,6.8,17255.0,5943.0,428.0,194.0,7.7,3,2,0,51.0,3,6.0,31.9,29797.0,hipoteca,medio,ocupado
HOG006200,2831,,875.0,1.0,2838,34.8,24.2,16.0,11.3,6.9,4.3,2.6,0.0,12712.0,7410.0,2016.0,208.0,7.4,3,2,1,31.0,3,4.0,14.2,30695.0,alquiler,medio,ocupado
HOG006201,3306,,586.0,0.89,2943,34.0,22.5,11.3,9.9,13.7,4.9,3.7,12.1,50324.0,16521.0,7286.0,460.0,13.9,4,1,2,53.0,3,4.0,6.3,91768.0,hipoteca,medio,ocupado
HOG006202,1184,782.0,402.0,1.2,1421,49.7,19.8,10.0,6.1,2.8,5.3,6.2,0.0,0.0,22484.0,12060.0,,52.5,3,2,1,39.0,0,0.0,9.5,-16161.0,alquiler,basico,ocupado
HOG006203,2740,2134.0,606.0,0.93,2539,34.1,27.0,12.4,14.0,6.6,0.7,5.2,0.7,14406.0,0.0,2048.0,0.0,0.0,3,2,0,35.0,2,,6.3,-7095.0,hipoteca,medio,inactivo
HOG006204,3040,2083.0,957.0,0.95,2873,39.2,18.9,10.8,12.0,10.4,8.7,0.0,5.7,18782.0,6833.0,0.0,190.0,6.2,4,2,1,35.0,3,2.0,23.3,15177.0,hipoteca,medio,parado
HOG006205,2501,2452.0,,1.08,2710,31.5,28.5,13.7,15.5,7.5,0.0,3.3,0.0,4252.0,14504.0,5571.0,468.0,18.7,3,2,0,48.0,2,,12.5,-7308.0,propiedad,medio,ocupado
HOG006206,3958,2477.0,1481.0,0.88,3497,30.6,16.6,13.8,10.2,14.8,9.4,4.7,10.4,34428.0,25881.0,14577.0,691.0,17.5,4,0,0,55.0,2,4.0,,72421.0,alquiler,medio,inactivo
HOG006207,3770,2580.0,1190.0,,3947,32.1,20.0,13.6,9.4,11.0,10.8,,0.8,28442.0,19430.0,,668.0,17.7,4,1,1,51.0,3,5.0,,68355.0,alquiler,superior,ocupado
HOG006208,1661,720.0,941.0,1.04,1720,47.2,24.1,6.3,10.6,2.0,6.6,3.3,0.0,0.0,17177.0,6132.0,517.0,31.1,3,2,1,73.0,1,2.0,3.5,-7008.0,alquiler,medio,ocupado
HOG006209,3251,2348.0,903.0,0.94,3053,34.4,23.4,9.8,13.9,10.9,1.7,5.8,7.4,17257.0,6818.0,4011.0,221.0,6.8,3,1,0,35.0,2,4.0,,38968.0,propiedad,superior,parado
HOG006210,2962,2009.0,953.0,1.09,3227,32.0,27.0,13.0,8.0,9.0,6.6,4.3,0.0,2641.0,24446.0,11682.0,774.0,26.1,3,2,0,48.0,3,3.0,17.8,-12255.0,propiedad,basico,parado
HOG006211,5563,3567.0,1996.0,0.77,4291,16.6,14.5,14.4,13.2,25.9,5.0,10.4,23.0,86865.0,2465.0,2890.0,96.0,1.7,3,2,0,53.0,4,7.0,24.6,321913.0,hipoteca,superior,ocupado
HOG006212,1998,1359.0,639.0,1.01,2023,38.2,23.2,13.8,10.3,6.0,3.9,,0.0,0.0,9450.0,5019.0,308.0,15.4,3,2,1,40.0,1,2.0,6.6,2001.0,alquiler,medio,ocupado
HOG006213,3318,2143.0,1175.0,0.92,3051,30.1,18.5,16.9,14.8,11.7,5.4,2.6,10.2,18349.0,10026.0,4585.0,364.0,11.0,2,2,0,31.0,3,4.0,12.3,26594.0,hipoteca,superior,ocupado
HOG006214,1078,,372.0,1.18,1277,47.2,27.4,8.6,9.6,0.5,2.3,4.4,0.0,0.0,13400.0,8227.0,335.0,31.1,3,1,0,47.0,1,1.0,13.4,-30000.0,alquiler,superior,inactivo
HOG006215,1966,1151.0,815.0,1.08,2121,44.6,24.2,8.8,8.8,7.1,5.0,1.4,0.0,0.0,,9507.0,441.0,22.4,3,1,2,71.0,1,2.0,0.0,-21410.0,alquiler,medio,parado
HOG006216,5046,3896.0,1150.0,0.74,3737,19.3,12.3,17.1,11.6,15.9,8.9,14.8,27.9,87944.0,11080.0,4777.0,291.0,5.8,1,1,0,45.0,3,7.0,7.1,293454.0,propiedad,medio,jubilado
HOG006217,3354,2571.0,783.0,0.96,3209,35.9,17.1,16.0,9.5,4.4,10.6,6.6,0.0,19832.0,8583.0,4120.0,228.0,6.8,2,1,1,59.0,3,5.0,0.6,57545.0,propiedad,basico,parado
HOG006218,2112,,360.0,0.98,2079,28.1,15.9,15.1,11.3,13.9,10.1,5.6,2.2,0.0,,4760.0,320.0,15.1,3,2,2,39.0,1,2.0,10.0,20519.0,hipoteca,medio,inactivo
