id_zona,materia_organica_pct,nitrogeno_ppm,fosforo_ppm,potasio_ppm,ph_suelo,cic,profundidad_suelo_cm,humedad_suelo_pct,agua_disponible_mm,precipitacion_campana_mm,temp_media_campana_c,pendiente_pct,ndvi_medio,ndvi_max,tipo_suelo,sistema_riego,variedad,clase_productividad
ZON006415,2.3,33.0,25,210,6.9,23.3,63.0,21.7,114,289.0,18.8,15.8,0.46,0.56,franco,goteo,tradicional,baja
ZON006416,2.9,39.0,27,219,7.7,18.7,82.0,27.2,166,379.0,18.0,7.4,0.64,0.76,franco,secano,tradicional,media
ZON006417,1.5,21.0,23,221,6.3,16.0,71.0,29.8,214,437.0,15.3,10.4,0.69,0.87,franco,secano,hibrida,alta
ZON006418,3.3,44.0,38,271,6.4,27.5,,25.2,180,,19.8,26.7,0.56,0.71,franco,secano,tradicional,alta
ZON006419,2.3,11.0,14,152,6.4,13.3,41.0,14.9,75,203.0,19.4,9.9,0.4,0.52,arenoso,secano,hibrida,muy_baja
ZON006420,2.0,25.0,22,169,7.2,13.0,61.0,26.5,142,529.0,18.1,12.7,0.37,0.48,franco,goteo,hibrida,baja
ZON006421,2.6,34.0,22,202,6.4,16.8,95.0,29.2,245,685.0,15.3,13.9,0.83,0.98,arcilloso,aspersion,hibrida,muy_alta
ZON006422,2.4,,22,202,7.1,15.5,55.0,24.6,128,349.0,20.9,6.0,0.6,0.69,franco,goteo,tradicional,media
ZON006423,2.5,,18,183,6.0,17.1,50.0,16.9,128,310.0,17.8,0.0,0.46,0.57,franco,secano,tradicional,baja
ZON006424,0.3,,2,51,7.0,3.0,15.0,20.9,145,411.0,14.3,6.8,0.28,0.34,calcareo,secano,tradicional,muy_baja
ZON006425,3.7,43.0,30,228,6.0,19.5,115.0,24.2,185,466.0,19.3,5.3,0.7,0.89,franco,goteo,tradicional,alta
ZON006426,2.6,,30,223,7.2,17.0,86.0,35.8,222,568.0,18.5,0.0,0.82,0.98,franco,goteo,mejorada,muy_alta
ZON006427,3.4,44.0,21,249,6.4,17.4,92.0,29.1,138,388.0,16.4,2.5,0.51,0.63,arenoso,goteo,mejorada,alta
ZON006428,2.8,30.0,28,251,6.0,20.1,114.0,23.0,165,,15.5,11.8,0.66,0.87,franco,secano,hibrida,alta
ZON006429,2.6,32.0,15,198,5.5,17.0,68.0,23.0,153,471.0,19.9,12.3,0.59,0.78,arenoso,aspersion,hibrida,alta
ZON006430,2.1,27.0,23,155,6.8,16.8,56.0,27.0,151,360.0,15.6,0.1,,0.65,calcareo,goteo,tradicional,media
ZON006431,2.6,23.0,22,162,6.0,17.7,65.0,22.1,108,282.0,19.8,0.0,0.4,0.51,arcilloso,goteo,mejorada,baja
ZON006432,2.7,,15,131,5.5,11.9,84.0,21.9,112,324.0,17.3,3.1,0.67,0.88,arenoso,secano,hibrida,alta
ZON006433,3.5,35.0,16,176,6.8,15.1,89.0,20.3,135,292.0,14.1,6.3,0.46,0.54,franco,secano,tradicional,baja
ZON006434,3.3,40.0,30,166,6.7,18.7,74.0,23.7,136,515.0,17.6,4.9,0.52,0.67,arcilloso,secano,hibrida,alta
ZON006435,3.3,36.0,27,211,6.9,17.6,63.0,21.1,123,325.0,14.9,4.3,,0.72,calcareo,secano,hibrida,media
ZON006436,2.9,,26,198,6.9,20.1,70.0,25.2,156,458.0,20.3,1.8,0.55,0.71,franco,secano,mejorada,media
ZON006437,3.4,28.0,32,148,7.3,15.0,58.0,23.2,133,326.0,18.3,0.8,0.65,0.8,calcareo,goteo,tradicional,media
ZON006438,3.2,28.0,19,183,6.7,16.1,62.0,18.0,90,275.0,15.4,0.0,0.39,0.51,arenoso,secano,hibrida,baja
ZON006439,2.8,,21,201,6.4,15.9,45.0,30.6,191,440.0,17.4,16.8,0.67,0.83,arenoso,aspersion,tradicional,media
ZON006440,1.6,18.0,21,183,7.3,18.1,,26.0,142,420.0,19.6,1.5,0.5,0.65,calcareo,secano,mejorada,media
ZON006441,2.1,,12,164,6.0,12.1,,21.8,171,535.0,12.2,7.4,0.39,0.53,arenoso,aspersion,hibrida,baja
ZON006442,2.6,25.0,19,176,6.7,18.0,43.0,33.0,137,642.0,14.3,5.5,0.73,0.9,arcilloso,aspersion,mejorada,muy_alta
ZON006443,2.6,39.0,23,228,6.5,22.4,77.0,27.4,204,669.0,16.7,3.3,0.64,0.84,franco,secano,mejorada,muy_alta
ZON006444,1.7,28.0,27,169,6.6,17.1,58.0,22.1,116,327.0,16.9,11.4,0.52,0.63,franco,secano,mejorada,media
ZON006445,1.1,6.0,6,94,6.4,10.3,15.0,40.9,197,631.0,22.0,0.0,0.52,0.62,franco,aspersion,tradicional,alta
ZON006446,3.2,38.0,18,207,7.0,19.5,60.0,22.8,118,387.0,15.3,0.0,0.74,0.88,calcareo,goteo,tradicional,media
ZON006447,2.5,38.0,22,219,6.9,15.2,87.0,24.4,152,351.0,18.4,5.7,0.48,0.64,arcilloso,aspersion,mejorada,media
ZON006448,3.5,43.0,32,247,6.0,28.8,108.0,31.0,204,650.0,16.6,8.8,0.67,0.82,franco,goteo,mejorada,muy_alta
ZON006449,2.0,27.0,19,220,6.4,16.0,,26.1,122,363.0,13.8,0.9,0.44,0.55,arcilloso,aspersion,hibrida,baja
ZON006450,3.2,23.0,26,218,6.9,19.7,59.0,23.0,155,488.0,22.1,11.8,0.62,0.74,calcareo,aspersion,tradicional,media
ZON006451,2.7,24.0,23,195,7.5,19.1,77.0,,60,256.0,20.2,2.9,0.55,0.69,franco,secano,hibrida,baja
ZON006452,2.1,30.0,18,204,6.6,12.1,48.0,30.5,150,,23.0,18.2,0.6,0.79,arcilloso,secano,mejorada,media
ZON006453,3.0,,28,222,6.5,18.3,75.0,34.8,188,581.0,15.2,10.1,0.63,0.77,calcareo,goteo,hibrida,media
ZON006454,3.6,29.0,24,271,6.3,23.2,115.0,,214,566.0,16.7,6.6,0.75,0.95,arcilloso,goteo,hibrida,muy_alta
ZON006455,2.3,26.0,11,163,6.3,9.8,23.0,26.3,135,431.0,16.1,0.0,0.44,0.56,franco,aspersion,tradicional,muy_baja
ZON006456,2.1,27.0,25,205,6.8,20.7,87.0,31.6,156,455.0,15.8,2.3,0.39,0.5,arcilloso,aspersion,hibrida,alta
ZON006457,3.7,35.0,26,209,6.7,17.1,68.0,,210,623.0,16.1,10.1,0.58,0.84,franco,goteo,hibrida,alta
ZON006458,1.9,14.0,21,137,6.4,12.9,57.0,15.5,77,217.0,16.5,10.3,0.54,0.73,arenoso,secano,mejorada,media
ZON006459,3.8,40.0,26,273,6.3,23.3,82.0,27.6,210,,17.3,8.0,0.71,0.94,franco,goteo,tradicional,alta
ZON006460,2.8,32.0,14,111,7.0,12.2,66.0,22.0,98,366.0,24.7,2.3,0.65,0.78,franco,secano,hibrida,media
ZON006461,2.7,31.0,32,237,6.9,19.0,85.0,33.2,215,769.0,18.3,9.0,0.59,0.79,franco,goteo,tradicional,muy_alta
ZON006462,3.4,36.0,29,234,6.9,20.1,112.0,26.7,167,529.0,18.1,0.0,0.62,0.82,franco,aspersion,hibrida,muy_alta
ZON006463,2.1,25.0,16,145,,12.4,73.0,24.3,142,394.0,16.9,15.9,0.44,0.54,franco,goteo,hibrida,baja
ZON006464,3.2,31.0,17,222,6.0,18.1,95.0,28.2,113,,18.1,10.8,0.48,0.6,arcilloso,aspersion,tradicional,media
ZON006465,2.1,28.0,24,253,7.1,20.9,56.0,32.4,225,554.0,21.1,15.4,0.6,0.77,franco,aspersion,tradicional,alta
ZON006466,0.9,7.0,6,107,7.1,4.7,33.0,31.4,183,490.0,17.9,9.9,0.46,0.58,arenoso,aspersion,mejorada,baja
ZON006467,2.2,,11,122,6.5,13.7,36.0,,119,439.0,16.1,1.7,0.62,0.77,arenoso,goteo,tradicional,baja
ZON006468,2.1,34.0,25,239,,21.0,74.0,22.5,98,,17.8,6.5,0.57,0.75,calcareo,secano,tradicional,alta
ZON006469,0.5,8.0,8,64,6.9,8.7,35.0,24.2,153,430.0,16.6,13.2,0.47,0.55,arenoso,goteo,mejorada,muy_baja
ZON006470,1.4,12.0,9,120,6.7,9.4,28.0,31.3,187,490.0,19.2,5.8,0.52,0.72,arenoso,aspersion,mejorada,alta
ZON006471,1.8,23.0,14,132,5.7,11.0,50.0,26.2,134,417.0,20.7,2.5,,0.55,arenoso,secano,tradicional,baja
ZON006472,2.7,32.0,29,201,6.0,18.7,36.0,28.0,171,693.0,18.4,15.1,0.72,0.9,arenoso,aspersion,tradicional,media
ZON006473,3.5,38.0,26,223,6.9,17.9,87.0,,180,520.0,16.7,11.0,0.63,0.87,franco,goteo,tradicional,alta
ZON006474,1.0,21.0,19,144,6.7,13.5,48.0,28.0,221,596.0,21.3,14.4,0.71,0.86,calcareo,secano,mejorada,media
ZON006475,0.8,,19,83,6.2,5.7,18.0,30.8,217,666.0,15.2,12.4,0.58,0.75,arcilloso,goteo,tradicional,media
ZON006476,1.9,24.0,26,236,6.7,17.6,63.0,22.6,174,534.0,19.1,2.8,0.57,0.76,franco,secano,tradicional,media
ZON006477,1.1,,19,176,7.0,17.4,,31.0,210,611.0,20.0,8.4,0.66,0.78,calcareo,aspersion,mejorada,alta
ZON006478,3.4,35.0,30,263,7.4,19.3,78.0,22.0,177,529.0,15.7,0.0,0.63,0.81,franco,goteo,tradicional,alta
ZON006479,1.8,27.0,15,134,6.7,13.0,57.0,24.0,148,439.0,20.2,7.6,,0.51,arenoso,aspersion,mejorada,media
ZON006480,0.9,19.0,16,145,6.0,9.8,23.0,34.7,186,492.0,17.0,2.6,0.52,0.62,arenoso,goteo,tradicional,media
ZON006481,1.8,28.0,15,154,6.5,16.1,76.0,22.6,135,505.0,23.1,20.5,0.6,0.77,franco,goteo,hibrida,alta
ZON006482,2.4,41.0,32,158,6.5,21.2,110.0,28.5,194,572.0,20.7,8.8,0.63,0.79,franco,secano,mejorada,alta
ZON006483,4.0,35.0,28,247,6.9,24.3,105.0,30.4,152,423.0,22.3,7.9,0.63,0.84,arenoso,secano,mejorada,alta
ZON006484,2.1,18.0,23,186,6.9,14.6,87.0,25.8,136,374.0,18.6,16.2,0.35,0.49,arcilloso,secano,hibrida,baja
ZON006485,3.8,39.0,33,232,6.8,21.1,90.0,16.6,144,438.0,17.4,11.4,0.39,0.55,franco,secano,mejorada,baja
ZON006486,2.8,34.0,21,211,7.0,17.5,,32.7,178,700.0,13.2,20.7,0.79,0.98,arcilloso,aspersion,hibrida,muy_alta
ZON006487,2.0,16.0,4,115,6.3,11.3,41.0,27.8,140,504.0,17.2,12.2,0.46,0.6,arenoso,aspersion,mejorada,baja
ZON006488,2.3,23.0,10,108,7.1,9.3,52.0,27.9,190,552.0,18.0,14.7,0.63,0.77,arenoso,aspersion,tradicional,media
ZON006489,0.8,12.0,12,112,6.7,10.9,48.0,24.4,135,371.0,19.3,10.1,0.35,0.42,arenoso,secano,mejorada,muy_baja
ZON006490,1.3,13.0,6,139,6.5,12.4,38.0,25.5,155,559.0,21.0,3.7,,0.57,franco,goteo,tradicional,media
ZON006491,4.2,,35,321,6.6,28.2,89.0,,138,310.0,20.3,9.6,0.62,0.8,arcilloso,secano,hibrida,alta
ZON006492,2.9,41.0,30,189,7.4,21.3,111.0,35.2,220,,18.2,5.9,0.69,0.87,franco,goteo,tradicional,muy_alta
ZON006493,1.1,,11,107,7.3,11.8,24.0,39.4,207,817.0,18.9,13.4,0.5,0.61,calcareo,goteo,mejorada,media
ZON006494,3.1,33.0,17,165,7.2,19.1,52.0,28.0,175,273.0,19.3,9.4,0.81,0.98,franco,secano,mejorada,alta
ZON006495,2.7,,27,167,6.8,21.1,81.0,,130,215.0,12.0,1.2,0.39,0.46,franco,secano,tradicional,baja
ZON006496,2.7,,29,228,7.3,17.8,57.0,21.6,89,322.0,19.9,0.0,0.59,0.7,franco,secano,tradicional,baja
ZON006497,2.8,28.0,20,145,7.0,13.3,43.0,32.3,155,560.0,14.7,5.5,0.84,0.98,franco,aspersion,tradicional,alta
ZON006498,1.5,21.0,11,72,7.1,13.4,25.0,28.4,186,623.0,20.3,10.8,0.51,0.65,arcilloso,aspersion,hibrida,baja
ZON006499,3.5,30.0,21,231,7.3,23.2,64.0,20.6,164,248.0,18.6,13.2,0.83,0.98,franco,goteo,mejorada,alta
ZON006500,4.1,45.0,21,278,6.6,22.6,97.0,,215,447.0,18.9,6.6,0.7,0.9,franco,aspersion,tradicional,alta
ZON006501,1.5,10.0,12,157,7.3,15.4,72.0,26.0,180,,21.9,9.2,0.62,0.77,calcareo,secano,hibrida,muy_baja
ZON006502,3.4,29.0,17,144,6.4,17.4,81.0,29.5,176,433.0,18.1,5.3,0.48,0.61,arenoso,aspersion,tradicional,baja
ZON006503,3.2,34.0,31,202,6.0,20.1,81.0,22.2,130,435.0,16.3,12.7,0.44,0.57,arenoso,goteo,hibrida,baja
ZON006504,1.5,18.0,2,136,6.2,9.9,42.0,17.3,79,221.0,14.7,0.0,0.44,0.53,arenoso,aspersion,tradicional,muy_baja
ZON006505,2.0,27.0,10,110,6.3,14.9,41.0,29.5,144,608.0,22.0,11.6,0.58,0.75,arenoso,aspersion,tradicional,media
ZON006506,1.4,18.0,16,181,5.6,14.0,38.0,19.7,125,,24.2,16.2,0.53,0.71,arenoso,goteo,mejorada,media
ZON006507,3.0,28.0,18,193,6.6,19.5,55.0,16.8,141,286.0,16.3,2.8,0.56,0.74,franco,aspersion,tradicional,media
ZON006508,1.4,,21,173,6.5,14.4,63.0,28.5,136,578.0,19.1,20.3,0.72,0.93,arcilloso,aspersion,tradicional,alta
ZON006509,1.5,17.0,15,172,7.4,13.8,19.0,27.9,195,533.0,22.4,11.2,0.6,0.77,calcareo,aspersion,hibrida,media
ZON006510,2.1,28.0,18,183,6.7,16.2,83.0,28.0,159,651.0,19.9,9.6,0.54,0.69,arenoso,goteo,hibrida,baja
ZON006511,3.0,28.0,23,210,6.5,16.5,65.0,22.0,134,294.0,13.5,10.9,0.44,0.66,franco,secano,mejorada,media
ZON006512,2.0,25.0,15,142,7.5,10.7,37.0,31.3,192,660.0,14.0,12.6,0.54,0.63,calcareo,secano,tradicional,media
ZON006513,3.1,33.0,26,206,6.8,16.5,58.0,26.4,126,378.0,17.4,14.4,0.6,0.73,franco,secano,mejorada,baja
ZON006514,1.4,23.0,14,142,6.3,11.7,78.0,,170,461.0,15.4,11.0,0.41,0.51,arenoso,secano,mejorada,baja
ZON006515,1.7,18.0,26,151,6.0,15.8,68.0,,225,724.0,18.4,1.6,0.67,0.8,franco,aspersion,mejorada,alta
ZON006516,2.5,17.0,16,182,6.9,13.0,31.0,27.1,155,411.0,15.6,4.9,0.61,0.7,arcilloso,aspersion,tradicional,alta
ZON006517,3.7,47.0,36,280,6.6,24.0,116.0,25.4,187,411.0,20.8,7.6,,0.94,franco,goteo,mejorada,muy_alta
ZON006518,1.8,26.0,27,243,6.8,22.1,75.0,29.5,158,511.0,20.6,0.0,0.55,0.72,arcilloso,aspersion,mejorada,alta
ZON006519,1.7,24.0,17,134,6.9,9.3,57.0,,163,467.0,18.5,11.2,0.32,0.37,calcareo,aspersion,tradicional,baja
ZON006520,3.8,33.0,24,231,,17.1,79.0,33.4,213,670.0,21.0,5.8,0.92,0.98,calcareo,aspersion,hibrida,muy_alta
ZON006521,3.0,,14,168,6.7,21.0,66.0,28.9,197,525.0,16.2,0.0,0.79,0.98,franco,secano,hibrida,muy_alta
ZON006522,1.6,6.0,9,90,6.5,10.3,15.0,22.0,94,321.0,18.0,0.4,0.21,0.28,arenoso,secano,hibrida,baja
ZON006523,3.0,31.0,20,172,7.0,12.7,67.0,23.3,129,,17.1,6.1,0.48,0.58,franco,secano,mejorada,baja
ZON006524,1.9,22.0,20,243,6.0,15.2,73.0,23.1,159,343.0,16.1,3.7,0.6,0.83,franco,goteo,hibrida,media
ZON006525,1.2,13.0,16,142,7.7,10.1,56.0,23.4,135,,19.5,12.9,0.44,0.56,calcareo,goteo,mejorada,baja
ZON006526,3.1,43.0,21,163,7.2,15.1,,26.1,218,537.0,22.0,8.7,0.45,0.6,franco,secano,tradicional,media
ZON006527,1.4,15.0,12,127,6.3,10.9,,27.3,169,524.0,23.4,7.2,0.46,0.56,arcilloso,goteo,mejorada,baja
ZON006528,2.8,,23,262,5.9,20.4,87.0,28.3,163,465.0,18.9,3.1,0.5,0.61,arenoso,goteo,tradicional,muy_alta
ZON006529,2.2,28.0,18,243,6.8,18.5,72.0,25.4,118,468.0,18.9,0.0,0.67,0.88,calcareo,goteo,mejorada,alta
ZON006530,3.2,33.0,21,203,6.7,16.8,,,231,824.0,16.6,7.0,0.75,0.94,franco,goteo,mejorada,muy_alta
ZON006531,2.1,19.0,17,153,,14.2,82.0,28.9,206,634.0,20.9,8.5,0.55,0.77,calcareo,goteo,tradicional,media
ZON006532,1.9,27.0,24,99,6.5,13.4,67.0,24.1,157,384.0,17.3,3.8,0.62,0.84,calcareo,secano,hibrida,media
ZON006533,4.1,,24,213,6.3,21.2,80.0,22.2,155,464.0,24.1,2.5,0.48,0.6,arcilloso,goteo,tradicional,media
ZON006534,3.1,33.0,26,238,6.7,21.1,92.0,20.0,95,172.0,19.7,0.0,0.52,0.66,arenoso,goteo,tradicional,media
ZON006535,3.4,31.0,26,179,7.1,13.6,81.0,22.7,169,512.0,17.8,5.6,0.46,0.63,calcareo,secano,tradicional,media
ZON006536,2.2,26.0,18,213,6.1,17.8,,15.7,109,405.0,16.5,14.5,0.36,0.45,arenoso,goteo,tradicional,muy_baja
ZON006537,3.3,34.0,28,290,6.4,18.9,100.0,23.3,133,364.0,14.0,13.7,0.62,0.84,arenoso,goteo,tradicional,media
ZON006538,1.6,18.0,6,133,6.3,12.8,38.0,28.7,179,583.0,19.4,10.6,0.38,0.49,arenoso,secano,mejorada,baja
ZON006539,2.6,22.0,20,168,6.6,18.9,62.0,34.3,160,578.0,17.7,9.4,0.53,0.69,arenoso,aspersion,mejorada,alta
ZON006540,1.1,17.0,13,99,,7.9,16.0,29.9,204,735.0,22.5,15.4,0.59,0.7,arenoso,goteo,tradicional,media
ZON006541,1.9,23.0,12,180,6.4,14.6,63.0,21.9,144,421.0,15.7,4.8,0.36,0.45,arcilloso,secano,tradicional,baja
ZON006542,2.5,25.0,21,146,7.5,11.7,62.0,34.5,197,545.0,19.8,10.1,0.75,0.96,calcareo,goteo,mejorada,alta
ZON006543,2.4,31.0,24,221,6.5,16.7,60.0,32.1,209,689.0,18.5,20.2,0.57,0.75,arcilloso,goteo,tradicional,alta
ZON006544,2.4,31.0,20,193,6.3,19.8,79.0,30.6,228,725.0,20.4,6.2,0.66,0.82,arenoso,aspersion,hibrida,muy_alta
ZON006545,1.9,35.0,20,203,,15.7,83.0,21.5,177,408.0,17.6,7.0,0.53,0.73,calcareo,aspersion,mejorada,media
ZON006546,1.7,30.0,20,159,5.9,17.2,26.0,26.0,165,544.0,18.3,20.3,0.65,0.82,arcilloso,secano,tradicional,alta
ZON006547,3.9,43.0,31,294,7.6,20.1,86.0,31.7,190,,16.3,9.3,0.64,0.83,calcareo,goteo,hibrida,muy_alta
ZON006548,2.5,39.0,24,238,6.2,21.2,106.0,35.6,246,788.0,19.3,14.9,0.72,0.93,franco,aspersion,tradicional,alta
ZON006549,3.7,36.0,27,174,6.1,16.9,57.0,28.6,176,643.0,16.4,4.4,0.65,0.81,arenoso,secano,mejorada,alta
ZON006550,1.6,19.0,15,155,6.9,10.2,65.0,31.8,161,395.0,21.6,4.3,0.51,0.64,arenoso,secano,mejorada,baja
ZON006551,1.4,21.0,11,104,6.8,14.7,44.0,19.1,158,362.0,15.2,12.4,0.5,0.63,arcilloso,secano,tradicional,baja
ZON006552,1.7,22.0,17,201,6.7,19.0,94.0,22.8,146,533.0,21.2,11.1,0.49,0.64,calcareo,secano,hibrida,baja
ZON006553,1.0,13.0,11,133,6.2,11.0,30.0,24.1,119,311.0,20.6,15.6,0.36,0.44,arenoso,secano,mejorada,muy_baja
ZON006554,2.4,29.0,18,145,6.3,13.0,77.0,24.4,142,385.0,15.6,6.1,0.65,0.82,arenoso,secano,tradicional,media
ZON006555,2.4,24.0,21,177,6.5,14.3,64.0,25.5,134,425.0,18.7,6.5,0.58,0.83,franco,aspersion,tradicional,media
ZON006556,2.7,21.0,27,132,5.9,16.7,48.0,,133,541.0,19.3,15.2,0.48,0.62,arenoso,secano,mejorada,media
ZON006557,2.4,,33,199,6.2,17.3,52.0,26.3,225,558.0,14.1,13.1,0.75,0.88,franco,aspersion,hibrida,alta
ZON006558,2.3,31.0,21,242,6.5,18.8,,21.4,133,447.0,18.9,0.0,0.57,0.68,arenoso,secano,mejorada,media
ZON006559,3.5,32.0,29,203,6.6,20.5,110.0,,159,393.0,18.6,19.0,0.56,0.72,arcilloso,secano,hibrida,media
ZON006560,0.3,9.0,7,86,6.2,12.2,35.0,28.8,187,535.0,18.0,5.5,0.27,0.3,franco,goteo,mejorada,baja
ZON006561,0.9,15.0,16,115,6.2,9.5,,17.0,92,245.0,16.2,8.1,0.34,0.47,franco,goteo,tradicional,baja
ZON006562,2.9,40.0,23,240,6.5,21.5,104.0,30.1,214,572.0,19.9,2.2,0.67,0.78,franco,aspersion,tradicional,alta
ZON006563,2.5,36.0,17,205,6.4,17.2,81.0,24.8,172,492.0,14.5,0.0,0.49,0.66,arcilloso,secano,tradicional,media
ZON006564,2.4,34.0,29,190,6.8,18.0,,31.6,161,402.0,17.1,16.4,0.61,0.83,calcareo,secano,tradicional,media
ZON006565,3.2,31.0,23,204,6.1,21.4,88.0,21.5,122,435.0,18.5,9.6,0.51,0.66,franco,secano,hibrida,baja
ZON006566,2.2,21.0,24,162,6.8,14.8,73.0,25.6,181,631.0,18.0,0.0,0.55,0.68,arcilloso,aspersion,tradicional,media
ZON006567,2.0,28.0,25,165,6.6,17.0,61.0,28.9,121,260.0,19.4,18.8,0.53,0.7,arenoso,secano,mejorada,media
ZON006568,1.9,23.0,23,133,7.0,17.5,61.0,18.5,108,312.0,15.4,5.6,0.44,0.52,arcilloso,aspersion,mejorada,baja
ZON006569,2.3,,10,214,6.5,15.5,45.0,23.1,89,,21.3,4.3,0.3,0.39,franco,secano,tradicional,muy_baja
ZON006570,1.1,15.0,17,162,7.1,10.0,59.0,28.7,177,536.0,20.0,12.3,0.64,0.82,arenoso,secano,mejorada,media
ZON006571,3.5,35.0,26,193,6.8,19.6,85.0,20.7,153,493.0,12.2,23.6,,0.85,arcilloso,goteo,mejorada,media
ZON006572,3.6,34.0,28,217,7.1,22.7,91.0,23.9,190,333.0,13.4,2.6,0.57,0.73,franco,goteo,tradicional,alta
ZON006573,2.2,,10,95,7.5,10.9,43.0,31.4,155,643.0,14.1,10.4,0.57,0.75,franco,goteo,mejorada,media
ZON006574,2.7,31.0,27,199,5.8,20.0,80.0,37.2,212,682.0,14.2,4.7,0.65,0.82,franco,goteo,tradicional,alta
ZON006575,3.0,40.0,26,197,6.4,24.2,103.0,26.1,131,,15.5,2.5,0.74,0.95,arcilloso,secano,mejorada,muy_alta
ZON006576,3.2,30.0,27,237,6.3,19.7,75.0,19.3,168,314.0,17.9,4.3,0.43,0.57,franco,aspersion,tradicional,baja
ZON006577,3.4,21.0,21,161,6.9,19.3,77.0,,83,231.0,16.9,7.0,0.44,0.62,franco,secano,mejorada,baja
ZON006578,1.8,21.0,14,212,7.1,10.3,51.0,21.9,137,405.0,16.7,7.7,0.48,0.65,franco,goteo,mejorada,alta
ZON006579,2.0,26.0,24,198,6.8,17.0,71.0,26.7,194,,20.1,13.9,0.47,0.6,franco,secano,hibrida,media
ZON006580,1.2,25.0,20,187,6.6,10.7,66.0,31.4,153,340.0,19.3,15.2,0.54,0.66,arcilloso,goteo,tradicional,media
ZON006581,2.1,34.0,21,231,6.1,19.6,,,195,566.0,17.2,20.0,0.58,0.8,arcilloso,aspersion,tradicional,baja
ZON006582,3.3,31.0,22,240,6.8,18.2,76.0,27.8,192,445.0,15.1,1.0,0.65,0.76,franco,goteo,tradicional,alta
ZON006583,2.5,33.0,21,212,6.3,20.6,91.0,,179,609.0,15.2,4.7,0.74,0.91,franco,goteo,tradicional,alta
ZON006584,2.0,25.0,22,124,7.2,15.6,,29.1,182,508.0,19.9,14.9,0.62,0.77,calcareo,goteo,mejorada,media
ZON006585,2.3,35.0,22,139,7.0,15.1,95.0,22.8,139,446.0,17.5,6.0,0.34,0.47,franco,goteo,tradicional,baja
ZON006586,0.9,20.0,9,77,6.3,9.5,62.0,29.8,132,442.0,18.3,14.7,0.64,0.77,arenoso,secano,tradicional,baja
ZON006587,3.2,28.0,23,145,,17.6,60.0,23.8,152,416.0,18.7,4.2,0.58,0.75,arcilloso,goteo,mejorada,media
ZON006588,1.8,30.0,16,179,,15.3,62.0,32.6,181,507.0,18.5,12.4,0.67,0.83,arenoso,secano,hibrida,alta
ZON006589,2.6,29.0,16,198,6.1,12.9,55.0,16.7,33,230.0,16.0,12.8,0.52,0.67,arenoso,secano,mejorada,muy_baja
ZON006590,1.1,19.0,16,154,6.3,16.1,46.0,,165,493.0,18.6,7.3,0.58,0.71,franco,aspersion,mejorada,media
ZON006591,1.5,27.0,24,192,6.1,14.0,98.0,24.9,187,563.0,18.5,9.5,0.63,0.8,arcilloso,goteo,mejorada,media
ZON006592,3.9,33.0,27,212,,19.0,85.0,21.7,88,333.0,12.7,0.0,0.7,0.93,franco,aspersion,tradicional,alta
ZON006593,3.6,28.0,28,227,6.1,17.4,70.0,34.2,209,630.0,14.5,13.4,0.53,0.72,arcilloso,goteo,hibrida,muy_alta
ZON006594,2.8,32.0,25,196,6.8,17.6,42.0,28.6,116,446.0,19.2,14.2,0.58,0.79,calcareo,aspersion,mejorada,media
ZON006595,2.9,29.0,18,179,5.8,14.5,41.0,25.9,128,484.0,12.2,0.0,0.46,0.62,arcilloso,aspersion,hibrida,media
ZON006596,0.9,18.0,21,112,6.3,11.4,47.0,16.4,56,287.0,13.7,9.9,0.37,0.5,arenoso,secano,hibrida,muy_baja
ZON006597,2.6,21.0,20,112,6.2,13.2,37.0,26.7,132,274.0,16.5,5.3,0.45,0.54,arenoso,aspersion,hibrida,baja
ZON006598,2.6,39.0,29,233,6.6,17.4,,20.9,211,,16.4,2.0,0.6,0.78,arcilloso,goteo,hibrida,media
ZON006599,2.5,29.0,17,145,6.8,12.8,48.0,29.4,194,528.0,20.8,8.4,0.62,0.8,franco,goteo,hibrida,alta
ZON006600,2.5,28.0,17,137,7.2,14.2,35.0,21.2,84,387.0,20.5,11.5,0.29,0.4,calcareo,secano,mejorada,muy_baja
ZON006601,3.5,40.0,25,242,5.8,21.9,75.0,25.0,148,346.0,13.2,2.1,0.67,0.83,franco,goteo,mejorada,alta
ZON006602,2.9,,25,174,6.5,14.0,44.0,32.2,165,565.0,19.2,10.4,0.63,0.81,calcareo,goteo,tradicional,alta
ZON006603,1.6,25.0,15,167,6.5,17.4,62.0,30.6,192,,15.8,7.2,0.44,0.62,calcareo,aspersion,mejorada,media
ZON006604,1.4,19.0,19,115,6.4,13.4,39.0,26.0,145,449.0,16.3,21.4,0.61,0.76,franco,aspersion,mejorada,media
ZON006605,2.6,,19,249,6.4,16.1,71.0,,150,443.0,18.6,3.8,,0.48,franco,goteo,hibrida,media
ZON006606,2.8,37.0,31,221,6.3,19.2,85.0,,116,342.0,18.2,16.7,,0.65,arcilloso,secano,tradicional,media
ZON006607,3.1,30.0,22,144,5.7,15.4,70.0,23.7,124,287.0,18.0,0.0,0.44,0.51,franco,secano,mejorada,media
ZON006608,2.8,,21,212,6.0,19.6,76.0,,71,178.0,17.3,2.4,0.52,0.66,arenoso,secano,hibrida,media
ZON006609,2.8,28.0,26,169,7.0,18.1,55.0,25.3,185,467.0,13.3,14.8,0.68,0.88,franco,aspersion,hibrida,alta
